"macro_code","macro_name_sil","member_code","member_status","in_linguameta","member_name_linguameta","member_name_sil","member_endonym","member_n_speakers","member_endangerment","member_glottocode","names_differ"
"mlg","Malagasy","plt","A",TRUE,"Plateau Malagasy","Plateau Malagasy",NA,NA,"Not endangered","plat1254",FALSE
"mlg","Malagasy","skg","A",TRUE,"Sakalava Malagasy","Sakalava Malagasy","Sakalava",1210000,"Not endangered","saka1291",FALSE
"mlg","Malagasy","tdx","A",TRUE,"Tandroy-Mahafaly Malagasy","Tandroy-Mahafaly Malagasy","Antandroy",NA,"Not endangered","tand1256",FALSE
"mlg","Malagasy","tkg","A",TRUE,"Tesaka Malagasy","Tesaka Malagasy",NA,1100000,"Not endangered","tesa1236",FALSE
"mlg","Malagasy","txy","A",TRUE,"Tanosy Malagasy","Tanosy Malagasy",NA,640000,"Not endangered","tano1246",FALSE
"mlg","Malagasy","xmv","A",TRUE,"Antankarana Malagasy","Antankarana Malagasy",NA,2.5e+07,"Not endangered","anta1255",FALSE
"mlg","Malagasy","xmw","A",TRUE,"Tsimihety Malagasy","Tsimihety Malagasy",NA,1600000,"Not endangered","tsim1257",FALSE
"mon","Mongolian","khk","A",TRUE,"Halh Mongolian","Halh Mongolian",NA,5200000,"Definitely endangered","halh1238",FALSE
"mon","Mongolian","mvf","A",TRUE,"Peripheral Mongolian","Peripheral Mongolian",NA,3400000,"Vulnerable","peri1253",FALSE
"msa","Malay (macrolanguage)","bjn","A",TRUE,"Banjar","Banjar","Banjar",4e+06,"Not endangered","banj1239",FALSE
"msa","Malay (macrolanguage)","btj","A",TRUE,"Bacanese Malay","Bacanese Malay",NA,4500,"Critically endangered","baca1243",FALSE
"msa","Malay (macrolanguage)","bve","A",TRUE,"Berau Malay","Berau Malay",NA,11000,"Not endangered","bera1262",FALSE
"msa","Malay (macrolanguage)","bvu","A",TRUE,"Bukit Malay","Bukit Malay",NA,4100000,"Not endangered","buki1247",FALSE
"msa","Malay (macrolanguage)","coa","A",TRUE,"Cocos Islands Malay","Cocos Islands Malay",NA,1100,"Definitely endangered","coco1260",FALSE
"msa","Malay (macrolanguage)","dup","A",TRUE,"Duano","Duano",NA,16000,"Definitely endangered","duan1242",FALSE
"msa","Malay (macrolanguage)","hji","A",TRUE,"Haji","Haji",NA,NA,"Not endangered","haji1235",FALSE
"msa","Malay (macrolanguage)","ind","A",FALSE,NA,"Indonesian",NA,NA,NA,NA,NA
"msa","Malay (macrolanguage)","jak","A",TRUE,"Jakun","Jakun",NA,NA,"Vulnerable","jaku1244",FALSE
"msa","Malay (macrolanguage)","jax","A",TRUE,"Jambi Malay","Jambi Malay","Baso Jambi",1e+06,"Not endangered","jamb1236",FALSE
"msa","Malay (macrolanguage)","kvb","A",TRUE,"Kubu","Kubu",NA,10000,"Vulnerable","kubu1239",FALSE
"msa","Malay (macrolanguage)","kvr","A",TRUE,"Kerinci","Kerinci","Kinci",370000,"Vulnerable","keri1250",FALSE
"msa","Malay (macrolanguage)","kxd","A",TRUE,"Brunei","Brunei","Brunei",320000,"Not endangered","brun1242",FALSE
"msa","Malay (macrolanguage)","lce","A",TRUE,"Loncong","Loncong",NA,420,"Vulnerable","lonc1237",FALSE
"msa","Malay (macrolanguage)","lcf","A",TRUE,"Lubu","Lubu",NA,30000,"Not endangered","lubu1241",FALSE
"msa","Malay (macrolanguage)","liw","A",TRUE,"Col","Col",NA,150000,"Not endangered","coll1240",FALSE
"msa","Malay (macrolanguage)","max","A",TRUE,"North Moluccan Malay","North Moluccan Malay","Bahasa Pasar",7e+05,"Not endangered","nort2828",FALSE
"msa","Malay (macrolanguage)","meo","A",TRUE,"Kedah Malay","Kedah Malay","Pelat Utagha",2600000,"Not endangered","keda1251",FALSE
"msa","Malay (macrolanguage)","mfa","A",TRUE,"Pattani Malay","Pattani Malay","بهاس جاوي",3400000,NA,"patt1249",FALSE
"msa","Malay (macrolanguage)","mfb","A",TRUE,"Bangka","Bangka","Bahasa Bangka",340000,"Critically endangered","bang1365",FALSE
"msa","Malay (macrolanguage)","min","A",TRUE,"Minangkabau","Minangkabau","Baso Minangkabau",8e+06,"Not endangered","mina1268",FALSE
"msa","Malay (macrolanguage)","mly","R",FALSE,NA,"Malay (individual language)",NA,NA,NA,NA,NA
"msa","Malay (macrolanguage)","mqg","A",TRUE,"Kota Bangun Kutai Malay","Kota Bangun Kutai Malay",NA,3e+05,"Not endangered","kota1275",FALSE
"msa","Malay (macrolanguage)","msi","A",TRUE,"Sabah Malay","Sabah Malay","Sabah Melayu",3e+06,"Not endangered","saba1263",FALSE
"msa","Malay (macrolanguage)","mui","A",TRUE,"Musi","Musi","Baso Palembang",3100000,"Not endangered","musi1241",FALSE
"msa","Malay (macrolanguage)","orn","A",TRUE,"Orang Kanaq","Orang Kanaq",NA,NA,"Severely endangered","oran1258",FALSE
"msa","Malay (macrolanguage)","ors","A",TRUE,"Orang Seletar","Orang Seletar",NA,1080,"Definitely endangered","oran1259",FALSE
"msa","Malay (macrolanguage)","pel","A",TRUE,"Pekal","Pekal",NA,NA,"Not endangered","peka1242",FALSE
"msa","Malay (macrolanguage)","pse","A",TRUE,"Central Malay","Central Malay","Bahasa Pasemah",1600000,"Not endangered","cent2053",FALSE
"msa","Malay (macrolanguage)","tmw","A",TRUE,"Temuan","Temuan",NA,NA,"Definitely endangered","temu1239",FALSE
"msa","Malay (macrolanguage)","urk","A",TRUE,"Urak Lawoi'","Urak Lawoi'",NA,5000,"Definitely endangered","urak1238",FALSE
"msa","Malay (macrolanguage)","vkk","A",TRUE,"Kaur","Kaur",NA,NA,"Not endangered","kaur1269",FALSE
"msa","Malay (macrolanguage)","vkt","A",TRUE,"Tenggarong Kutai Malay","Tenggarong Kutai Malay","Kutai Tenggarong",3e+05,"Not endangered","teng1267",FALSE
"msa","Malay (macrolanguage)","xmm","A",TRUE,"Manado Malay","Manado Malay","Bahasa Manado",850000,"Not endangered","mala1481",FALSE
"msa","Malay (macrolanguage)","zlm","A",TRUE,"Malay","Malay (individual language)",NA,NA,"Not endangered","mala1479",TRUE
"msa","Malay (macrolanguage)","zmi","A",TRUE,"Negeri Sembilan Malay","Negeri Sembilan Malay","bahasa Melayu Negeri Sembilan",390000,"Vulnerable","nege1240",FALSE
"msa","Malay (macrolanguage)","zsm","A",TRUE,"Standard Malay","Standard Malay",NA,NA,"Not endangered","stan1306",FALSE
"mwr","Marwari","dhd","A",TRUE,"Dhundari","Dhundari","ढूंढारी",9600000,"Not endangered","dhun1238",FALSE
"mwr","Marwari","mtr","A",TRUE,"Mewari","Mewari","मेवाड़ी",1300000,"Not endangered","mewa1249",FALSE
"mwr","Marwari","mve","A",TRUE,"Marwari","Marwari (Pakistan)","مارواري",220000,"Not endangered","marw1256",TRUE
"mwr","Marwari","rwr","A",TRUE,"Marwari","Marwari (India)","मारवाड़ी",2.2e+07,"Not endangered","marw1260",TRUE
"mwr","Marwari","swv","A",TRUE,"Shekhawati","Shekhawati","शेखावाटी",3700000,"Not endangered","shek1243",FALSE
"mwr","Marwari","wry","A",TRUE,"Merwari","Merwari","मेरवारी",3900000,"Not endangered","merw1238",FALSE
"nep","Nepali (macrolanguage)","dty","A",TRUE,"Dotyali","Dotyali","डोटेली",760000,"Not endangered","doty1234",FALSE
"nep","Nepali (macrolanguage)","npi","A",TRUE,"Nepali","Nepali (individual language)","नेपाली",1.6e+07,"Not endangered","nepa1254",TRUE
"nor","Norwegian","nno","A",FALSE,NA,"Norwegian Nynorsk",NA,NA,NA,NA,NA
"nor","Norwegian","nob","A",FALSE,NA,"Norwegian Bokmål",NA,NA,NA,NA,NA
"oji","Ojibwa","ciw","A",TRUE,"Chippewa","Chippewa",NA,NA,"Definitely endangered","chip1241",FALSE
"oji","Ojibwa","ojb","A",TRUE,"Northwestern Ojibwa","Northwestern Ojibwa",NA,20000,"Vulnerable","nort2961",FALSE
"oji","Ojibwa","ojc","A",TRUE,"Central Ojibwa","Central Ojibwa",NA,NA,"Definitely endangered","cent2136",FALSE
"oji","Ojibwa","ojg","A",TRUE,"Eastern Ojibwa","Eastern Ojibwa",NA,NA,"Definitely endangered","east2542",FALSE
"oji","Ojibwa","ojs","A",TRUE,"Severn Ojibwa","Severn Ojibwa",NA,15000,"Vulnerable","seve1240",FALSE
"oji","Ojibwa","ojw","A",TRUE,"Western Ojibwa","Western Ojibwa",NA,NA,"Definitely endangered","west1510",FALSE
"oji","Ojibwa","otw","A",TRUE,"Ottawa","Ottawa",NA,13000,"Severely endangered","otta1242",FALSE
"ori","Oriya (macrolanguage)","ory","A",TRUE,"Odia","Odia",NA,3.5e+07,"Not endangered","oriy1255",FALSE
"ori","Oriya (macrolanguage)","spv","A",TRUE,"Sambalpuri","Sambalpuri","ସମ୍ବଲପୁରୀ",520000,"Not endangered","samb1325",FALSE
"orm","Oromo","gax","A",TRUE,"Borana-Arsi-Guji Oromo","Borana-Arsi-Guji Oromo",NA,3900000,"Not endangered","bora1271",FALSE
"orm","Oromo","gaz","A",TRUE,"West Central Oromo","West Central Oromo",NA,NA,"Not endangered","west2721",FALSE
"orm","Oromo","hae","A",TRUE,"Eastern Oromo","Eastern Oromo","Oromoo",4500000,"Not endangered","east2652",FALSE
"orm","Oromo","orc","A",TRUE,"Orma","Orma",NA,69000,"Not endangered","orma1241",FALSE
"pus","Pushto","pbt","A",TRUE,"Southern Pashto","Southern Pashto",NA,14920000,"Not endangered","sout2649",FALSE
"pus","Pushto","pbu","A",TRUE,"Northern Pashto","Northern Pashto",NA,NA,"Not endangered","nort2646",FALSE
"pus","Pushto","pst","A",TRUE,"Central Pashto","Central Pashto",NA,6500000,"Not endangered","cent1973",FALSE
"que","Quechua","cqu","R",FALSE,NA,"Chilean Quechua",NA,NA,NA,NA,NA
"que","Quechua","qub","A",TRUE,"Huallaga Huánuco Quechua","Huallaga Huánuco Quechua",NA,40000,"Vulnerable","hual1241",FALSE
"que","Quechua","qud","A",TRUE,"Calderón Highland Quichua","Calderón Highland Quichua",NA,1200000,"Vulnerable","cald1236",FALSE
"que","Quechua","quf","A",TRUE,"Lambayeque Quechua","Lambayeque Quechua",NA,20000,"Definitely endangered","lamb1276",FALSE
"que","Quechua","qug","A",TRUE,"Chimborazo Highland Quichua","Chimborazo Highland Quichua",NA,960000,"Vulnerable","chim1302",FALSE
"que","Quechua","quh","A",TRUE,"South Bolivian Quechua","South Bolivian Quechua","Runasimi",2800000,"Not endangered","sout2991",FALSE
"que","Quechua","quk","A",TRUE,"Chachapoyas Quechua","Chachapoyas Quechua",NA,NA,"Definitely endangered","chac1250",FALSE
"que","Quechua","qul","A",TRUE,"North Bolivian Quechua","North Bolivian Quechua",NA,120000,"Not endangered","nort2976",FALSE
"que","Quechua","qup","A",TRUE,"Southern Pastaza Quechua","Southern Pastaza Quechua",NA,1200000,"Not endangered","sout2990",FALSE
"que","Quechua","qur","A",TRUE,"Yanahuanca Pasco Quechua","Yanahuanca Pasco Quechua",NA,NA,"Definitely endangered","yana1272",FALSE
"que","Quechua","qus","A",TRUE,"Santiago Del Estero Quichua","Santiago del Estero Quichua",NA,60000,"Vulnerable","sant1432",TRUE
"que","Quechua","quw","A",TRUE,"Tena Lowland Quichua","Tena Lowland Quichua",NA,1200000,"Vulnerable","tena1240",FALSE
"que","Quechua","qux","A",TRUE,"Yauyos Quechua","Yauyos Quechua",NA,13000,"Critically endangered","yauy1235",FALSE
"que","Quechua","quy","A",TRUE,"Ayacucho Quechua","Ayacucho Quechua","Chanka runasimi",9e+05,"Not endangered","ayac1239",FALSE
"que","Quechua","quz","A",TRUE,"Cusco Quechua","Cusco Quechua",NA,1500000,"Vulnerable","cusc1236",FALSE
"que","Quechua","qva","A",TRUE,"Ambo-Pasco Quechua","Ambo-Pasco Quechua",NA,90000,"Vulnerable","ambo1252",FALSE
"que","Quechua","qvc","A",TRUE,"Cajamarca Quechua","Cajamarca Quechua",NA,30000,"Definitely endangered","caja1238",FALSE
"que","Quechua","qve","A",TRUE,"Eastern Apurímac Quechua","Eastern Apurímac Quechua",NA,1500000,"Not endangered","east2551",FALSE
"que","Quechua","qvh","A",TRUE,"Huamalíes-Dos De Mayo Huánuco Quechua","Huamalíes-Dos de Mayo Huánuco Quechua",NA,72000,"Vulnerable","huam1248",TRUE
"que","Quechua","qvi","A",TRUE,"Imbabura Highland Quichua","Imbabura Highland Quichua",NA,3e+05,"Vulnerable","imba1240",FALSE
"que","Quechua","qvj","A",TRUE,"Loja Highland Quichua","Loja Highland Quichua",NA,30000,"Vulnerable","loja1235",FALSE
"que","Quechua","qvl","A",TRUE,"Cajatambo North Lima Quechua","Cajatambo North Lima Quechua",NA,NA,"Severely endangered","caja1239",FALSE
"que","Quechua","qvm","A",TRUE,"Margos-Yarowilca-Lauricocha Quechua","Margos-Yarowilca-Lauricocha Quechua",NA,83000,"Vulnerable","marg1254",FALSE
"que","Quechua","qvn","A",TRUE,"North Junín Quechua","North Junín Quechua",NA,60000,"Vulnerable","nort2980",FALSE
"que","Quechua","qvo","A",TRUE,"Napo Lowland Quechua","Napo Lowland Quechua",NA,1200000,"Vulnerable","napo1242",FALSE
"que","Quechua","qvp","A",TRUE,"Pacaraos Quechua","Pacaraos Quechua",NA,NA,"Severely endangered","paca1245",FALSE
"que","Quechua","qvs","A",TRUE,"San Martín Quechua","San Martín Quechua",NA,15000,"Severely endangered","sanm1289",FALSE
"que","Quechua","qvw","A",TRUE,"Huaylla Wanca Quechua","Huaylla Wanca Quechua","Wanka Nunashimi",270000,"Not endangered","huay1241",FALSE
"que","Quechua","qvz","A",TRUE,"Northern Pastaza Quichua","Northern Pastaza Quichua",NA,NA,"Vulnerable","nort2973",FALSE
"que","Quechua","qwa","A",TRUE,"Corongo Ancash Quechua","Corongo Ancash Quechua",NA,4000,"Vulnerable","coro1247",FALSE
"que","Quechua","qwc","A",FALSE,NA,"Classical Quechua",NA,NA,NA,NA,NA
"que","Quechua","qwh","A",TRUE,"Huaylas Ancash Quechua","Huaylas Ancash Quechua","Nunashimi",340000,"Vulnerable","huay1240",FALSE
"que","Quechua","qws","A",TRUE,"Sihuas Ancash Quechua","Sihuas Ancash Quechua",NA,10000,"Vulnerable","sihu1235",FALSE
"que","Quechua","qxa","A",TRUE,"Chiquián Ancash Quechua","Chiquián Ancash Quechua",NA,190000,"Severely endangered","chiq1249",FALSE
"que","Quechua","qxc","A",TRUE,"Chincha Quechua","Chincha Quechua",NA,NA,"Extinct","chin1483",FALSE
"que","Quechua","qxh","A",TRUE,"Panao Huánuco Quechua","Panao Huánuco Quechua",NA,190000,"Severely endangered","pana1306",FALSE
"que","Quechua","qxl","A",TRUE,"Salasaca Highland Quichua","Salasaca Highland Quichua",NA,1200000,"Definitely endangered","sala1272",FALSE
"que","Quechua","qxn","A",TRUE,"Northern Conchucos Ancash Quechua","Northern Conchucos Ancash Quechua",NA,250000,"Vulnerable","nort2979",FALSE
"que","Quechua","qxo","A",TRUE,"Southern Conchucos Ancash Quechua","Southern Conchucos Ancash Quechua","Huaylay",920000,"Vulnerable","sout2992",FALSE
"que","Quechua","qxp","A",TRUE,"Puno Quechua","Puno Quechua",NA,5e+05,"Not endangered","puno1238",FALSE
"que","Quechua","qxr","A",TRUE,"Cañar Highland Quichua","Cañar Highland Quichua",NA,2e+05,"Vulnerable","cana1262",FALSE
"que","Quechua","qxt","A",TRUE,"Santa Ana De Tusi Pasco Quechua","Santa Ana de Tusi Pasco Quechua",NA,NA,"Severely endangered","sant1433",TRUE
"que","Quechua","qxu","A",TRUE,"Arequipa-La Unión Quechua","Arequipa-La Unión Quechua",NA,19000,"Not endangered","areq1237",FALSE
"que","Quechua","qxw","A",TRUE,"Jauja Wanca Quechua","Jauja Wanca Quechua",NA,23000,"Severely endangered","jauj1238",FALSE
"raj","Rajasthani","bgq","A",TRUE,"Bagri","Bagri","बागड़ी",2300000,"Not endangered","bagr1243",FALSE
"raj","Rajasthani","gda","A",TRUE,"Gade Lohar","Gade Lohar",NA,20000,"Not endangered","gade1236",FALSE
"raj","Rajasthani","gju","A",TRUE,"Gujari","Gujari","گوجری",1460000,"Not endangered","guja1253",FALSE
"raj","Rajasthani","hoj","A",TRUE,"Hadothi","Hadothi","हरौती",1100000,"Not endangered","hado1235",FALSE
"raj","Rajasthani","mup","A",TRUE,"Malvi","Malvi","मालवी",5400000,"Not endangered","malv1243",FALSE
"raj","Rajasthani","wbr","A",TRUE,"Wagdi","Wagdi","वागड़ी",2e+06,"Not endangered","wagd1238",FALSE
"rom","Romany","rmc","A",TRUE,"Carpathian Romani","Carpathian Romani",NA,120000,"Not endangered","carp1235",FALSE
"rom","Romany","rmf","A",TRUE,"Kalo Finnish Romani","Kalo Finnish Romani","kaalengo tšimb",5000,"Definitely endangered","kalo1256",FALSE
"rom","Romany","rml","A",TRUE,"Baltic Romani","Baltic Romani",NA,50000,"Vulnerable","balt1257",FALSE
"rom","Romany","rmn","A",TRUE,"Balkan Romani","Balkan Romani","Романи",590000,"Not endangered","balk1252",FALSE
"rom","Romany","rmo","A",TRUE,"Sinte Romani","Sinte Romani",NA,24000,"Not endangered","sint1235",FALSE
"rom","Romany","rmw","A",TRUE,"Welsh Romani","Welsh Romani",NA,NA,"Definitely endangered","wels1246",FALSE
"rom","Romany","rmy","A",TRUE,"Vlax Romani","Vlax Romani","Romani čhib",310000,"Not endangered","vlax1238",FALSE
"san","Sanskrit","cls","A",FALSE,NA,"Classical Sanskrit",NA,NA,NA,NA,NA
"san","Sanskrit","vsn","A",FALSE,NA,"Vedic Sanskrit",NA,NA,NA,NA,NA
"sqi","Albanian","aae","A",TRUE,"Arbëreshë Albanian","Arbëreshë Albanian",NA,1e+05,"Vulnerable","arbe1236",FALSE
"sqi","Albanian","aat","A",TRUE,"Arvanitika Albanian","Arvanitika Albanian",NA,50000,"Vulnerable","arva1236",FALSE
"sqi","Albanian","aln","A",TRUE,"Gheg Albanian","Gheg Albanian",NA,4100000,"Not endangered","gheg1238",FALSE
"sqi","Albanian","als","A",TRUE,"Tosk Albanian","Tosk Albanian","Schwyzertüütsch",1800000,"Not endangered","tosk1239",FALSE
"srd","Sardinian","sdc","A",TRUE,"Sassarese Sardinian","Sassarese Sardinian","sassaresu",110000,"Not endangered","sass1235",FALSE
"srd","Sardinian","sdn","A",TRUE,"Gallurese Sardinian","Gallurese Sardinian",NA,1e+05,"Not endangered","gall1276",FALSE
"srd","Sardinian","src","A",TRUE,"Logudorese Sardinian","Logudorese Sardinian","sardu logudoresu",5e+05,"Definitely endangered","logu1236",FALSE
"srd","Sardinian","sro","A",TRUE,"Campidanese Sardinian","Campidanese Sardinian","sardu campidanesu",1e+06,"Vulnerable","camp1261",FALSE
"swa","Swahili (macrolanguage)","swc","A",TRUE,"Congo Swahili","Congo Swahili",NA,9100000,"Not endangered","cong1236",FALSE
"swa","Swahili (macrolanguage)","swh","A",TRUE,"Swahili","Swahili (individual language)",NA,NA,"Not endangered","swah1253",TRUE
"syr","Syriac","aii","A",TRUE,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic","ܣܘܪܝܬ",830000,"Vulnerable","assy1241",FALSE
"syr","Syriac","cld","A",TRUE,"Chaldean Neo-Aramaic","Chaldean Neo-Aramaic",NA,8e+05,"Definitely endangered","chal1275",FALSE
"tmh","Tamashek","taq","A",TRUE,"Tamasheq","Tamasheq","Tamasheq",5e+05,"Definitely endangered","tama1365",FALSE
"tmh","Tamashek","thv","A",TRUE,"Tahaggart Tamahaq","Tahaggart Tamahaq",NA,132000,"Vulnerable","taha1241",FALSE
"tmh","Tamashek","thz","A",TRUE,"Tayart Tamajeq","Tayart Tamajeq",NA,250000,"Vulnerable","taya1257",FALSE
"tmh","Tamashek","ttq","A",TRUE,"Tawallammat Tamajaq","Tawallammat Tamajaq",NA,8e+05,"Not endangered","tawa1286",FALSE
"uzb","Uzbek","uzn","A",TRUE,"Northern Uzbek","Northern Uzbek",NA,2.8e+07,"Not endangered","nort2690",FALSE
"uzb","Uzbek","uzs","A",TRUE,"Southern Uzbek","Southern Uzbek","اوزبیک تورکچه",4200000,"Not endangered","sout2699",FALSE
"yid","Yiddish","ydd","A",TRUE,"Eastern Yiddish","Eastern Yiddish",NA,1500000,"Not endangered","east2295",FALSE
"yid","Yiddish","yih","A",TRUE,"Western Yiddish","Western Yiddish",NA,NA,"Extinct","west2361",FALSE
"zap","Zapotec","zaa","A",TRUE,"Sierra De Juárez Zapotec","Sierra de Juárez Zapotec",NA,7000,"Vulnerable","sier1250",TRUE
"zap","Zapotec","zab","A",TRUE,"Western Tlacolula Valley Zapotec","Western Tlacolula Valley Zapotec",NA,29000,"Definitely endangered","sanj1284",FALSE
"zap","Zapotec","zac","A",TRUE,"Ocotlán Zapotec","Ocotlán Zapotec",NA,15000,"Vulnerable","ocot1244",FALSE
"zap","Zapotec","zad","A",TRUE,"Cajonos Zapotec","Cajonos Zapotec",NA,5000,"Not endangered","cajo1238",FALSE
"zap","Zapotec","zae","A",TRUE,"Yareni Zapotec","Yareni Zapotec",NA,7000,"Vulnerable","yare1249",FALSE
"zap","Zapotec","zaf","A",TRUE,"Ayoquesco Zapotec","Ayoquesco Zapotec",NA,880,"Definitely endangered","ayoq1235",FALSE
"zap","Zapotec","zai","A",TRUE,"Isthmus Zapotec","Isthmus Zapotec",NA,85000,"Vulnerable","isth1244",FALSE
"zap","Zapotec","zam","A",TRUE,"Miahuatlán Zapotec","Miahuatlán Zapotec",NA,1000,"Vulnerable","miah1235",FALSE
"zap","Zapotec","zao","A",TRUE,"Ozolotepec Zapotec","Ozolotepec Zapotec",NA,6500,"Vulnerable","ozol1235",FALSE
"zap","Zapotec","zaq","A",TRUE,"Aloápam Zapotec","Aloápam Zapotec",NA,3400,"Not endangered","aloa1235",FALSE
"zap","Zapotec","zar","A",TRUE,"Rincón Zapotec","Rincón Zapotec",NA,41000,"Definitely endangered","rinc1236",FALSE
"zap","Zapotec","zas","A",TRUE,"Santo Domingo Albarradas Zapotec","Santo Domingo Albarradas Zapotec",NA,5500,"Definitely endangered","sant1450",FALSE
"zap","Zapotec","zat","A",TRUE,"Tabaa Zapotec","Tabaa Zapotec",NA,2000,"Vulnerable","taba1268",FALSE
"zap","Zapotec","zav","A",TRUE,"Yatzachi Zapotec","Yatzachi Zapotec",NA,2500,"Vulnerable","yatz1235",FALSE
"zap","Zapotec","zaw","A",TRUE,"Mitla Zapotec","Mitla Zapotec",NA,20000,"Not endangered","mitl1236",FALSE
"zap","Zapotec","zax","A",TRUE,"Xadani Zapotec","Xadani Zapotec",NA,NA,"Definitely endangered","xada1235",FALSE
"zap","Zapotec","zca","A",TRUE,"Coatecas Altas Zapotec","Coatecas Altas Zapotec",NA,4900,"Not endangered","coat1244",FALSE
"zap","Zapotec","zcd","A",TRUE,"Las Delicias Zapotec","Las Delicias Zapotec",NA,41000,NA,NA,FALSE
"zap","Zapotec","zoo","A",TRUE,"Asunción Mixtepec Zapotec","Asunción Mixtepec Zapotec",NA,NA,"Severely endangered","asun1236",FALSE
"zap","Zapotec","zpa","A",TRUE,"Lachiguiri Zapotec","Lachiguiri Zapotec",NA,5000,"Vulnerable","lach1250",FALSE
"zap","Zapotec","zpb","A",TRUE,"Yautepec Zapotec","Yautepec Zapotec",NA,NA,"Vulnerable","yaut1235",FALSE
"zap","Zapotec","zpc","A",TRUE,"Choapan Zapotec","Choapan Zapotec",NA,12000,"Vulnerable","choa1237",FALSE
"zap","Zapotec","zpd","A",TRUE,"Southeastern Ixtlán Zapotec","Southeastern Ixtlán Zapotec",NA,6000,"Vulnerable","sout3005",FALSE
"zap","Zapotec","zpe","A",TRUE,"Petapa Zapotec","Petapa Zapotec",NA,8000,"Definitely endangered","peta1247",FALSE
"zap","Zapotec","zpf","A",TRUE,"San Pedro Quiatoni Zapotec","San Pedro Quiatoni Zapotec",NA,15000,"Not endangered","sanp1261",FALSE
"zap","Zapotec","zpg","A",TRUE,"Guevea De Humboldt Zapotec","Guevea De Humboldt Zapotec",NA,4700,"Not endangered","guev1238",FALSE
"zap","Zapotec","zph","A",TRUE,"Totomachapan Zapotec","Totomachapan Zapotec",NA,NA,"Severely endangered","toto1308",FALSE
"zap","Zapotec","zpi","A",TRUE,"Santa María Quiegolani Zapotec","Santa María Quiegolani Zapotec",NA,2000,"Vulnerable","sant1451",FALSE
"zap","Zapotec","zpj","A",TRUE,"Quiavicuzas Zapotec","Quiavicuzas Zapotec",NA,4000,"Not endangered","quia1235",FALSE
"zap","Zapotec","zpk","A",TRUE,"Tlacolulita Zapotec","Tlacolulita Zapotec",NA,NA,"Definitely endangered","tlac1240",FALSE
"zap","Zapotec","zpl","A",TRUE,"Lachixío Zapotec","Lachixío Zapotec",NA,3000,"Definitely endangered","lach1249",FALSE
"zap","Zapotec","zpm","A",TRUE,"Mixtepec Zapotec","Mixtepec Zapotec",NA,7000,"Definitely endangered","mixt1426",FALSE
"zap","Zapotec","zpn","A",TRUE,"Santa Inés Yatzechi Zapotec","Santa Inés Yatzechi Zapotec",NA,2200,"Vulnerable","sant1447",FALSE
"zap","Zapotec","zpo","A",TRUE,"Amatlán Zapotec","Amatlán Zapotec",NA,10000,"Vulnerable","amat1238",FALSE
"zap","Zapotec","zpp","A",TRUE,"El Alto Zapotec","El Alto Zapotec",NA,NA,"Definitely endangered","elal1235",FALSE
"zap","Zapotec","zpq","A",TRUE,"Zoogocho Zapotec","Zoogocho Zapotec",NA,1400,"Vulnerable","zoog1238",FALSE
"zap","Zapotec","zpr","A",TRUE,"Santiago Xanica Zapotec","Santiago Xanica Zapotec",NA,2500,"Vulnerable","sant1452",FALSE
"zap","Zapotec","zps","A",TRUE,"Coatlán Zapotec","Coatlán Zapotec",NA,NA,"Vulnerable","coat1243",FALSE
"zap","Zapotec","zpt","A",TRUE,"San Vicente Coatlán Zapotec","San Vicente Coatlán Zapotec",NA,3400,"Vulnerable","sanv1242",FALSE
"zap","Zapotec","zpu","A",TRUE,"Yalálag Zapotec","Yalálag Zapotec",NA,3500,"Not endangered","yala1267",FALSE
"zap","Zapotec","zpv","A",TRUE,"Chichicapan Zapotec","Chichicapan Zapotec",NA,2700,"Vulnerable","chic1274",FALSE
"zap","Zapotec","zpw","A",TRUE,"Zaniza Zapotec","Zaniza Zapotec",NA,NA,"Definitely endangered","zani1235",FALSE
"zap","Zapotec","zpx","A",TRUE,"San Baltazar Loxicha Zapotec","San Baltazar Loxicha Zapotec",NA,NA,"Vulnerable","sanb1241",FALSE
"zap","Zapotec","zpy","A",TRUE,"Mazaltepec Zapotec","Mazaltepec Zapotec",NA,2200,"Definitely endangered","maza1294",FALSE
"zap","Zapotec","zpz","A",TRUE,"Texmelucan Zapotec","Texmelucan Zapotec",NA,4100,"Definitely endangered","texm1235",FALSE
"zap","Zapotec","zsr","A",TRUE,"Southern Rincon Zapotec","Southern Rincon Zapotec",NA,41000,"Definitely endangered","sout3004",FALSE
"zap","Zapotec","ztc","R",FALSE,NA,"Lachirioag Zapotec",NA,NA,NA,NA,NA
"zap","Zapotec","zte","A",TRUE,"Elotepec Zapotec","Elotepec Zapotec",NA,NA,"Definitely endangered","elot1235",FALSE
"zap","Zapotec","ztg","A",TRUE,"Xanaguía Zapotec","Xanaguía Zapotec",NA,2500,"Vulnerable","xana1235",FALSE
"zap","Zapotec","ztl","A",TRUE,"Lapaguía-Guivini Zapotec","Lapaguía-Guivini Zapotec",NA,4200,"Vulnerable","lapa1249",FALSE
"zap","Zapotec","ztm","A",TRUE,"San Agustín Mixtepec Zapotec","San Agustín Mixtepec Zapotec",NA,NA,"Severely endangered","sana1286",FALSE
"zap","Zapotec","ztn","A",TRUE,"Santa Catarina Albarradas Zapotec","Santa Catarina Albarradas Zapotec",NA,NA,"Vulnerable","sant1448",FALSE
