"municipality","department","file","size_kb"
"Baures","Beni","output/locator_maps/muni_maps/Baures_muni_locator_map.svg",2364.5
"Exaltación","Beni","output/locator_maps/muni_maps/Exaltacion_muni_locator_map.svg",2364.5
"Guayaramerín","Beni","output/locator_maps/muni_maps/Guayaramerin_muni_locator_map.svg",2364.5
"Huacaraje","Beni","output/locator_maps/muni_maps/Huacaraje_muni_locator_map.svg",2364.5
"Loreto","Beni","output/locator_maps/muni_maps/Loreto_muni_locator_map.svg",2364.5
"Magdalena","Beni","output/locator_maps/muni_maps/Magdalena_muni_locator_map.svg",2364.5
"Puerto Menor de Rurrenabaque","Beni","output/locator_maps/muni_maps/Puerto_Menor_de_Rurrenabaque_muni_locator_map.svg",2364.5
"Puerto Siles","Beni","output/locator_maps/muni_maps/Puerto_Siles_muni_locator_map.svg",2364.5
"Reyes","Beni","output/locator_maps/muni_maps/Reyes_muni_locator_map.svg",2364.5
"Riberalta","Beni","output/locator_maps/muni_maps/Riberalta_muni_locator_map.svg",2364.5
"San Andrés","Beni","output/locator_maps/muni_maps/San_Andres_muni_locator_map.svg",2364.5
"San Borja","Beni","output/locator_maps/muni_maps/San_Borja_muni_locator_map.svg",2364.5
"San Ignacio","Beni","output/locator_maps/muni_maps/San_Ignacio__Beni__muni_locator_map.svg",2364.5
"San Javier","Beni","output/locator_maps/muni_maps/San_Javier__Beni__muni_locator_map.svg",2364.5
"San Joaquín","Beni","output/locator_maps/muni_maps/San_Joaquin_muni_locator_map.svg",2364.5
"San Ramón","Beni","output/locator_maps/muni_maps/San_Ramon__Beni__muni_locator_map.svg",2364.5
"Santa Ana","Beni","output/locator_maps/muni_maps/Santa_Ana_muni_locator_map.svg",2364.5
"Santa Rosa","Beni","output/locator_maps/muni_maps/Santa_Rosa__Beni__muni_locator_map.svg",2364.5
"Trinidad","Beni","output/locator_maps/muni_maps/Trinidad_muni_locator_map.svg",2364.5
"Alcalá","Chuquisaca","output/locator_maps/muni_maps/Alcala_muni_locator_map.svg",2364.5
"Azurduy","Chuquisaca","output/locator_maps/muni_maps/Azurduy_muni_locator_map.svg",2364.5
"Camargo","Chuquisaca","output/locator_maps/muni_maps/Camargo_muni_locator_map.svg",2364.5
"Culpina","Chuquisaca","output/locator_maps/muni_maps/Culpina_muni_locator_map.svg",2364.5
"El Villar","Chuquisaca","output/locator_maps/muni_maps/El_Villar_muni_locator_map.svg",2364.5
"Huacareta","Chuquisaca","output/locator_maps/muni_maps/Huacareta_muni_locator_map.svg",2364.5
"Huacaya","Chuquisaca","output/locator_maps/muni_maps/Huacaya_muni_locator_map.svg",2364.5
"Incahuasi","Chuquisaca","output/locator_maps/muni_maps/Incahuasi_muni_locator_map.svg",2364.5
"Las Carreras","Chuquisaca","output/locator_maps/muni_maps/Las_Carreras_muni_locator_map.svg",2364.5
"Macharetí","Chuquisaca","output/locator_maps/muni_maps/Machareti_muni_locator_map.svg",2364.5
"Mojocoya","Chuquisaca","output/locator_maps/muni_maps/Mojocoya_muni_locator_map.svg",2364.5
"Monteagudo","Chuquisaca","output/locator_maps/muni_maps/Monteagudo_muni_locator_map.svg",2364.5
"Padilla","Chuquisaca","output/locator_maps/muni_maps/Padilla_muni_locator_map.svg",2364.5
"Poroma","Chuquisaca","output/locator_maps/muni_maps/Poroma_muni_locator_map.svg",2364.5
"Presto","Chuquisaca","output/locator_maps/muni_maps/Presto_muni_locator_map.svg",2364.5
"San Lucas","Chuquisaca","output/locator_maps/muni_maps/San_Lucas_muni_locator_map.svg",2364.5
"Sopachui","Chuquisaca","output/locator_maps/muni_maps/Sopachui_muni_locator_map.svg",2364.5
"Sucre","Chuquisaca","output/locator_maps/muni_maps/Sucre_muni_locator_map.svg",2364.5
"Tarabuco","Chuquisaca","output/locator_maps/muni_maps/Tarabuco_muni_locator_map.svg",2364.5
"Tarvita","Chuquisaca","output/locator_maps/muni_maps/Tarvita_muni_locator_map.svg",2364.5
"Tomina","Chuquisaca","output/locator_maps/muni_maps/Tomina_muni_locator_map.svg",2364.5
"Villa Abecia","Chuquisaca","output/locator_maps/muni_maps/Villa_Abecia_muni_locator_map.svg",2364.5
"Villa Charcas","Chuquisaca","output/locator_maps/muni_maps/Villa_Charcas_muni_locator_map.svg",2364.5
"Villa Ricardo Mugia - Icla","Chuquisaca","output/locator_maps/muni_maps/Villa_Ricardo_Mugia_-_Icla_muni_locator_map.svg",2364.5
"Villa Serrano","Chuquisaca","output/locator_maps/muni_maps/Villa_Serrano_muni_locator_map.svg",2364.5
"Villa Vaca Guzmán","Chuquisaca","output/locator_maps/muni_maps/Villa_Vaca_Guzman_muni_locator_map.svg",2364.5
"Yamparáez","Chuquisaca","output/locator_maps/muni_maps/Yamparaez_muni_locator_map.svg",2364.5
"Yotala","Chuquisaca","output/locator_maps/muni_maps/Yotala_muni_locator_map.svg",2364.5
"Zudañez","Chuquisaca","output/locator_maps/muni_maps/Zudanez_muni_locator_map.svg",2364.5
"Aiquile","Cochabamba","output/locator_maps/muni_maps/Aiquile_muni_locator_map.svg",2364.5
"Alalay","Cochabamba","output/locator_maps/muni_maps/Alalay_muni_locator_map.svg",2364.5
"Anzaldo","Cochabamba","output/locator_maps/muni_maps/Anzaldo_muni_locator_map.svg",2364.5
"Arani","Cochabamba","output/locator_maps/muni_maps/Arani_muni_locator_map.svg",2364.5
"Arbieto","Cochabamba","output/locator_maps/muni_maps/Arbieto_muni_locator_map.svg",2364.5
"Arque","Cochabamba","output/locator_maps/muni_maps/Arque_muni_locator_map.svg",2364.5
"Ayopaya","Cochabamba","output/locator_maps/muni_maps/Ayopaya_muni_locator_map.svg",2364.5
"Bolivar","Cochabamba","output/locator_maps/muni_maps/Bolivar_muni_locator_map.svg",2364.5
"Capinota","Cochabamba","output/locator_maps/muni_maps/Capinota_muni_locator_map.svg",2364.5
