"municipality","department","muni_anexo","file","size_kb","id_muni","qid","muni_gadm","commons_filename","commons_url","mid","upload_date","status"
"Villa Charcas","Chuquisaca","Villa Charcas","output/locator_maps/muni-maps-final/Villa_Charcas_muni_locator_map.svg",2837.4,"010704","Q1146801","Villa Charcas","Villa Charcas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Charcas_muni_locator_map.svg","M192029090","2026-05-15","uploaded"
"Icla","Chuquisaca","Icla","output/locator_maps/muni-maps-final/Icla_muni_locator_map.svg",2837.4,"010304","Q1142203","Villa Ricardo Mugia - Icla","Icla muni locator map.svg","https://commons.wikimedia.org/wiki/File:Icla_muni_locator_map.svg","M192029100","2026-05-15","uploaded"
"Villa Serrano","Chuquisaca","Villa Serrano","output/locator_maps/muni-maps-final/Villa_Serrano_muni_locator_map.svg",2837.4,"010801","Q1953257","Villa Serrano","Villa Serrano muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Serrano_muni_locator_map.svg","M192029107","2026-05-15","uploaded"
"Villa Vaca Guzmán","Chuquisaca","Villa Vaca Guzmán","output/locator_maps/muni-maps-final/Villa_Vaca_Guzman_muni_locator_map.svg",2837.4,"011001","Q121543","Villa Vaca Guzmán","Villa Vaca Guzmán muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Vaca_Guzmán_muni_locator_map.svg","M192029118","2026-05-15","uploaded"
"Yamparáez","Chuquisaca","Yamparáez","output/locator_maps/muni-maps-final/Yamparaez_muni_locator_map.svg",2837.4,"010602","Q920327","Yamparáez","Yamparáez muni locator map.svg","https://commons.wikimedia.org/wiki/File:Yamparáez_muni_locator_map.svg","M192029129","2026-05-15","uploaded"
"Yotala","Chuquisaca","Yotala","output/locator_maps/muni-maps-final/Yotala_muni_locator_map.svg",2837.4,"010102","Q1142025","Yotala","Yotala muni locator map.svg","https://commons.wikimedia.org/wiki/File:Yotala_muni_locator_map.svg","M192029134","2026-05-15","uploaded"
"Villa Zudáñez","Chuquisaca","Villa Zudáñez","output/locator_maps/muni-maps-final/Villa_Zudanez_muni_locator_map.svg",2837.4,"010301","Q1142243","Zudañez","Villa Zudáñez muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Zudáñez_muni_locator_map.svg","M192029144","2026-05-15","uploaded"
"Aiquile","Cochabamba","Aiquile","output/locator_maps/muni-maps-final/Aiquile_muni_locator_map.svg",2837.4,"030201","Q1521142","Aiquile","Aiquile muni locator map.svg","https://commons.wikimedia.org/wiki/File:Aiquile_muni_locator_map.svg","M192029149","2026-05-15","uploaded"
"Alalay","Cochabamba","Alalay","output/locator_maps/muni-maps-final/Alalay_muni_locator_map.svg",2837.4,"031303","Q1521154","Alalay","Alalay muni locator map.svg","https://commons.wikimedia.org/wiki/File:Alalay_muni_locator_map.svg","M192029159","2026-05-15","uploaded"
"Anzaldo","Cochabamba","Anzaldo","output/locator_maps/muni-maps-final/Anzaldo_muni_locator_map.svg",2837.4,"030402","Q1516966","Anzaldo","Anzaldo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Anzaldo_muni_locator_map.svg","M192029172","2026-05-15","uploaded"
"Arani","Cochabamba","Arani","output/locator_maps/muni-maps-final/Arani_muni_locator_map.svg",2837.4,"030501","Q1816566","Arani","Arani muni locator map.svg","https://commons.wikimedia.org/wiki/File:Arani_muni_locator_map.svg","M192029180","2026-05-15","uploaded"
"Arbieto","Cochabamba","Arbieto","output/locator_maps/muni-maps-final/Arbieto_muni_locator_map.svg",2837.4,"030403","Q1516960","Arbieto","Arbieto muni locator map.svg","https://commons.wikimedia.org/wiki/File:Arbieto_muni_locator_map.svg","M192029183","2026-05-15","uploaded"
"Arque","Cochabamba","Arque","output/locator_maps/muni-maps-final/Arque_muni_locator_map.svg",2837.4,"030601","Q1521216","Arque","Arque muni locator map.svg","https://commons.wikimedia.org/wiki/File:Arque_muni_locator_map.svg","M192029212","2026-05-15","uploaded"
"Independencia","Cochabamba","Independencia","output/locator_maps/muni-maps-final/Independencia_muni_locator_map.svg",2837.4,"030301","Q1485787","Ayopaya","Independencia muni locator map.svg","https://commons.wikimedia.org/wiki/File:Independencia_muni_locator_map.svg","M192029222","2026-05-15","uploaded"
"Bolívar","Cochabamba","Bolívar","output/locator_maps/muni-maps-final/Bolivar_muni_locator_map.svg",2837.4,"031501","Q1952875","Bolivar","Bolívar muni locator map.svg","https://commons.wikimedia.org/wiki/File:Bolívar_muni_locator_map.svg","M192029236","2026-05-15","uploaded"
"Capinota","Cochabamba","Capinota","output/locator_maps/muni-maps-final/Capinota_muni_locator_map.svg",2837.4,"030701","Q1730823","Capinota","Capinota muni locator map.svg","https://commons.wikimedia.org/wiki/File:Capinota_muni_locator_map.svg","M192029250","2026-05-15","uploaded"
"Chimoré","Cochabamba","Chimoré","output/locator_maps/muni-maps-final/Chimore_muni_locator_map.svg",2837.4,"031204","Q1521093","Chimoré","Chimoré muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chimoré_muni_locator_map.svg","M192029266","2026-05-15","uploaded"
"Cliza","Cochabamba","Cliza","output/locator_maps/muni-maps-final/Cliza_muni_locator_map.svg",2837.4,"030801","Q1295948","Cliza","Cliza muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cliza_muni_locator_map.svg","M192029282","2026-05-15","uploaded"
"Cocapata","Cochabamba","Cocapata","output/locator_maps/muni-maps-final/Cocapata_muni_locator_map.svg",2837.4,"030303","Q1147245","Cocapata","Cocapata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cocapata_muni_locator_map.svg","M192029291","2026-05-15","uploaded"
"Cochabamba","Cochabamba","Cochabamba","output/locator_maps/muni-maps-final/Cochabamba_muni_locator_map.svg",2837.4,"030101","Q1952931","Cochabamba","Cochabamba muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cochabamba_muni_locator_map.svg","M192029297","2026-05-15","uploaded"
"Colcapirhua","Cochabamba","Colcapirhua","output/locator_maps/muni-maps-final/Colcapirhua_muni_locator_map.svg",2837.4,"030905","Q1521197","Colcapirhua","Colcapirhua muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colcapirhua_muni_locator_map.svg","M192029312","2026-05-15","uploaded"
"Colomi","Cochabamba","Colomi","output/locator_maps/muni-maps-final/Colomi_muni_locator_map.svg",2837.4,"031002","Q1521204","Colomi","Colomi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colomi_muni_locator_map.svg","M192029327","2026-05-15","uploaded"
"Entre Ríos","Cochabamba","Entre Ríos","output/locator_maps/muni-maps-final/Entre_Rios_(Cochabamba)_muni_locator_map.svg",2837.4,"031206","Q636059","Entre Ríos","Entre Ríos (Cochabamba) muni locator map.svg","https://commons.wikimedia.org/wiki/File:Entre_Ríos_(Cochabamba)_muni_locator_map.svg","M192029342","2026-05-15","uploaded"
"Mizque","Cochabamba","Mizque","output/locator_maps/muni-maps-final/Mizque_muni_locator_map.svg",2837.4,"031301","Q1521176","Mizque","Mizque muni locator map.svg","https://commons.wikimedia.org/wiki/File:Mizque_muni_locator_map.svg","M192029355","2026-05-15","uploaded"
"Morochata","Cochabamba","Morochata","output/locator_maps/muni-maps-final/Morochata_muni_locator_map.svg",2837.4,"030302","Q1535941","Morochata","Morochata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Morochata_muni_locator_map.svg","M192029363","2026-05-15","uploaded"
"Omereque","Cochabamba","Omereque","output/locator_maps/muni-maps-final/Omereque_muni_locator_map.svg",2837.4,"030203","Q1521168","Omereque","Omereque muni locator map.svg","https://commons.wikimedia.org/wiki/File:Omereque_muni_locator_map.svg","M192029381","2026-05-15","uploaded"
"Pasorapa","Cochabamba","Pasorapa","output/locator_maps/muni-maps-final/Pasorapa_muni_locator_map.svg",2837.4,"030202","Q1497559","Pasorapa","Pasorapa muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pasorapa_muni_locator_map.svg","M192029394","2026-05-15","uploaded"
"Pocona","Cochabamba","Pocona","output/locator_maps/muni-maps-final/Pocona_muni_locator_map.svg",2837.4,"031203","Q1521138","Pocona","Pocona muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pocona_muni_locator_map.svg","M192029408","2026-05-15","uploaded"
"Pojo","Cochabamba","Pojo","output/locator_maps/muni-maps-final/Pojo_muni_locator_map.svg",2837.4,"031202","Q1516972","Pojo","Pojo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Pojo_muni_locator_map.svg","M192029425","2026-05-15","uploaded"
"Puerto Villarroel","Cochabamba","Puerto Villarroel","output/locator_maps/muni-maps-final/Puerto_Villarroel_muni_locator_map.svg",2837.4,"031205","Q1521128","Puerto Villarroel","Puerto Villarroel muni locator map.svg","https://commons.wikimedia.org/wiki/File:Puerto_Villarroel_muni_locator_map.svg","M192029445","2026-05-15","uploaded"
"Punata","Cochabamba","Punata","output/locator_maps/muni-maps-final/Punata_muni_locator_map.svg",2837.4,"031401","Q1521120","Punata","Punata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Punata_muni_locator_map.svg","M192029473","2026-05-15","uploaded"
"Quillacollo","Cochabamba","Quillacollo","output/locator_maps/muni-maps-final/Quillacollo_muni_locator_map.svg",2837.4,"030901","Q1553258","Quillacollo","Quillacollo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Quillacollo_muni_locator_map.svg","M192029499","2026-05-15","uploaded"
"Sacaba","Cochabamba","Sacaba","output/locator_maps/muni-maps-final/Sacaba_muni_locator_map.svg",2837.4,"031001","Q1521148","Sacaba","Sacaba muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sacaba_muni_locator_map.svg","M192029520","2026-05-15","uploaded"
"Sacabamba","Cochabamba","Sacabamba","output/locator_maps/muni-maps-final/Sacabamba_muni_locator_map.svg",2837.4,"030404","Q547615","Sacabamba","Sacabamba muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sacabamba_muni_locator_map.svg","M192029540","2026-05-15","uploaded"
"San Benito","Cochabamba","San Benito","output/locator_maps/muni-maps-final/San_Benito_muni_locator_map.svg",2837.4,"031403","Q1521209","San Benito","San Benito muni locator map.svg","https://commons.wikimedia.org/wiki/File:San_Benito_muni_locator_map.svg","M192029559","2026-05-15","uploaded"
"Santiváñez","Cochabamba","Santiváñez","output/locator_maps/muni-maps-final/Santivanez_muni_locator_map.svg",2837.4,"030702","Q939128","Santivañez","Santiváñez muni locator map.svg","https://commons.wikimedia.org/wiki/File:Santiváñez_muni_locator_map.svg","M192029582","2026-05-15","uploaded"
"Shinahota","Cochabamba","Shinahota","output/locator_maps/muni-maps-final/Shinahota_muni_locator_map.svg",2837.4,"031602","Q1585069","Shinahota","Shinahota muni locator map.svg","https://commons.wikimedia.org/wiki/File:Shinahota_muni_locator_map.svg","M192029598","2026-05-15","uploaded"
"Sicaya","Cochabamba","Sicaya","output/locator_maps/muni-maps-final/Sicaya_muni_locator_map.svg",2837.4,"030703","Q1521111","Sicaya","Sicaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sicaya_muni_locator_map.svg","M192029614","2026-05-15","uploaded"
"Sipe Sipe","Cochabamba","Sipe Sipe","output/locator_maps/muni-maps-final/Sipe_Sipe_muni_locator_map.svg",2837.4,"030902","Q1521101","Sipesipe","Sipe Sipe muni locator map.svg","https://commons.wikimedia.org/wiki/File:Sipe_Sipe_muni_locator_map.svg","M192029636","2026-05-15","uploaded"
"Tacachi","Cochabamba","Tacachi","output/locator_maps/muni-maps-final/Tacachi_muni_locator_map.svg",2837.4,"031404","Q1521188","Tacachi","Tacachi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tacachi_muni_locator_map.svg","M192029648","2026-05-15","uploaded"
"Tacopaya","Cochabamba","Tacopaya","output/locator_maps/muni-maps-final/Tacopaya_muni_locator_map.svg",2837.4,"030602","Q200994","Tacopaya","Tacopaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tacopaya_muni_locator_map.svg","M192029674","2026-05-15","uploaded"
"Tapacarí","Cochabamba","Tapacarí","output/locator_maps/muni-maps-final/Tapacari_muni_locator_map.svg",2837.4,"031101","Q1953206","Tapacarí","Tapacarí muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tapacarí_muni_locator_map.svg","M192029699","2026-05-15","uploaded"
"Tarata","Cochabamba","Tarata","output/locator_maps/muni-maps-final/Tarata_muni_locator_map.svg",2837.4,"030401","Q659801","Tarata","Tarata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tarata_muni_locator_map.svg","M192029717","2026-05-15","uploaded"
"Tiquipaya","Cochabamba","Tiquipaya","output/locator_maps/muni-maps-final/Tiquipaya_muni_locator_map.svg",2837.4,"030903","Q303590","Tiquipaya","Tiquipaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tiquipaya_muni_locator_map.svg","M192029732","2026-05-15","uploaded"
"Tiraque","Cochabamba","Tiraque","output/locator_maps/muni-maps-final/Tiraque_muni_locator_map.svg",2837.4,"031601","Q1516831","Tiraque","Tiraque muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tiraque_muni_locator_map.svg","M192029748","2026-05-15","uploaded"
"Toco","Cochabamba","Toco","output/locator_maps/muni-maps-final/Toco_muni_locator_map.svg",2837.4,"030802","Q1272109","Toco","Toco muni locator map.svg","https://commons.wikimedia.org/wiki/File:Toco_muni_locator_map.svg","M192029772","2026-05-15","uploaded"
"Tolata","Cochabamba","Tolata","output/locator_maps/muni-maps-final/Tolata_muni_locator_map.svg",2837.4,"030803","Q1816574","Tolata","Tolata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Tolata_muni_locator_map.svg","M192029785","2026-05-15","uploaded"
"Totora","Cochabamba","Totora","output/locator_maps/muni-maps-final/Totora_(Cochabamba)_muni_locator_map.svg",2837.4,"031201","Q508944","Totora","Totora (Cochabamba) muni locator map.svg","https://commons.wikimedia.org/wiki/File:Totora_(Cochabamba)_muni_locator_map.svg","M192029795","2026-05-15","uploaded"
"Vacas","Cochabamba","Vacas","output/locator_maps/muni-maps-final/Vacas_muni_locator_map.svg",2837.4,"030502","Q1817895","Vacas","Vacas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Vacas_muni_locator_map.svg","M192029807","2026-05-15","uploaded"
"Vila Vila","Cochabamba","Vila Vila","output/locator_maps/muni-maps-final/Vila_Vila_muni_locator_map.svg",2837.4,"031302","Q1814595","Vila Vila","Vila Vila muni locator map.svg","https://commons.wikimedia.org/wiki/File:Vila_Vila_muni_locator_map.svg","M192029821","2026-05-15","uploaded"
"Cuchumuela","Cochabamba","Cuchumuela","output/locator_maps/muni-maps-final/Cuchumuela_muni_locator_map.svg",2837.4,"031405","Q1521224","Villa Gualberto Villarroel","Cuchumuela muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cuchumuela_muni_locator_map.svg","M192029834","2026-05-15","uploaded"
"Villa Rivero","Cochabamba","Villa Rivero","output/locator_maps/muni-maps-final/Villa_Rivero_muni_locator_map.svg",2837.4,"031402","Q1521162","Villa Rivero","Villa Rivero muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Rivero_muni_locator_map.svg","M192029850","2026-05-15","uploaded"
"Villa Tunari","Cochabamba","Villa Tunari","output/locator_maps/muni-maps-final/Villa_Tunari_muni_locator_map.svg",2837.4,"031003","Q1232232","Villa Tunari","Villa Tunari muni locator map.svg","https://commons.wikimedia.org/wiki/File:Villa_Tunari_muni_locator_map.svg","M192029865","2026-05-15","uploaded"
"Vinto","Cochabamba","Vinto","output/locator_maps/muni-maps-final/Vinto_muni_locator_map.svg",2837.4,"030904","Q1521087","Vinto","Vinto muni locator map.svg","https://commons.wikimedia.org/wiki/File:Vinto_muni_locator_map.svg","M192029881","2026-05-15","uploaded"
"Achacachi","La Paz","Achacachi","output/locator_maps/muni-maps-final/Achacachi_muni_locator_map.svg",2837.4,"020201","Q1819965","Achacachi","Achacachi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Achacachi_muni_locator_map.svg",NA,NA,"already_exists"
"Achocalla","La Paz","Achocalla","output/locator_maps/muni-maps-final/Achocalla_muni_locator_map.svg",2837.4,"020104","Q1552057","Achocalla","Achocalla muni locator map.svg","https://commons.wikimedia.org/wiki/File:Achocalla_muni_locator_map.svg","M192029900","2026-05-15","uploaded"
"Alto Beni","La Paz","Alto Beni","output/locator_maps/muni-maps-final/Alto_Beni_muni_locator_map.svg",2837.4,"022002","Q1952850","Alto Beni","Alto Beni muni locator map.svg","https://commons.wikimedia.org/wiki/File:Alto_Beni_muni_locator_map.svg","M192029909","2026-05-15","uploaded"
"Apolo","La Paz","Apolo","output/locator_maps/muni-maps-final/Apolo_muni_locator_map.svg",2837.4,"020701","Q1544572","Apolo","Apolo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Apolo_muni_locator_map.svg","M192029932","2026-05-15","uploaded"
"Aucapata","La Paz","Aucapata","output/locator_maps/muni-maps-final/Aucapata_muni_locator_map.svg",2837.4,"020503","Q287053","Aucapata","Aucapata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Aucapata_muni_locator_map.svg","M192029951","2026-05-15","uploaded"
"Ayata","La Paz","Ayata","output/locator_maps/muni-maps-final/Ayata_muni_locator_map.svg",2837.4,"020502","Q1544657","Ayata","Ayata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ayata_muni_locator_map.svg","M192029978","2026-05-15","uploaded"
"Ayo Ayo","La Paz","Ayo Ayo","output/locator_maps/muni-maps-final/Ayo_Ayo_muni_locator_map.svg",2837.4,"021303","Q490965","Ayo Ayo","Ayo Ayo muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ayo_Ayo_muni_locator_map.svg","M192029993","2026-05-15","uploaded"
"Batallas","La Paz","Batallas","output/locator_maps/muni-maps-final/Batallas_muni_locator_map.svg",2837.4,"021203","Q631626","Batallas","Batallas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Batallas_muni_locator_map.svg","M192030012","2026-05-15","uploaded"
"Cairoma","La Paz","Cairoma","output/locator_maps/muni-maps-final/Cairoma_muni_locator_map.svg",2837.4,"020905","Q1552096","Cairoma","Cairoma muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cairoma_muni_locator_map.svg","M192030027","2026-05-15","uploaded"
"Cajuata","La Paz","Cajuata","output/locator_maps/muni-maps-final/Cajuata_muni_locator_map.svg",2837.4,"021003","Q1544600","Cajuata","Cajuata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Cajuata_muni_locator_map.svg","M192030041","2026-05-15","uploaded"
"Calacoto","La Paz","Calacoto","output/locator_maps/muni-maps-final/Calacoto_muni_locator_map.svg",2837.4,"020303","Q1409686","Calacoto","Calacoto muni locator map.svg","https://commons.wikimedia.org/wiki/File:Calacoto_muni_locator_map.svg","M192030057","2026-05-15","uploaded"
"Calamarca","La Paz","Calamarca","output/locator_maps/muni-maps-final/Calamarca_muni_locator_map.svg",2837.4,"021304","Q490962","Calamarca","Calamarca muni locator map.svg","https://commons.wikimedia.org/wiki/File:Calamarca_muni_locator_map.svg","M192030075","2026-05-15","uploaded"
"Caquiaviri","La Paz","Caquiaviri","output/locator_maps/muni-maps-final/Caquiaviri_muni_locator_map.svg",2837.4,"020302","Q917595","Caquiaviri","Caquiaviri muni locator map.svg","https://commons.wikimedia.org/wiki/File:Caquiaviri_muni_locator_map.svg","M192030100","2026-05-15","uploaded"
"Caranavi","La Paz","Caranavi","output/locator_maps/muni-maps-final/Caranavi_muni_locator_map.svg",2837.4,"022001","Q916357","Caranavi","Caranavi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Caranavi_muni_locator_map.svg","M192030119","2026-05-15","uploaded"
"Catacora","La Paz","Catacora","output/locator_maps/muni-maps-final/Catacora_muni_locator_map.svg",2837.4,"021902","Q1501710","Catacora","Catacora muni locator map.svg","https://commons.wikimedia.org/wiki/File:Catacora_muni_locator_map.svg","M192030149","2026-05-15","uploaded"
"Chacarilla","La Paz","Chacarilla","output/locator_maps/muni-maps-final/Chacarilla_muni_locator_map.svg",2837.4,"021803","Q743427","Chacarilla","Chacarilla muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chacarilla_muni_locator_map.svg","M192030214","2026-05-15","uploaded"
"Charazani","La Paz","Charazani","output/locator_maps/muni-maps-final/Charazani_muni_locator_map.svg",2837.4,"021601","Q1544495","Charazani","Charazani muni locator map.svg","https://commons.wikimedia.org/wiki/File:Charazani_muni_locator_map.svg","M192030247","2026-05-15","uploaded"
"Charaña","La Paz","Charaña","output/locator_maps/muni-maps-final/Charana_muni_locator_map.svg",2837.4,"020305","Q428293","Charaña","Charaña muni locator map.svg","https://commons.wikimedia.org/wiki/File:Charaña_muni_locator_map.svg","M192030267","2026-05-15","uploaded"
"Chua Cocani","La Paz","Chua Cocani","output/locator_maps/muni-maps-final/Chua_Cocani_muni_locator_map.svg",2837.4,"020203","Q1952923","Chua Cocani","Chua Cocani muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chua_Cocani_muni_locator_map.svg","M192030290","2026-05-15","uploaded"
"Chulumani","La Paz","Chulumani","output/locator_maps/muni-maps-final/Chulumani_muni_locator_map.svg",2837.4,"021101","Q1552034","Chulumani","Chulumani muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chulumani_muni_locator_map.svg","M192030308","2026-05-15","uploaded"
"Chuma","La Paz","Chuma","output/locator_maps/muni-maps-final/Chuma_muni_locator_map.svg",2837.4,"020501","Q1552008","Chuma","Chuma muni locator map.svg","https://commons.wikimedia.org/wiki/File:Chuma_muni_locator_map.svg","M192030322","2026-05-15","uploaded"
"Collana","La Paz","Collana","output/locator_maps/muni-maps-final/Collana_muni_locator_map.svg",2837.4,"021307","Q490945","Collana","Collana muni locator map.svg","https://commons.wikimedia.org/wiki/File:Collana_muni_locator_map.svg","M192030339","2026-05-15","uploaded"
"Colquencha","La Paz","Colquencha","output/locator_maps/muni-maps-final/Colquencha_muni_locator_map.svg",2837.4,"021306","Q490983","Colquencha","Colquencha muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colquencha_muni_locator_map.svg","M192030356","2026-05-15","uploaded"
"Colquiri","La Paz","Colquiri","output/locator_maps/muni-maps-final/Colquiri_muni_locator_map.svg",2837.4,"021004","Q1544551","Colquiri","Colquiri muni locator map.svg","https://commons.wikimedia.org/wiki/File:Colquiri_muni_locator_map.svg","M192030378","2026-05-15","uploaded"
"Comanche","La Paz","Comanche","output/locator_maps/muni-maps-final/Comanche_muni_locator_map.svg",2837.4,"020304","Q534012","Comanche","Comanche muni locator map.svg","https://commons.wikimedia.org/wiki/File:Comanche_muni_locator_map.svg","M192030394","2026-05-15","uploaded"
"Combaya","La Paz","Combaya","output/locator_maps/muni-maps-final/Combaya_muni_locator_map.svg",2837.4,"020605","Q1585114","Combaya","Combaya muni locator map.svg","https://commons.wikimedia.org/wiki/File:Combaya_muni_locator_map.svg","M192030420","2026-05-15","uploaded"
"Copacabana","La Paz","Copacabana","output/locator_maps/muni-maps-final/Copacabana_muni_locator_map.svg",2837.4,"021701","Q520394","Copacabana","Copacabana muni locator map.svg","https://commons.wikimedia.org/wiki/File:Copacabana_muni_locator_map.svg","M192030443","2026-05-15","uploaded"
"Coripata","La Paz","Coripata","output/locator_maps/muni-maps-final/Coripata_muni_locator_map.svg",2837.4,"021402","Q1303284","Coripata","Coripata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Coripata_muni_locator_map.svg","M192030458","2026-05-15","uploaded"
"Coro Coro","La Paz","Coro Coro","output/locator_maps/muni-maps-final/Coro_Coro_muni_locator_map.svg",2837.4,"020301","Q1814929","Corocoro","Coro Coro muni locator map.svg","https://commons.wikimedia.org/wiki/File:Coro_Coro_muni_locator_map.svg","M192030475","2026-05-15","uploaded"
"Coroico","La Paz","Coroico","output/locator_maps/muni-maps-final/Coroico_muni_locator_map.svg",2837.4,"021401","Q1552069","Coroico","Coroico muni locator map.svg","https://commons.wikimedia.org/wiki/File:Coroico_muni_locator_map.svg","M192030498","2026-05-15","uploaded"
"Curva","La Paz","Curva","output/locator_maps/muni-maps-final/Curva_muni_locator_map.svg",2837.4,"021602","Q1544505","Curva","Curva muni locator map.svg","https://commons.wikimedia.org/wiki/File:Curva_muni_locator_map.svg","M192030511","2026-05-15","uploaded"
"Desaguadero","La Paz","Desaguadero","output/locator_maps/muni-maps-final/Desaguadero_muni_locator_map.svg",2837.4,"020804","Q1952961","Desaguadero","Desaguadero muni locator map.svg","https://commons.wikimedia.org/wiki/File:Desaguadero_muni_locator_map.svg","M192030524","2026-05-15","uploaded"
"El Alto","La Paz","El Alto","output/locator_maps/muni-maps-final/El_Alto_muni_locator_map.svg",2837.4,"020105","Q955745","El Alto","El Alto muni locator map.svg","https://commons.wikimedia.org/wiki/File:El_Alto_muni_locator_map.svg","M192030542","2026-05-15","uploaded"
"Escoma","La Paz","Escoma","output/locator_maps/muni-maps-final/Escoma_muni_locator_map.svg",2837.4,"020405","Q1952964","Escoma","Escoma muni locator map.svg","https://commons.wikimedia.org/wiki/File:Escoma_muni_locator_map.svg","M192030558","2026-05-15","uploaded"
"Guanay","La Paz","Guanay","output/locator_maps/muni-maps-final/Guanay_muni_locator_map.svg",2837.4,"020602","Q1551023","Guanay","Guanay muni locator map.svg","https://commons.wikimedia.org/wiki/File:Guanay_muni_locator_map.svg","M192030574","2026-05-15","uploaded"
"Huarina","La Paz","Huarina","output/locator_maps/muni-maps-final/Huarina_muni_locator_map.svg",2837.4,"020204","Q1952982","Huarina","Huarina muni locator map.svg","https://commons.wikimedia.org/wiki/File:Huarina_muni_locator_map.svg","M192030589","2026-05-15","uploaded"
"Huatajata","La Paz","Huatajata","output/locator_maps/muni-maps-final/Huatajata_muni_locator_map.svg",2837.4,"020206","Q1952976","Huatajata","Huatajata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Huatajata_muni_locator_map.svg","M192030600","2026-05-15","uploaded"
"Humanata","La Paz","Humanata","output/locator_maps/muni-maps-final/Humanata_muni_locator_map.svg",2837.4,"020404","Q1952986","Humanata","Humanata muni locator map.svg","https://commons.wikimedia.org/wiki/File:Humanata_muni_locator_map.svg","M192030616","2026-05-15","uploaded"
"Ichoca","La Paz","Ichoca","output/locator_maps/muni-maps-final/Ichoca_muni_locator_map.svg",2837.4,"021005","Q1544514","Ichoca","Ichoca muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ichoca_muni_locator_map.svg","M192030625","2026-05-15","uploaded"
"Inquisivi","La Paz","Inquisivi","output/locator_maps/muni-maps-final/Inquisivi_muni_locator_map.svg",2837.4,"021001","Q1819415","Inquisivi","Inquisivi muni locator map.svg","https://commons.wikimedia.org/wiki/File:Inquisivi_muni_locator_map.svg","M192030636","2026-05-15","uploaded"
"Irupana","La Paz","Irupana","output/locator_maps/muni-maps-final/Irupana_muni_locator_map.svg",2837.4,"021102","Q1552014","Irupana","Irupana muni locator map.svg","https://commons.wikimedia.org/wiki/File:Irupana_muni_locator_map.svg","M192030649","2026-05-15","uploaded"
"Ixiamas","La Paz","Ixiamas","output/locator_maps/muni-maps-final/Ixiamas_muni_locator_map.svg",2837.4,"021501","Q1544558","Ixiamas","Ixiamas muni locator map.svg","https://commons.wikimedia.org/wiki/File:Ixiamas_muni_locator_map.svg","M192030667","2026-05-15","uploaded"
