"municipality","department","muni_anexo","file","size_kb"
"Atocha","Potosí","Atocha","output/locator_maps/muni-maps-final/Atocha_muni_locator_map.svg",2837.4
"Betanzos","Potosí","Betanzos","output/locator_maps/muni-maps-final/Betanzos_muni_locator_map.svg",2837.4
"Caiza ""D""","Potosí","Caiza D","output/locator_maps/muni-maps-final/Caiza_D_muni_locator_map.svg",2837.4
"Caripuyo","Potosí","Caripuyo","output/locator_maps/muni-maps-final/Caripuyo_muni_locator_map.svg",2837.4
"Chaquí","Potosí","Chaquí","output/locator_maps/muni-maps-final/Chaqui_muni_locator_map.svg",2837.4
"Chayanta","Potosí","Chayanta","output/locator_maps/muni-maps-final/Chayanta_muni_locator_map.svg",2837.4
"Chuquihuta Ayllu Jucumani","Potosí","Chuquihuta","output/locator_maps/muni-maps-final/Chuquihuta_muni_locator_map.svg",2837.4
"Ckochas","Potosí","Ckochas","output/locator_maps/muni-maps-final/Ckochas_muni_locator_map.svg",2837.4
"Colcha ""K""","Potosí","Colcha K","output/locator_maps/muni-maps-final/Colcha_K_muni_locator_map.svg",2837.4
"Colquechaca","Potosí","Colquechaca","output/locator_maps/muni-maps-final/Colquechaca_muni_locator_map.svg",2837.4
"Cotagaita","Potosí","Cotagaita","output/locator_maps/muni-maps-final/Cotagaita_muni_locator_map.svg",2837.4
"Llallagua","Potosí","Llallagua","output/locator_maps/muni-maps-final/Llallagua_muni_locator_map.svg",2837.4
"Llica","Potosí","Llica","output/locator_maps/muni-maps-final/Llica_muni_locator_map.svg",2837.4
"Mojinete","Potosí","Mojinete","output/locator_maps/muni-maps-final/Mojinete_muni_locator_map.svg",2837.4
"Ocurí","Potosí","Ocurí","output/locator_maps/muni-maps-final/Ocuri_muni_locator_map.svg",2837.4
"Pocoata","Potosí","Pocoata","output/locator_maps/muni-maps-final/Pocoata_muni_locator_map.svg",2837.4
"Porco","Potosí","Porco","output/locator_maps/muni-maps-final/Porco_muni_locator_map.svg",2837.4
"Potosí","Potosí","Potosí","output/locator_maps/muni-maps-final/Potosi_muni_locator_map.svg",2837.4
"Puna","Potosí","Puna","output/locator_maps/muni-maps-final/Puna_muni_locator_map.svg",2837.4
"Ravelo","Potosí","Ravelo","output/locator_maps/muni-maps-final/Ravelo_muni_locator_map.svg",2837.4
"Sacaca","Potosí","Sacaca","output/locator_maps/muni-maps-final/Sacaca_muni_locator_map.svg",2837.4
"San Agustín","Potosí","San Agustín","output/locator_maps/muni-maps-final/San_Agustin_muni_locator_map.svg",2837.4
"San Antonio de Esmoruco","Potosí","San Antonio de Esmoruco","output/locator_maps/muni-maps-final/San_Antonio_de_Esmoruco_muni_locator_map.svg",2837.4
"San Pablo","Potosí","San Pablo de Lípez","output/locator_maps/muni-maps-final/San_Pablo_de_Lipez_muni_locator_map.svg",2837.4
"San Pedro","Potosí","San Pedro de Buena Vista","output/locator_maps/muni-maps-final/San_Pedro_de_Buena_Vista_muni_locator_map.svg",2837.4
"San Pedro de Quemes","Potosí","San Pedro de Quemes","output/locator_maps/muni-maps-final/San_Pedro_de_Quemes_muni_locator_map.svg",2837.4
"Tacobamba","Potosí","Tacobamba","output/locator_maps/muni-maps-final/Tacobamba_muni_locator_map.svg",2837.4
"Tahua","Potosí","Tahua","output/locator_maps/muni-maps-final/Tahua_muni_locator_map.svg",2837.4
"Tinguipaya","Potosí","Tinguipaya","output/locator_maps/muni-maps-final/Tinguipaya_muni_locator_map.svg",2837.4
"Tomave","Potosí","Tomave","output/locator_maps/muni-maps-final/Tomave_muni_locator_map.svg",2837.4
"Toro Toro","Potosí","Toro Toro","output/locator_maps/muni-maps-final/Toro_Toro_muni_locator_map.svg",2837.4
"Tupiza","Potosí","Tupiza","output/locator_maps/muni-maps-final/Tupiza_muni_locator_map.svg",2837.4
"Uncía","Potosí","Uncía","output/locator_maps/muni-maps-final/Uncia_muni_locator_map.svg",2837.4
"Urmiri","Potosí","Urmiri","output/locator_maps/muni-maps-final/Urmiri_muni_locator_map.svg",2837.4
"Uyuni","Potosí","Uyuni","output/locator_maps/muni-maps-final/Uyuni_muni_locator_map.svg",2837.4
"Villazón","Potosí","Villazón","output/locator_maps/muni-maps-final/Villazon_muni_locator_map.svg",2837.4
"Vitiche","Potosí","Vitichi","output/locator_maps/muni-maps-final/Vitichi_muni_locator_map.svg",2837.4
"Yocalla","Potosí","Yocalla","output/locator_maps/muni-maps-final/Yocalla_muni_locator_map.svg",2837.4
"Ascención de Guarayos","Santa Cruz","Ascensión de Guarayos","output/locator_maps/muni-maps-final/Ascension_de_Guarayos_muni_locator_map.svg",2837.4
"Boyuibe","Santa Cruz","Boyuibe","output/locator_maps/muni-maps-final/Boyuibe_muni_locator_map.svg",2837.4
"Buena Vista","Santa Cruz","Buena Vista","output/locator_maps/muni-maps-final/Buena_Vista_muni_locator_map.svg",2837.4
"Cabezas","Santa Cruz","Cabezas","output/locator_maps/muni-maps-final/Cabezas_muni_locator_map.svg",2837.4
"Camiri","Santa Cruz","Camiri","output/locator_maps/muni-maps-final/Camiri_muni_locator_map.svg",2837.4
"Charagua","Santa Cruz","Charagua","output/locator_maps/muni-maps-final/Charagua_muni_locator_map.svg",2837.4
"Colpa Bélgica","Santa Cruz","Colpa Bélgica","output/locator_maps/muni-maps-final/Colpa_Belgica_muni_locator_map.svg",2837.4
"Comarapa","Santa Cruz","Comarapa","output/locator_maps/muni-maps-final/Comarapa_muni_locator_map.svg",2837.4
"Concepción","Santa Cruz","Concepción","output/locator_maps/muni-maps-final/Concepcion_muni_locator_map.svg",2837.4
"Cotoca","Santa Cruz","Cotoca","output/locator_maps/muni-maps-final/Cotoca_muni_locator_map.svg",2837.4
"Cuatro Cañadas","Santa Cruz","Cuatro Cañadas","output/locator_maps/muni-maps-final/Cuatro_Canadas_muni_locator_map.svg",2837.4
"Cuevo","Santa Cruz","Cuevo","output/locator_maps/muni-maps-final/Cuevo_muni_locator_map.svg",2837.4
"El Carmen Rivero Tórrez","Santa Cruz","El Carmen Rivero Tórrez","output/locator_maps/muni-maps-final/El_Carmen_Rivero_Torrez_muni_locator_map.svg",2837.4
"El Puente","Santa Cruz","El Puente","output/locator_maps/muni-maps-final/El_Puente_(Santa_Cruz)_muni_locator_map.svg",2837.4
"El Torno","Santa Cruz","El Torno","output/locator_maps/muni-maps-final/El_Torno_muni_locator_map.svg",2837.4
"Fernández Alonso","Santa Cruz","Fernández Alonso","output/locator_maps/muni-maps-final/Fernandez_Alonso_muni_locator_map.svg",2837.4
"General Saavedra","Santa Cruz","General Saavedra","output/locator_maps/muni-maps-final/General_Saavedra_muni_locator_map.svg",2837.4
"Gutiérrez","Santa Cruz","Gutiérrez","output/locator_maps/muni-maps-final/Gutierrez_muni_locator_map.svg",2837.4
"La Guardia","Santa Cruz","La Guardia","output/locator_maps/muni-maps-final/La_Guardia_muni_locator_map.svg",2837.4
"Lagunillas","Santa Cruz","Lagunillas","output/locator_maps/muni-maps-final/Lagunillas_muni_locator_map.svg",2837.4
"Mairana","Santa Cruz","Mairana","output/locator_maps/muni-maps-final/Mairana_muni_locator_map.svg",2837.4
"Mineros","Santa Cruz","Mineros","output/locator_maps/muni-maps-final/Mineros_muni_locator_map.svg",2837.4
"Montero","Santa Cruz","Montero","output/locator_maps/muni-maps-final/Montero_muni_locator_map.svg",2837.4
"Moromoro","Santa Cruz","Moro Moro","output/locator_maps/muni-maps-final/Moro_Moro_muni_locator_map.svg",2837.4
"Okinawa Uno","Santa Cruz","Okinawa Uno","output/locator_maps/muni-maps-final/Okinawa_Uno_muni_locator_map.svg",2837.4
"Pailón","Santa Cruz","Pailón","output/locator_maps/muni-maps-final/Pailon_muni_locator_map.svg",2837.4
"Pampa Grande","Santa Cruz","Pampagrande","output/locator_maps/muni-maps-final/Pampagrande_muni_locator_map.svg",2837.4
"Porongo","Santa Cruz","Porongo","output/locator_maps/muni-maps-final/Porongo_muni_locator_map.svg",2837.4
"Portachuelo","Santa Cruz","Portachuelo","output/locator_maps/muni-maps-final/Portachuelo_muni_locator_map.svg",2837.4
"Postrervalle","Santa Cruz","Postrervalle","output/locator_maps/muni-maps-final/Postrervalle_muni_locator_map.svg",2837.4
"Pucará","Santa Cruz","Pucará","output/locator_maps/muni-maps-final/Pucara_muni_locator_map.svg",2837.4
"Puerto Quijarro","Santa Cruz","Puerto Quijarro","output/locator_maps/muni-maps-final/Puerto_Quijarro_muni_locator_map.svg",2837.4
"Puerto Suarez","Santa Cruz","Puerto Suárez","output/locator_maps/muni-maps-final/Puerto_Suarez_muni_locator_map.svg",2837.4
"Quirusillas","Santa Cruz","Quirusillas","output/locator_maps/muni-maps-final/Quirusillas_muni_locator_map.svg",2837.4
"Roboré","Santa Cruz","Roboré","output/locator_maps/muni-maps-final/Robore_muni_locator_map.svg",2837.4
"Saipina","Santa Cruz","Saipina","output/locator_maps/muni-maps-final/Saipina_muni_locator_map.svg",2837.4
"Samaipata","Santa Cruz","Samaipata","output/locator_maps/muni-maps-final/Samaipata_muni_locator_map.svg",2837.4
"San Antonio de Lomerio","Santa Cruz","San Antonio de Lomerío","output/locator_maps/muni-maps-final/San_Antonio_de_Lomerio_muni_locator_map.svg",2837.4
"San Carlos","Santa Cruz","San Carlos","output/locator_maps/muni-maps-final/San_Carlos_muni_locator_map.svg",2837.4
"San Ignacio","Santa Cruz","San Ignacio de Velasco","output/locator_maps/muni-maps-final/San_Ignacio_de_Velasco_muni_locator_map.svg",2837.4
"San Javier","Santa Cruz","San Javier","output/locator_maps/muni-maps-final/San_Javier_(Santa_Cruz)_muni_locator_map.svg",2837.4
"San José","Santa Cruz","San José de Chiquitos","output/locator_maps/muni-maps-final/San_Jose_de_Chiquitos_muni_locator_map.svg",2837.4
"San Juan","Santa Cruz","San Juan de Yapacaní","output/locator_maps/muni-maps-final/San_Juan_de_Yapacani_muni_locator_map.svg",2837.4
"San Julián","Santa Cruz","San Julián","output/locator_maps/muni-maps-final/San_Julian_muni_locator_map.svg",2837.4
"San Matías","Santa Cruz","San Matías","output/locator_maps/muni-maps-final/San_Matias_muni_locator_map.svg",2837.4
"San Miguel","Santa Cruz","San Miguel de Velasco","output/locator_maps/muni-maps-final/San_Miguel_de_Velasco_muni_locator_map.svg",2837.4
"San Pedro","Santa Cruz","San Pedro","output/locator_maps/muni-maps-final/San_Pedro_(Santa_Cruz)_muni_locator_map.svg",2837.4
"San Rafael","Santa Cruz","San Rafael de Velasco","output/locator_maps/muni-maps-final/San_Rafael_de_Velasco_muni_locator_map.svg",2837.4
"San Ramón","Santa Cruz","San Ramón","output/locator_maps/muni-maps-final/San_Ramon_(Santa_Cruz)_muni_locator_map.svg",2837.4
"Santa Cruz de la Sierra","Santa Cruz","Santa Cruz de la Sierra","output/locator_maps/muni-maps-final/Santa_Cruz_de_la_Sierra_muni_locator_map.svg",2837.4
"Santa Rosa","Santa Cruz","Santa Rosa del Sara","output/locator_maps/muni-maps-final/Santa_Rosa_del_Sara_muni_locator_map.svg",2837.4
"Trigal","Santa Cruz","El Trigal","output/locator_maps/muni-maps-final/El_Trigal_muni_locator_map.svg",2837.4
"Urubicha","Santa Cruz","Urubichá","output/locator_maps/muni-maps-final/Urubicha_muni_locator_map.svg",2837.4
"Vallegrande","Santa Cruz","Vallegrande","output/locator_maps/muni-maps-final/Vallegrande_muni_locator_map.svg",2837.4
"Warnes","Santa Cruz","Warnes","output/locator_maps/muni-maps-final/Warnes_muni_locator_map.svg",2837.4
"Yapacaní","Santa Cruz","Villa Yapacaní","output/locator_maps/muni-maps-final/Villa_Yapacani_muni_locator_map.svg",2837.4
"Bermejo","Tarija","Bermejo","output/locator_maps/muni-maps-final/Bermejo_muni_locator_map.svg",2837.4
"Caraparí","Tarija","Caraparí","output/locator_maps/muni-maps-final/Carapari_muni_locator_map.svg",2837.4
"El Puente","Tarija","El Puente","output/locator_maps/muni-maps-final/El_Puente_(Tarija)_muni_locator_map.svg",2837.4
"Entre Ríos","Tarija","Entre Ríos","output/locator_maps/muni-maps-final/Entre_Rios_(Tarija)_muni_locator_map.svg",2837.4
"Padcaya","Tarija","Padcaya","output/locator_maps/muni-maps-final/Padcaya_muni_locator_map.svg",2837.4
"San Lorenzo","Tarija","San Lorenzo","output/locator_maps/muni-maps-final/San_Lorenzo_(Tarija)_muni_locator_map.svg",2837.4
"Tarija","Tarija","Tarija","output/locator_maps/muni-maps-final/Tarija_muni_locator_map.svg",2837.4
"Uriondo","Tarija","Uriondo","output/locator_maps/muni-maps-final/Uriondo_muni_locator_map.svg",2837.4
"Villa Montes","Tarija","Villa Montes","output/locator_maps/muni-maps-final/Villa_Montes_muni_locator_map.svg",2837.4
"Yacuiba","Tarija","Yacuiba","output/locator_maps/muni-maps-final/Yacuiba_muni_locator_map.svg",2837.4
"Yunchará","Tarija","Yunchará","output/locator_maps/muni-maps-final/Yunchara_muni_locator_map.svg",2837.4
