NOMBRE|CARGO|OPCION O SIGLA|CODIGO GEOGRAFIA|CANDIDATO O GANADORBONNY ALBERTO TITO CARI|ALCALDE (SA)|undefined|undefined|ELECTO
HERNAN IVAN ARIAS DURAN|ALCALDE (SA)|undefined|undefined|ELECTO
RUBEN LAURA HUANCA|ALCALDE (SA)|undefined|undefined|ELECTO
JUSTINO MODESTO MAMANI QUISPE|ALCALDE (SA)|undefined|undefined|ELECTO
CESAR ROGELIO FLORES MAMANI|ALCALDE (SA)|undefined|undefined|ELECTO
MONICA EVA COPA MURGA|ALCALDE (SA)|undefined|undefined|ELECTO
ADOLFO SALINAS HUANCA|ALCALDE (SA)|undefined|undefined|ELECTO
NEIL   GALVEZ   ZURITA|ALCALDE (SA)|undefined|undefined|ELECTO
JAVIER ABRAHAM LAZCANO QUIROGA|ALCALDE (SA)|undefined|undefined|ELECTO
JOHNNY MARCEL TORRES TERZO|ALCALDE (SA)|undefined|undefined|ELECTO
TEODORO SURUGUAY QUIROGA|ALCALDE (SA)|undefined|undefined|ELECTO
SANDRA MUÑOZ GUTIERREZ|ALCALDE (SA)|undefined|undefined|ELECTO
JHONNY LLALLY HUATA|ALCALDE (SA)|undefined|undefined|ELECTO
NEPTALY MENDOZA DURAN|ALCALDE (SA)|undefined|undefined|ELECTO
YORDY ENRRIQUE  LEVERENZ   LOPEZ|ALCALDE (SA)|undefined|undefined|ELECTO
FRANKLIN  AGUIRRE  TELLEZ|ALCALDE (SA)|undefined|undefined|ELECTO
EDMUNDO  ROCA  SALAS|ALCALDE (SA)|undefined|undefined|ELECTO
SAMUEL HEREDIA  CHIPUNAVI|ALCALDE (SA)|undefined|undefined|ELECTO
LORENZO GALARZA BENAVIDES|ALCALDE (SA)|undefined|undefined|ELECTO
SANTOS SIMON VICENTE CORMA|ALCALDE (SA)|undefined|undefined|ELECTO
ALFREDO FUENTES MARISCAL|ALCALDE (SA)|undefined|undefined|ELECTO
FELIX MAMANI FERNANDEZ|ALCALDE (SA)|undefined|undefined|ELECTO
IGNACIO MORON ROJAS|ALCALDE (SA)|undefined|undefined|ELECTO
RENE HUANACO MAMANI|ALCALDE (SA)|undefined|undefined|ELECTO
MARCELO  TUCHANI  AMUTARI|ALCALDE (SA)|undefined|undefined|ELECTO
SERAFIN ESCOBAR QUISPE|ALCALDE (SA)|undefined|undefined|ELECTO
