"Codigo","department","municipality","com_name","id_unico","match_status","n_geo","canton_split_group"
"01010101001","Chuquisaca","Sucre","SUCRE","4175362836-D","unique",1,NA
"01010101024","Chuquisaca","Sucre","KORA KORA","4159018501-D","unique",1,NA
"01010101025","Chuquisaca","Sucre","LA PALMA","4249007498-D","unique",1,NA
"01010103001","Chuquisaca","Sucre","CARAVIRI","4173153694-D","unique",1,NA
"01010103002","Chuquisaca","Sucre","CHULLPAS","4138740980-D","unique",1,NA
"01010103003","Chuquisaca","Sucre","JANAC KUCHU","4149985484-D","unique",1,NA
"01010103005","Chuquisaca","Sucre","POTOLO","4155469938-D","unique",1,NA
"01010103006","Chuquisaca","Sucre","SACOPAYA","4163566640-D","unique",1,NA
"01010103007","Chuquisaca","Sucre","SAYACA","4133147863-D","unique",1,NA
"01010103010","Chuquisaca","Sucre","AMAKURI","4150446167-D","unique",1,NA
"01010103014","Chuquisaca","Sucre","QUESERA","4151915358-D","unique",1,NA
"01010103018","Chuquisaca","Sucre","CKOLPA KUCHO","4158495819-D","unique",1,NA
"01010103019","Chuquisaca","Sucre","TEJA MAYU","4160965198-D","unique",1,NA
"01010103020","Chuquisaca","Sucre","TURQUICHI","4120616569-D","unique",1,NA
"01010103021","Chuquisaca","Sucre","MARACORI","4177905939-D","unique",1,NA
"01010107012","Chuquisaca","Sucre","PAREDON","4257453631-D","unique",1,NA
"01010109014","Chuquisaca","Sucre","GUERRA LOMA","4126128101-D","unique",1,NA
"01010109018","Chuquisaca","Sucre","KHATALLA BAJA","4199569758-D","unique",1,NA
"01010111012","Chuquisaca","Sucre","SURIMA","4357519178-D","unique",1,NA
"01010115001","Chuquisaca","Sucre","CHAUNACA","4184318000-D","unique",1,NA
"01010115002","Chuquisaca","Sucre","CHUFLE","4187579683-D","unique",1,NA
"01010115004","Chuquisaca","Sucre","PURUMQUILA","4111195010-D","unique",1,NA
"01010115005","Chuquisaca","Sucre","SICI PUCO","4121575134-D","unique",1,NA
"01010115006","Chuquisaca","Sucre","TAJCHI","4111456863-D","unique",1,NA
"01010115007","Chuquisaca","Sucre","KUCHU TAMBO","4198201145-D","unique",1,NA
"01010115008","Chuquisaca","Sucre","QUILA QUILA","4115581465-D","unique",1,NA
"01010115009","Chuquisaca","Sucre","COYULI","4150131642-D","unique",1,NA
"01010115010","Chuquisaca","Sucre","THULLMA","4152387150-D","unique",1,NA
"01010115024","Chuquisaca","Sucre","CHALLCOMA","4153033367-D","unique",1,NA
"01010115039","Chuquisaca","Sucre","PUNILLA GRANDE","4198921876-D","unique",1,NA
"01010115041","Chuquisaca","Sucre","QUIRAYTAMBO","4207226546-D","unique",1,NA
"01010115054","Chuquisaca","Sucre","SANTA CATALINA","4188515182-D","unique",1,NA
"01010115701","Chuquisaca","Sucre","RUFFO","4153358222-D","unique",1,NA
"01010115704","Chuquisaca","Sucre","QUILLA QUILLA MARKA","4119199864-D","unique",1,NA
"01010115705","Chuquisaca","Sucre","NIÑO MAYO","4131551513-D","unique",1,NA
"01010115707","Chuquisaca","Sucre","CHULLCHUTA","4123516879-D","unique",1,NA
"01010115708","Chuquisaca","Sucre","LECOPAYA","4103730189-D","unique",1,NA
"01010115709","Chuquisaca","Sucre","PICACHULO","4120162581-D","unique",1,NA
"01010115710","Chuquisaca","Sucre","GUZMAN","4133238906-D","unique",1,NA
"01010115711","Chuquisaca","Sucre","CAJAMARCA","4225842668-D","unique",1,NA
"01010115712","Chuquisaca","Sucre","KUSILLO","4172329754-D","unique",1,NA
"01010115714","Chuquisaca","Sucre","QHOCHAPATA","4197030448-D","unique",1,NA
"01010115715","Chuquisaca","Sucre","YURUBAMBA","4157328699-D","unique",1,NA
"01010115717","Chuquisaca","Sucre","MAJADA","4154140865-D","unique",1,NA
"01010115718","Chuquisaca","Sucre","SOCA PAMPA","4162072455-D","unique",1,NA
"01010115719","Chuquisaca","Sucre","ULUPICAS","4150152209-D","unique",1,NA
"01010115720","Chuquisaca","Sucre","MARAGUA","4145326801-D","unique",1,NA
"01010115721","Chuquisaca","Sucre","THONTORKA","4165661667-D","unique",1,NA
"01010115722","Chuquisaca","Sucre","HUMACA","4115814963-D","unique",1,NA
"01010115723","Chuquisaca","Sucre","MELGARAJUY","4159838542-D","unique",1,NA
"01010116002","Chuquisaca","Sucre","CHAUPI MOLINO","4262834699-D","unique",1,NA
"01010116003","Chuquisaca","Sucre","COMPUERTA","4316993403-D","unique",1,NA
"01010116004","Chuquisaca","Sucre","CHAURURO","4264451798-D","unique",1,NA
"01010116005","Chuquisaca","Sucre","HUAÑOMA","4236679185-D","unique",1,NA
"01010116006","Chuquisaca","Sucre","SOTANI","4261339385-D","unique",1,NA
"01010116008","Chuquisaca","Sucre","THACOYU","4410316278-D","unique",1,NA
"01010116010","Chuquisaca","Sucre","MELONAR","4379451983-D","unique",1,NA
"01010116011","Chuquisaca","Sucre","KHULLKU TAMBO","4247342637-D","unique",1,NA
"01010116012","Chuquisaca","Sucre","SOICO","4319019786-D","unique",1,NA
"01010116014","Chuquisaca","Sucre","SEWENKANI","4395892891-D","unique",1,NA
"01010116015","Chuquisaca","Sucre","VILCA LATA","4318440624-D","unique",1,NA
"01010116017","Chuquisaca","Sucre","PATA KATALLA","4228298054-D","unique",1,NA
"01010116018","Chuquisaca","Sucre","LIMON PAMPA","4257650600-D","unique",1,NA
"01010116019","Chuquisaca","Sucre","OVEJERIAS","4399993602-D","unique",1,NA
"01010116020","Chuquisaca","Sucre","KACHA KACHA","4280160773-D","unique",1,NA
"01010116022","Chuquisaca","Sucre","SACRAMENTO","4261193733-D","unique",1,NA
"01010116023","Chuquisaca","Sucre","TINI","4340823732-D","unique",1,NA
"01010116024","Chuquisaca","Sucre","KORI PUNKU","4315403299-D","unique",1,NA
"01010116025","Chuquisaca","Sucre","PAMPAS AGUILAR CKASA","4368408059-D","unique",1,NA
"01010116026","Chuquisaca","Sucre","ANGOSTURA","4301967759-D","unique",1,NA
"01010116027","Chuquisaca","Sucre","CHAQUITO QUIÑAL","4295802224-D","unique",1,NA
"01010116028","Chuquisaca","Sucre","MOJON PAMPA","4288577140-D","unique",1,NA
"01010116034","Chuquisaca","Sucre","MONTEROYOC","4386081943-D","unique",1,NA
"01010116036","Chuquisaca","Sucre","POCONCHI","4315276703-D","unique",1,NA
"01010116037","Chuquisaca","Sucre","CHALLA","4323261569-D","unique",1,NA
"01010116047","Chuquisaca","Sucre","TAMBO","4196306961-D","unique",1,NA
"01010116056","Chuquisaca","Sucre","CHACARILLA MOSOJLLAJTA","4277366576-D","unique",1,NA
"01010116057","Chuquisaca","Sucre","MONCHARI","4365621919-D","unique",1,NA
"01010116058","Chuquisaca","Sucre","MEDIA LUNA","4247133774-D","unique",1,NA
"01010116059","Chuquisaca","Sucre","MOJOTORO","4249008435-D","unique",1,NA
"01010116060","Chuquisaca","Sucre","CHACARILLA","4271070942-D","unique",1,NA
"01010116061","Chuquisaca","Sucre","CHUQUI CHUQUI","4327424092-D","unique",1,NA
"01010116062","Chuquisaca","Sucre","IMILLA HUAÑUSCA","4435115668-D","unique",1,NA
"01010116063","Chuquisaca","Sucre","KOLLPANA","4321803924-D","unique",1,NA
"01010116064","Chuquisaca","Sucre","MOJTULO","4348012080-D","unique",1,NA
"01010116066","Chuquisaca","Sucre","QUIQUIJANA","4361832712-D","unique",1,NA
"01010116069","Chuquisaca","Sucre","SAUSAL","4448768681-D","unique",1,NA
"01010116071","Chuquisaca","Sucre","SURIMA CULATA","4364753405-D","unique",1,NA
"01010116072","Chuquisaca","Sucre","CAMOS","4424357606-D","unique",1,NA
"01010116073","Chuquisaca","Sucre","CANTU MOLINO","4292482342-D","unique",1,NA
"01010116076","Chuquisaca","Sucre","KAJCHI PATA","4258658859-D","unique",1,NA
"01010116077","Chuquisaca","Sucre","ORURILLO","4255965407-D","unique",1,NA
"01010116078","Chuquisaca","Sucre","SIVISTO","4258068534-D","unique",1,NA
"01010116079","Chuquisaca","Sucre","HUANIFAYA","4284272740-D","unique",1,NA
"01010116080","Chuquisaca","Sucre","VIÑA PAMPA","4284869563-D","unique",1,NA
"01010116081","Chuquisaca","Sucre","CORSO MAYU","4317411212-D","unique",1,NA
"01010116082","Chuquisaca","Sucre","GUAYABITAYUC","4294004034-D","unique",1,NA
"01010116083","Chuquisaca","Sucre","CHALLA SUCURANI","4311683832-D","unique",1,NA
"01010117001","Chuquisaca","Sucre","ARABATE","4171361429-D","unique",1,NA
"01010117002","Chuquisaca","Sucre","PUCA PUCA SANTIAGO","4204814999-D","unique",1,NA
"01010117003","Chuquisaca","Sucre","CHAUPI KHATALLA","4234111613-D","unique",1,NA
"01010117005","Chuquisaca","Sucre","SOJTA PATA","4197557726-D","unique",1,NA
"01010117008","Chuquisaca","Sucre","SOJTA MAYU","4184684230-D","unique",1,NA
"01010117010","Chuquisaca","Sucre","KHOLLPA GRANDE","4238066166-D","unique",1,NA
"01010117012","Chuquisaca","Sucre","LLIMPHI","4206690312-D","unique",1,NA
"01010117014","Chuquisaca","Sucre","SONKHO CHIPA","4211965876-D","unique",1,NA
"01010117016","Chuquisaca","Sucre","ZAPATERA","4208239053-D","unique",1,NA
"01010117019","Chuquisaca","Sucre","TOKIO","4211333806-D","unique",1,NA
"01010117020","Chuquisaca","Sucre","JUCHUY LLINFI","4219781472-D","unique",1,NA
"01010117021","Chuquisaca","Sucre","TAMBO KASA","4128065820-D","unique",1,NA
"01010117022","Chuquisaca","Sucre","ALDANA","4227797122-D","unique",1,NA
"01010117024","Chuquisaca","Sucre","HUATA","4213601965-D","unique",1,NA
"01010117026","Chuquisaca","Sucre","KHOCHIS","4129090537-D","unique",1,NA
"01010117027","Chuquisaca","Sucre","MOLLE K`ASA","4115246463-D","unique",1,NA
"01010117028","Chuquisaca","Sucre","THAKOS","4141223146-D","unique",1,NA
"01010117029","Chuquisaca","Sucre","AZARI BAJA","4143803448-D","unique",1,NA
"01010117030","Chuquisaca","Sucre","LECHUGUILLAS","4182104228-D","unique",1,NA
"01010117032","Chuquisaca","Sucre","QARA HUASI","4101136097-D","unique",1,NA
"01010117033","Chuquisaca","Sucre","DURAZNILLO","4131625038-D","unique",1,NA
"01010117034","Chuquisaca","Sucre","ESPERANZA","4174323286-D","unique",1,NA
"01010117035","Chuquisaca","Sucre","CHAUPI LLIMFI VILLA MARIA","4218427058-D","unique",1,NA
"01010117036","Chuquisaca","Sucre","SAN JUAN  DE CACHIMAYO","4139129145-D","unique",1,NA
"01010201001","Chuquisaca","Yotala","ACEITUNO","4127149225-D","unique",1,NA
"01010201002","Chuquisaca","Yotala","CANTO ÑUJCHU","4074285895-D","unique",1,NA
"01010201004","Chuquisaca","Yotala","CABEZAS","4115459593-D","unique",1,NA
"01010201005","Chuquisaca","Yotala","CAMPANARIO","4136468597-D","unique",1,NA
"01010201007","Chuquisaca","Yotala","JATUN ERA","4095932421-D","unique",1,NA
"01010201008","Chuquisaca","Yotala","PATA CACHIMAYU","4110082973-D","unique",1,NA
"01010201009","Chuquisaca","Yotala","SIGUAYO","4098436223-D","unique",1,NA
"01010201010","Chuquisaca","Yotala","URA CACHIMAYU","4104514237-D","unique",1,NA
"01010201011","Chuquisaca","Yotala","UÑALA","4054502541-D","unique",1,NA
"01010201012","Chuquisaca","Yotala","VILLA ROSARIO","4084645905-D","unique",1,NA
"01010201013","Chuquisaca","Yotala","YOTALILLA","4094269002-D","unique",1,NA
"01010201014","Chuquisaca","Yotala","CORTIJO","4110995170-D","unique",1,NA
"01010201018","Chuquisaca","Yotala","SALANCACHI","4091661555-D","unique",1,NA
"01010201019","Chuquisaca","Yotala","SAN ISIDRO DE ANFAYA","4050765126-D","unique",1,NA
"01010201020","Chuquisaca","Yotala","TASAPAMPA","4012853333-D","unique",1,NA
"01010201022","Chuquisaca","Yotala","TOTACOA","4107553678-D","unique",1,NA
"01010201023","Chuquisaca","Yotala","VILLA EL CARMEN","4104647686-D","unique",1,NA
"01010201024","Chuquisaca","Yotala","VILLA SANTA ROSA","4038004154-D","unique",1,NA
"01010201025","Chuquisaca","Yotala","VILLA VICTORIA","4106918820-D","unique",1,NA
"01010201026","Chuquisaca","Yotala","WASA ÑUJCHU","4094304158-D","unique",1,NA
"01010201708","Chuquisaca","Yotala","CHILLPA ÑUCCHU","4071042994-D","unique",1,NA
"01010201709","Chuquisaca","Yotala","BAJO CAMPANARIO","4129887492-D","unique",1,NA
"01010201715","Chuquisaca","Yotala","TIRKIPATA","4097304496-D","unique",1,NA
"01010201716","Chuquisaca","Yotala","TINTEROS MOLLE MAYU","4115431330-D","unique",1,NA
"01010201721","Chuquisaca","Yotala","CERVANTES YAHULI","4087456463-D","unique",1,NA
"01010202002","Chuquisaca","Yotala","CARVAJAL","4067702803-D","unique",1,NA
"01010202003","Chuquisaca","Yotala","CHAMINA","4060196100-D","unique",1,NA
"01010202004","Chuquisaca","Yotala","HIGUERAS","4037230419-D","unique",1,NA
"01010202005","Chuquisaca","Yotala","LA CALERA","4051850070-D","unique",1,NA
"01010202006","Chuquisaca","Yotala","QUILA QUILA MARKA","4074850804-D","unique",1,NA
"01010202007","Chuquisaca","Yotala","PITANTORILLA","4095310729-D","unique",1,NA
"01010202008","Chuquisaca","Yotala","TIPOYO","4109454860-D","unique",1,NA
"01010202009","Chuquisaca","Yotala","HUAYLLAS","4087395105-D","unique",1,NA
"01010202010","Chuquisaca","Yotala","TIPAKA","4034827068-D","unique",1,NA
"01010203001","Chuquisaca","Yotala","ANFAYA DEL PERAL","4018746598-D","unique",1,NA
"01010203005","Chuquisaca","Yotala","TAMBO AQHACHILA","4029994800-D","unique",1,NA
"01010203006","Chuquisaca","Yotala","TUERO CHICO","4001549760-D","unique",1,NA
"01010203010","Chuquisaca","Yotala","PUENTE SUCRE","4033990897-D","unique",1,NA
"01010204001","Chuquisaca","Yotala","PULKI","4064803024-D","unique",1,NA
"01010301001","Chuquisaca","Poroma","CALIZAYA","4518606137-D","unique",1,NA
"01010301004","Chuquisaca","Poroma","CHOCO CHURO","4409984035-D","unique",1,NA
"01010301005","Chuquisaca","Poroma","COLQUEBAMBA","4459857505-D","unique",1,NA
"01010301006","Chuquisaca","Poroma","EXALTACION","4505304953-D","unique",1,NA
"01010301007","Chuquisaca","Poroma","HUAYRA PATA","4536059838-D","unique",1,NA
"01010301009","Chuquisaca","Poroma","KHULA PUCARA","4506163092-D","unique",1,NA
"01010301010","Chuquisaca","Poroma","KATARIRI","4506387299-D","unique",1,NA
"01010301011","Chuquisaca","Poroma","LAMPASUNI","4425142572-D","unique",1,NA
"01010301012","Chuquisaca","Poroma","OLLISCO","4486663364-D","unique",1,NA
"01010301013","Chuquisaca","Poroma","PALAJLA","4530609969-D","unique",1,NA
"01010301014","Chuquisaca","Poroma","PANGORASI","4437954455-D","unique",1,NA
"01010301015","Chuquisaca","Poroma","POROMA","4476576949-D","unique",1,NA
"01010301016","Chuquisaca","Poroma","SACABAMBA","4468598612-D","unique",1,NA
"01010301017","Chuquisaca","Poroma","SAN JOSE DE CHURU","4394026663-D","unique",1,NA
"01010301018","Chuquisaca","Poroma","SOICOCO","4492266011-D","unique",1,NA
"01010301019","Chuquisaca","Poroma","YANANI","4436549124-D","unique",1,NA
"01010301021","Chuquisaca","Poroma","CHILLCANI","4452537833-D","unique",1,NA
"01010302001","Chuquisaca","Poroma","CERA CERA","4280669063-D","unique",1,NA
"01010302002","Chuquisaca","Poroma","CHIJMURI","4303346755-D","unique",1,NA
"01010302004","Chuquisaca","Poroma","HUAYNA HUAYNA","4376671406-D","unique",1,NA
"01010302005","Chuquisaca","Poroma","MISKHA PAMPA","4301127447-D","unique",1,NA
"01010302006","Chuquisaca","Poroma","PIOCERA","4342535931-D","unique",1,NA
"01010302007","Chuquisaca","Poroma","CUCURI","4291053149-D","unique",1,NA
"01010302008","Chuquisaca","Poroma","HUAPY","4388051290-D","unique",1,NA
"01010302009","Chuquisaca","Poroma","IROCOTA","4388280045-D","unique",1,NA
"01010302010","Chuquisaca","Poroma","SAYCHUMA","4381133761-D","unique",1,NA
"01010302012","Chuquisaca","Poroma","MANZANAL DE PORRAS","4336738836-D","unique",1,NA
"01010302014","Chuquisaca","Poroma","POJPO","4322733336-D","unique",1,NA
"01010302016","Chuquisaca","Poroma","RETIRO","4324907377-D","unique",1,NA
"01010302017","Chuquisaca","Poroma","ROMERAL","4292697137-D","unique",1,NA
"01010302018","Chuquisaca","Poroma","QUITARJE","4336003193-D","unique",1,NA
"01010302019","Chuquisaca","Poroma","TAPALA","4348275065-D","unique",1,NA
"01010302701","Chuquisaca","Poroma","SAN JUAN DE ORCAS","4363291986-D","unique",1,NA
"01010302702","Chuquisaca","Poroma","KULLKU","4275165445-D","unique",1,NA
"01010302707","Chuquisaca","Poroma","KOLKA","4315946243-D","unique",1,NA
"01010302708","Chuquisaca","Poroma","CARPA HUASI","4235359786-D","unique",1,NA
"01010303001","Chuquisaca","Poroma","CARPACHACA","4383462525-D","unique",1,NA
"01010303002","Chuquisaca","Poroma","CALASAMANA","4408684048-D","unique",1,NA
"01010303003","Chuquisaca","Poroma","JACHUY KURI","4385889937-D","unique",1,NA
"01010303004","Chuquisaca","Poroma","JATUN KURI","4389582151-D","unique",1,NA
"01010303005","Chuquisaca","Poroma","CHURUNI","4368603707-D","unique",1,NA
"01010303006","Chuquisaca","Poroma","SAPSE","4373258287-D","unique",1,NA
"01010303007","Chuquisaca","Poroma","QUILA QUILILLA","4370701736-D","unique",1,NA
"01010303014","Chuquisaca","Poroma","YULULO","4357615136-D","unique",1,NA
"01010303617","Chuquisaca","Poroma","KORIPUNCO","4318845546-D","unique",1,NA
"01010303619","Chuquisaca","Poroma","SOTO KHASA","4396921164-D","unique",1,NA
"01010304001","Chuquisaca","Poroma","ALAMOS","4268437844-D","unique",1,NA
"01010304003","Chuquisaca","Poroma","CHIVITOS","4244485641-D","unique",1,NA
"01010304004","Chuquisaca","Poroma","CURCUNCHI","4255900382-D","unique",1,NA
"01010304005","Chuquisaca","Poroma","KAYNACAS","4265758650-D","unique",1,NA
"01010304006","Chuquisaca","Poroma","LA BARRANCA","4208615445-D","unique",1,NA
"01010304008","Chuquisaca","Poroma","MILLUNI","4294470098-D","unique",1,NA
"01010304009","Chuquisaca","Poroma","SANABRIA","4227888654-D","unique",1,NA
"01010304010","Chuquisaca","Poroma","SICCHA ALTA","4241650538-D","unique",1,NA
"01010304011","Chuquisaca","Poroma","SIJCHA BAJA","4251318334-D","unique",1,NA
"01010304020","Chuquisaca","Poroma","URUQUILLA","4231701818-D","unique",1,NA
"01010304024","Chuquisaca","Poroma","SOKOSNIYUS","4281207596-D","unique",1,NA
"01010304703","Chuquisaca","Poroma","ROBLEDOS","4278955751-D","unique",1,NA
"01010304705","Chuquisaca","Poroma","ZANABRIA","4227971354-D","unique",1,NA
"01010304706","Chuquisaca","Poroma","SANABRIA ALTA","4228522200-D","unique",1,NA
"01010304713","Chuquisaca","Poroma","PAMPAS ALTA","4227383687-D","unique",1,NA
"01010304714","Chuquisaca","Poroma","CHAUPI BARRANCA","4209454032-D","unique",1,NA
"01010304715","Chuquisaca","Poroma","JATUN BARRANCA","4211611869-D","unique",1,NA
"01010304716","Chuquisaca","Poroma","JUCHUY BARRANCA","4210920981-D","unique",1,NA
"01010305001","Chuquisaca","Poroma","AGUILA ORCKO","4464107361-D","unique",1,NA
"01010305002","Chuquisaca","Poroma","COPA BILLQUE","4437755457-D","unique",1,NA
"01010305003","Chuquisaca","Poroma","LA KASA","4451135849-D","unique",1,NA
"01010305004","Chuquisaca","Poroma","MOLLE ORKHO","4461465325-D","unique",1,NA
"01010305005","Chuquisaca","Poroma","POMANASA ALTA","4426255911-D","unique",1,NA
"01010305006","Chuquisaca","Poroma","POMANASA","4460081518-D","unique",1,NA
"01010305009","Chuquisaca","Poroma","KASPI CANCHA","4417233677-D","unique",1,NA
"01010305010","Chuquisaca","Poroma","KASPICANCHITA","4435360282-D","unique",1,NA
"01010305613","Chuquisaca","Poroma","URUHUAYO ALTO","4446216418-D","unique",1,NA
"01010305614","Chuquisaca","Poroma","URUHUAYO CENTRO","4444337413-D","unique",1,NA
"01010305615","Chuquisaca","Poroma","URUHUAYO BAJO","4453778056-D","unique",1,NA
"01010306001","Chuquisaca","Poroma","DURASNILLO","4527466150-D","unique",1,NA
"01010306002","Chuquisaca","Poroma","HUAÑOMA ALTA","4490020081-D","unique",1,NA
"01010306003","Chuquisaca","Poroma","HUAÑOMA BAJA","4497044083-D","unique",1,NA
"01010306004","Chuquisaca","Poroma","MARIQUILLA","4529747208-D","unique",1,NA
"01010306009","Chuquisaca","Poroma","VIRU VIRU","4547088576-D","unique",1,NA
"01010306612","Chuquisaca","Poroma","TOCO CALA","4408720846-D","unique",1,NA
"01020101001","Chuquisaca","Azurduy","AZURDUY","3711086373-D","unique",1,NA
"01020101002","Chuquisaca","Azurduy","CIMIENTOS","3741997333-D","unique",1,NA
"01020101003","Chuquisaca","Azurduy","CUEVAS CAÑADAS","3756575793-D","unique",1,NA
"01020101004","Chuquisaca","Azurduy","HUANCARANILLO","3702104799-D","unique",1,NA
"01020101005","Chuquisaca","Azurduy","LA ANGOSTURA","3706866393-D","unique",1,NA
"01020101006","Chuquisaca","Azurduy","LA MARCA","3709476479-D","unique",1,NA
"01020101010","Chuquisaca","Azurduy","POMABAMBILLO","3679953214-D","unique",1,NA
"01020101012","Chuquisaca","Azurduy","QEWIÑA MAYU","3735897632-D","unique",1,NA
"01020101014","Chuquisaca","Azurduy","SAN ROQUE","3676704351-D","unique",1,NA
"01020101017","Chuquisaca","Azurduy","LA TRANCA","3709469408-D","unique",1,NA
"01020101026","Chuquisaca","Azurduy","TARVITA ALTA","3738223043-D","unique",1,NA
"01020101032","Chuquisaca","Azurduy","COLLPAMAYU","3700585277-D","unique",1,NA
"01020102004","Chuquisaca","Azurduy","HORCAS","3580535303-D","unique",1,NA
"01020102006","Chuquisaca","Azurduy","LA RODEANA","3592365736-D","unique",1,NA
"01020102009","Chuquisaca","Azurduy","PUJYUNI","3650096010-D","unique",1,NA
"01020102011","Chuquisaca","Azurduy","RODEO CHICO","3609910839-D","unique",1,NA
"01020102012","Chuquisaca","Azurduy","RODEO GRANDE","3599347266-D","unique",1,NA
"01020102014","Chuquisaca","Azurduy","TABACAL","3673576638-D","unique",1,NA
"01020102015","Chuquisaca","Azurduy","TABLA MAYU","3647895467-D","unique",1,NA
"01020102017","Chuquisaca","Azurduy","TAMBOS","3617829313-D","unique",1,NA
"01020102018","Chuquisaca","Azurduy","WANCARANI","3631632564-D","unique",1,NA
"01020102020","Chuquisaca","Azurduy","REY LOMA","3542380207-D","unique",1,NA
"01020102031","Chuquisaca","Azurduy","PAMPA SEPULTURA","3729497304-D","unique",1,NA
"01020103001","Chuquisaca","Azurduy","NAVOS PAMPA","3827521830-D","unique",1,NA
"01020103002","Chuquisaca","Azurduy","QUEHUEÑAL","3802462577-D","unique",1,NA
"01020103003","Chuquisaca","Azurduy","SAN MATIAS","3851071097-D","unique",1,NA
"01020103005","Chuquisaca","Azurduy","THIYU MAYU","3806606508-D","unique",1,NA
"01020103006","Chuquisaca","Azurduy","TORRECILLAS","3786237131-D","unique",1,NA
"01020201002","Chuquisaca","Tarvita","PUCAMAYU","3790766020-D","unique",1,NA
"01020201003","Chuquisaca","Tarvita","THACOS","3871007246-D","unique",1,NA
"01020201005","Chuquisaca","Tarvita","CUÑURI PAMPA","3875003714-D","unique",1,NA
"01020201006","Chuquisaca","Tarvita","EL SALTO","3828915186-D","unique",1,NA
"01020201007","Chuquisaca","Tarvita","KATARI PAMPA","3865696722-D","unique",1,NA
"01020201008","Chuquisaca","Tarvita","MOLLENI","3874211646-D","unique",1,NA
"01020201009","Chuquisaca","Tarvita","TARVITA","3791241566-D","unique",1,NA
"01020201012","Chuquisaca","Tarvita","THACO PAMPA","3814488898-D","unique",1,NA
"01020201616","Chuquisaca","Tarvita","GUITARRANI","3932042367-D","unique",1,NA
"01020201706","Chuquisaca","Tarvita","TRANQUITAS","3918448076-D","unique",1,NA
"01020202002","Chuquisaca","Tarvita","ABRA CKASA","3751327531-D","unique",1,NA
"01020202003","Chuquisaca","Tarvita","CAPACTALA","3759914623-D","unique",1,NA
"01020202004","Chuquisaca","Tarvita","INCA PAMPA","3876825364-D","unique",1,NA
"01020202005","Chuquisaca","Tarvita","LA SILLADA","3837311063-D","unique",1,NA
"01020202006","Chuquisaca","Tarvita","MARA PAMPA","3895540904-D","unique",1,NA
"01020202009","Chuquisaca","Tarvita","PUJYINI","3822329102-D","unique",1,NA
"01020202010","Chuquisaca","Tarvita","QUINUA CHACRA","3851080183-D","unique",1,NA
"01020202011","Chuquisaca","Tarvita","SAN ISIDRO DE MARCAVI","3795884296-D","unique",1,NA
"01020202012","Chuquisaca","Tarvita","SAN JOSE DE ALISOS","3887540080-D","unique",1,NA
"01020202016","Chuquisaca","Tarvita","GRANIZOS","3878476974-D","unique",1,NA
"01020202017","Chuquisaca","Tarvita","MOLLE CANCHA","3856507138-D","unique",1,NA
"01020202018","Chuquisaca","Tarvita","HORCANI","3751331358-D","unique",1,NA
"01020202020","Chuquisaca","Tarvita","SAN JOSE DE TROJE","3876389363-D","unique",1,NA
"01020202021","Chuquisaca","Tarvita","VISANCHE","3870498791-D","unique",1,NA
"01020202632","Chuquisaca","Tarvita","PAMPA HUASI","3921625432-D","unique",1,NA
"01020202636","Chuquisaca","Tarvita","MANZANAYOJ","3780017129-D","unique",1,NA
"01020202639","Chuquisaca","Tarvita","PAMPAS DE LEQUE","3884845786-D","unique",1,NA
"01020203001","Chuquisaca","Tarvita","HUACHACA","3947860618-D","unique",1,NA
"01020203005","Chuquisaca","Tarvita","SAN JUAN DE LOS PINOS","3910063696-D","unique",1,NA
"01020203008","Chuquisaca","Tarvita","TAREA PAMPA","3941658357-D","unique",1,NA
"01020203010","Chuquisaca","Tarvita","VILLA PAMPA","3931603983-D","unique",1,NA
"01020203014","Chuquisaca","Tarvita","CRUZ QASA","3804225941-D","unique",1,NA
"01020203015","Chuquisaca","Tarvita","TRANCAS","3972767065-D","unique",1,NA
"01030101001","Chuquisaca","Zudáñez","CAPILLA LLAVE","4290729607-D","unique",1,NA
"01030101002","Chuquisaca","Zudáñez","ALISMAYU","4109740129-D","unique",1,NA
"01030101003","Chuquisaca","Zudáñez","AYRAMPU","4223398665-D","unique",1,NA
"01030101004","Chuquisaca","Zudáñez","CABRA CANCHA","4208385111-D","unique",1,NA
"01030101006","Chuquisaca","Zudáñez","COILOLO","4191185791-D","unique",1,NA
"01030101007","Chuquisaca","Zudáñez","HUACA HUASI","4279889985-D","unique",1,NA
"01030101009","Chuquisaca","Zudáñez","MANDINGA","4129662920-D","unique",1,NA
"01030101010","Chuquisaca","Zudáñez","MARCANI","4144799714-D","unique",1,NA
"01030101011","Chuquisaca","Zudáñez","MAYU TORCOCO","4256370734-D","unique",1,NA
"01030101012","Chuquisaca","Zudáñez","PASOTA","4167212477-D","unique",1,NA
"01030101013","Chuquisaca","Zudáñez","PATA TORCOCO","4248977679-D","unique",1,NA
"01030101019","Chuquisaca","Zudáñez","SUNDUR HUASI","4173395677-D","unique",1,NA
"01030101020","Chuquisaca","Zudáñez","THIPA THIPA","4174049878-D","unique",1,NA
"01030101021","Chuquisaca","Zudáñez","TRANCA MAYU","4200868601-D","unique",1,NA
"01030101024","Chuquisaca","Zudáñez","PARAJTI","4241137458-D","unique",1,NA
"01030101025","Chuquisaca","Zudáñez","PIRHUA MAYU","4238329454-D","unique",1,NA
"01030101027","Chuquisaca","Zudáñez","SAUCES","4204942308-D","unique",1,NA
"01030101028","Chuquisaca","Zudáñez","SAYANCHACA","4148174345-D","unique",1,NA
