"Codigo","department","municipality","com_name","id_unico","match_status","n_geo","canton_split_group"
"03070101709","Cochabamba","Capinota","BAJO CHIMBOATA","4904526847-D","unique",1,NA
"03070101716","Cochabamba","Capinota","ALTO YATAMOCO","4976926825-D","unique",1,NA
"03070101717","Cochabamba","Capinota","CORRAL MAYU","5020200222-D","unique",1,NA
"03070101719","Cochabamba","Capinota","TUNASANI","5003063665-D","unique",1,NA
"03070101720","Cochabamba","Capinota","VIACHA Y PAYA COLLO","4965257096-D","unique",1,NA
"03070101721","Cochabamba","Capinota","ALTO CHIMBOATA","4908248146-D","unique",1,NA
"03070101722","Cochabamba","Capinota","ALTO COLLPAMAYO","4988646602-D","unique",1,NA
"03070101723","Cochabamba","Capinota","COOPERATIVA AGROPECUARIA","4989609045-D","unique",1,NA
"03070101735","Cochabamba","Capinota","HUAYRA HUASI","5015839517-D","unique",1,NA
"03070101740","Cochabamba","Capinota","PARARIA","4933753567-D","unique",1,NA
"03070101741","Cochabamba","Capinota","AGRO 10 DE SEPTIEMBRE","5068241744-D","unique",1,NA
"03070101742","Cochabamba","Capinota","AGRO CAMPESINA JARAÑA","5028134202-D","unique",1,NA
"03070102002","Cochabamba","Capinota","HORNOMA","4868770621-D","unique",1,NA
"03070102003","Cochabamba","Capinota","JUCHUY HUAYCHOMA","4876942652-D","unique",1,NA
"03070102008","Cochabamba","Capinota","VILLCABAMBA","4881583499-D","unique",1,NA
"03070103001","Cochabamba","Capinota","CHARAMOCO","5069686489-D","unique",1,NA
"03070103007","Cochabamba","Capinota","COCA MAKA","5051223634-D","unique",1,NA
"03070103008","Cochabamba","Capinota","JARKA VINTO","5071659611-D","unique",1,NA
"03070103010","Cochabamba","Capinota","TOCTAWI","5065633922-D","unique",1,NA
"03070103012","Cochabamba","Capinota","KALINCANTO","5059864853-D","unique",1,NA
"03070103013","Cochabamba","Capinota","MANZANA PAMPA","5071577187-D","unique",1,NA
"03070103737","Cochabamba","Capinota","SACAMALLA","5072261652-D","unique",1,NA
"03070103738","Cochabamba","Capinota","VIÑA NUEVA","5018524110-D","unique",1,NA
"03070104002","Cochabamba","Capinota","CHALLAVILLQUE","4864165399-D","unique",1,NA
"03070104003","Cochabamba","Capinota","COCOMA","4888418616-D","unique",1,NA
"03070104004","Cochabamba","Capinota","TOKHO HALLA","4890299499-D","unique",1,NA
"03070201005","Cochabamba","Santivañez","PAMPA CHIRIGUA  1RO DE MAYO","5069194229-D","unique",1,NA
"03070201009","Cochabamba","Santivañez","HUAÑACOCHI","5090914765-D","unique",1,NA
"03070201010","Cochabamba","Santivañez","KUTURIPA","5150168452-D","unique",1,NA
"03070201016","Cochabamba","Santivañez","SAN MARTIN","5090004861-D","unique",1,NA
"03070201705","Cochabamba","Santivañez","RANCHO NUEVO","5131858849-D","unique",1,NA
"03070201706","Cochabamba","Santivañez","ROCHA RANCHO","5123304205-D","unique",1,NA
"03070201708","Cochabamba","Santivañez","CAYACAYANI BAÑOS","5113282612-D","unique",1,NA
"03070201714","Cochabamba","Santivañez","JARKAMAYU","5129987675-D","unique",1,NA
"03070201716","Cochabamba","Santivañez","CHIÑATA B","5089450930-D","unique",1,NA
"03070201724","Cochabamba","Santivañez","SAUSINI","5120232070-D","unique",1,NA
"03070201728","Cochabamba","Santivañez","1RO DE MAYO CONVENTO","5057574896-D","unique",1,NA
"03070201730","Cochabamba","Santivañez","ALTO CATACHILLA","5120577690-D","unique",1,NA
"03070203001","Cochabamba","Santivañez","CALAHUANI","5133084176-D","unique",1,NA
"03070203002","Cochabamba","Santivañez","CAPORAYA","5158310126-D","unique",1,NA
"03070203703","Cochabamba","Santivañez","CONDOR MAYU","5131977273-D","unique",1,NA
"03070204002","Cochabamba","Santivañez","CHOJTAMA","5118387126-D","unique",1,NA
"03070204702","Cochabamba","Santivañez","LIPEZ","5103211736-D","unique",1,NA
"03070205006","Cochabamba","Santivañez","HUAÑACOTA","5110875955-D","unique",1,NA
"03070205701","Cochabamba","Santivañez","MOJON PATA","5147250979-D","unique",1,NA
"03070205702","Cochabamba","Santivañez","HUERTA PAMPA","5124069912-D","unique",1,NA
"03070205709","Cochabamba","Santivañez","EX FUNDO GRANADO","5146224163-D","unique",1,NA
"03070205710","Cochabamba","Santivañez","ARCE RANCHO","5123342091-D","unique",1,NA
"03070205711","Cochabamba","Santivañez","FLOR DEL VALLE","5123243018-D","unique",1,NA
"03070206002","Cochabamba","Santivañez","POQUERA","5069431245-D","unique",1,NA
"03070206003","Cochabamba","Santivañez","LONDO","5090715521-D","unique",1,NA
"03070206733","Cochabamba","Santivañez","LONDO 1RO DE SEPTIEMBRE","5080035423-D","unique",1,NA
"03070207701","Cochabamba","Santivañez","CORATA NORTE","5035427974-D","unique",1,NA
"03070207702","Cochabamba","Santivañez","TARISA","5061654230-D","unique",1,NA
"03070301001","Cochabamba","Sicaya","ANOCAYA","4907019454-D","unique",1,NA
"03070301005","Cochabamba","Sicaya","KARA KARA","4945438071-D","unique",1,NA
"03070301006","Cochabamba","Sicaya","LOKOSTINE","4923350271-D","unique",1,NA
"03070301012","Cochabamba","Sicaya","SICAYA","4926243051-D","unique",1,NA
"03070301015","Cochabamba","Sicaya","CORATA SOTAZA","4882477044-D","unique",1,NA
"03070301016","Cochabamba","Sicaya","COTAÑI","4890413530-D","unique",1,NA
"03070301018","Cochabamba","Sicaya","HUMANATA","4932541504-D","unique",1,NA
"03070301021","Cochabamba","Sicaya","PUCA LOMA","4932690193-D","unique",1,NA
"03070302003","Cochabamba","Sicaya","LIQUIMPAYA","4950902589-D","unique",1,NA
"03070302008","Cochabamba","Sicaya","ORCOMA","4965394261-D","unique",1,NA
"03070302010","Cochabamba","Sicaya","CHICO SICAYA","4957032026-D","unique",1,NA
"03070302011","Cochabamba","Sicaya","CHOJÑAPAMPA","5003949325-D","unique",1,NA
"03070302013","Cochabamba","Sicaya","WACAPLAZ","4959464614-D","unique",1,NA
"03080101002","Cochabamba","Cliza","CHAMPA RANCHO","5116057186-D","unique",1,NA
"03080101003","Cochabamba","Cliza","CLIZA","5099428745-D","unique",1,NA
"03080101004","Cochabamba","Cliza","PILICOCHA","5131866937-D","unique",1,NA
"03080101006","Cochabamba","Cliza","HUALLPERO BAJO","5120617491-D","unique",1,NA
"03080101007","Cochabamba","Cliza","HUALLPERO ALTO","5118136097-D","unique",1,NA
"03080101008","Cochabamba","Cliza","POZA RANCHO","5114261389-D","unique",1,NA
"03080101009","Cochabamba","Cliza","PRESA PATA","5117395471-D","unique",1,NA
"03080101011","Cochabamba","Cliza","PEREZ RANCHO","5117083914-D","unique",1,NA
"03080101017","Cochabamba","Cliza","BANDA ABAJO","5099424445-D","unique",1,NA
"03080101018","Cochabamba","Cliza","BARRIOS UNIDOS","5129184935-D","unique",1,NA
"03080101019","Cochabamba","Cliza","ROKJO LOTE","5105051825-D","unique",1,NA
"03080101020","Cochabamba","Cliza","MOSOJ RANCHO B","5114195995-D","unique",1,NA
"03080101704","Cochabamba","Cliza","ZENZANO BANDA ARRIBA","5093970354-D","unique",1,NA
"03080101720","Cochabamba","Cliza","VILLA 2 DE AGOSTO","5115258026-D","unique",1,NA
"03080101730","Cochabamba","Cliza","TJOLO RANCHO","5122313653-D","unique",1,NA
"03080101731","Cochabamba","Cliza","VARGAS RANCHO","5097187569-D","unique",1,NA
"03080101732","Cochabamba","Cliza","SECEJSAMMA","5127716247-D","unique",1,NA
"03080102703","Cochabamba","Cliza","CHULLPA PATA","5088663814-D","unique",1,NA
"03080103001","Cochabamba","Cliza","HUASACALLE ALTO","5100517733-D","unique",1,NA
"03080103002","Cochabamba","Cliza","HUASA CALLE","5101651000-D","unique",1,NA
"03080103005","Cochabamba","Cliza","TACKOLOMA","5108873085-D","unique",1,NA
"03080103006","Cochabamba","Cliza","UCUREÑA","5111765167-D","unique",1,NA
"03080103008","Cochabamba","Cliza","INCALOTE","5107769741-D","unique",1,NA
"03080103011","Cochabamba","Cliza","60 FANEGAS","5111704767-D","unique",1,NA
"03080103726","Cochabamba","Cliza","KJUCHI LAZARO","5094716340-D","unique",1,NA
"03080104002","Cochabamba","Cliza","SAN JUAN DE LIQUINAS","5117326463-D","unique",1,NA
"03080104701","Cochabamba","Cliza","VILLA EL CARMEN","5096473786-D","unique",1,NA
"03080201001","Cochabamba","Toco","ANA RANCHO","5087229855-D","unique",1,NA
"03080201002","Cochabamba","Toco","CENTRO MONTE REDONDO","5082406945-D","unique",1,NA
"03080201003","Cochabamba","Toco","CHUA LOMA","5060574303-D","unique",1,NA
"03080201007","Cochabamba","Toco","JUAQUI RANCHO A","5065816068-D","unique",1,NA
"03080201009","Cochabamba","Toco","KJOCHI LAZARO","5094863480-D","unique",1,NA
"03080201011","Cochabamba","Toco","PIQUEROS","5081025361-D","unique",1,NA
"03080201012","Cochabamba","Toco","CASTRO RANCHO","5054579318-D","unique",1,NA
"03080201014","Cochabamba","Toco","CHULLPA LOMA","5066756990-D","unique",1,NA
"03080201019","Cochabamba","Toco","RIOS RANCHO","5061378414-D","unique",1,NA
"03080201021","Cochabamba","Toco","SICHES","5043913332-D","unique",1,NA
"03080201022","Cochabamba","Toco","SUNCHU PULPERA","5033962286-D","unique",1,NA
"03080201030","Cochabamba","Toco","TOKO","5075781742-D","unique",1,NA
"03080201031","Cochabamba","Toco","TOCO BASCOPE","5077251422-D","unique",1,NA
"03080201703","Cochabamba","Toco","CRUZ PATA","5082516564-D","unique",1,NA
"03080201709","Cochabamba","Toco","TOCO CHIMBA","5074256076-D","unique",1,NA
"03080201710","Cochabamba","Toco","TOCO MOLINO","5059462636-D","unique",1,NA
"03080201711","Cochabamba","Toco","TOCO QUINTO","5072820092-D","unique",1,NA
"03080201712","Cochabamba","Toco","TOQUILLO","5066739895-D","unique",1,NA
"03080201716","Cochabamba","Toco","VILLA SANTIAGO","5019776221-D","unique",1,NA
"03080201721","Cochabamba","Toco","SOBRA ANA RANCHO","5087396078-D","unique",1,NA
"03080201725","Cochabamba","Toco","KJOCHI CHAMPARANCHO","5090968544-D","unique",1,NA
"03080201726","Cochabamba","Toco","KJOCHI LAVAYEN","5095043375-D","unique",1,NA
"03080201731","Cochabamba","Toco","SACHA KANTU","5071738276-D","unique",1,NA
"03080201733","Cochabamba","Toco","TOCO PARADA","5074824934-D","unique",1,NA
"03080201736","Cochabamba","Toco","KELLU MAYO","5048136056-D","unique",1,NA
"03080201739","Cochabamba","Toco","LINDE PUCA PAMPA","5023785638-D","unique",1,NA
"03080201741","Cochabamba","Toco","TARGAPI","5051412492-D","unique",1,NA
"03080201744","Cochabamba","Toco","TOCO PARADA B","5077824796-D","unique",1,NA
"03080201745","Cochabamba","Toco","KARALUNI","5042763056-D","unique",1,NA
"03080201750","Cochabamba","Toco","SOBRA ANA RANCHO SUR","5082355745-D","unique",1,NA
"03080301001","Cochabamba","Tolata","CARCAJE","5131999818-D","unique",1,NA
"03080301002","Cochabamba","Tolata","CARCAJE ROSARIO","5133268755-D","unique",1,NA
"03080301011","Cochabamba","Tolata","TOLATA","5142761269-D","unique",1,NA
"03080301012","Cochabamba","Tolata","VILLA COPACABANA","5138448607-D","unique",1,NA
"03080301703","Cochabamba","Tolata","COMPLEJO CARCAJE","5130062827-D","unique",1,NA
"03080301708","Cochabamba","Tolata","TABLA RANCHO","5126786093-D","unique",1,NA
"03080301711","Cochabamba","Tolata","HUERTA HUASA","5129566044-D","unique",1,NA
"03080301712","Cochabamba","Tolata","PADRE SUYO","5121919210-D","unique",1,NA
"03090101006","Cochabamba","Quillacollo","COTAPACHI","5210419473-D","unique",1,NA
"03090101702","Cochabamba","Quillacollo","CHOCAYA","5301650899-D","unique",1,NA
"03090101705","Cochabamba","Quillacollo","JOVE RANCHO","5301015829-D","unique",1,NA
"03090101706","Cochabamba","Quillacollo","KHOCHAMAYU","5470272877-D","unique",1,NA
"03090101711","Cochabamba","Quillacollo","MISICUNI","5448466524-D","unique",1,NA
"03090101713","Cochabamba","Quillacollo","OKOSURU","5300982569-D","unique",1,NA
"03090101714","Cochabamba","Quillacollo","PANDOJA","5260962236-D","unique",1,NA
"03090101725","Cochabamba","Quillacollo","CAYMANI","5469107540-D","unique",1,NA
"03090101735","Cochabamba","Quillacollo","CIENEGA","5490802102-D","unique",1,NA
"03090101736","Cochabamba","Quillacollo","PLAYAVERDE","5483471533-D","unique",1,NA
"03090101737","Cochabamba","Quillacollo","POCPO COLLO","5280152624-D","unique",1,NA
"03090101741","Cochabamba","Quillacollo","MONTECUEVA","5477346070-D","unique",1,NA
"03090101742","Cochabamba","Quillacollo","KOLLPANI","5478094108-D","unique",1,NA
"03090101745","Cochabamba","Quillacollo","IPILLA","5419813876-D","unique",1,NA
"03090101750","Cochabamba","Quillacollo","NORTE PATA PAMPA","5482065135-D","unique",1,NA
"03090101753","Cochabamba","Quillacollo","AJATA","5314166692-D","unique",1,NA
"03090101759","Cochabamba","Quillacollo","KHALUYO","5329969609-D","unique",1,NA
"03090101761","Cochabamba","Quillacollo","LIRUNI","5323781062-D","unique",1,NA
"03090101762","Cochabamba","Quillacollo","MILLUMAYU","5378941740-D","unique",1,NA
"03090101770","Cochabamba","Quillacollo","SUNJANI","5417242052-D","unique",1,NA
"03090101773","Cochabamba","Quillacollo","APOTE","5295973071-D","unique",1,NA
"03090201002","Cochabamba","Sipesipe","COLLPA (OTB)","5069805495-D","unique",1,NA
"03090201003","Cochabamba","Sipesipe","CHAQUIRI","5216719671-D","unique",1,NA
"03090201004","Cochabamba","Sipesipe","HAMIRAYA","5183861839-D","unique",1,NA
"03090201008","Cochabamba","Sipesipe","QUIROZ RANCHO (OTB)","5217382115-D","unique",1,NA
"03090201009","Cochabamba","Sipesipe","SINDICATO ACORANI (SUB CENTRAL CAPILLANI)","5211259082-D","unique",1,NA
"03090201010","Cochabamba","Sipesipe","SINDICATO ANKOAGE (SUB CENTRAL UCHU UCHU)","5240524879-D","unique",1,NA
"03090201014","Cochabamba","Sipesipe","SINDICATO CHACAPAYA","5183368322-D","unique",1,NA
"03090201015","Cochabamba","Sipesipe","CHAHUARANI","5197696882-D","unique",1,NA
"03090201017","Cochabamba","Sipesipe","PUCA TOKO","5260446248-D","unique",1,NA
"03090201018","Cochabamba","Sipesipe","SINDICATO COMBUYO","5208425585-D","unique",1,NA
"03090201019","Cochabamba","Sipesipe","SINDICATO ESCALERANI (SUB CENTRAL UCHU UCHU)","5246131129-D","unique",1,NA
"03090201024","Cochabamba","Sipesipe","LOKO LOKONI","5276214553-D","unique",1,NA
"03090201028","Cochabamba","Sipesipe","SINDICATO SIQUI SIQUIA","5201040397-D","unique",1,NA
"03090201030","Cochabamba","Sipesipe","SINDICATO TONCOMA (SUB CENTRAL UCHU UCHU)","5255434015-D","unique",1,NA
"03090201031","Cochabamba","Sipesipe","SINDICATO TOTORANI (SUB CENTRAL CAPILLANI)","5203138398-D","unique",1,NA
"03090201032","Cochabamba","Sipesipe","SINDICATO UCHU UCHU (SUB CENTRAL UCHU UCHU)","5249671068-D","unique",1,NA
"03090201037","Cochabamba","Sipesipe","SORATA","5194557161-D","unique",1,NA
"03090201038","Cochabamba","Sipesipe","SUTICOLLO","5182410675-D","unique",1,NA
"03090201041","Cochabamba","Sipesipe","VILLA MONTENEGRO","5188376666-D","unique",1,NA
"03090201043","Cochabamba","Sipesipe","WAKA PLAYA","5185962196-D","unique",1,NA
"03090201051","Cochabamba","Sipesipe","PUEBLO NUEVO","5190272724-D","unique",1,NA
"03090201215","Cochabamba","Sipesipe","CHOROJO","5188079396-D","unique",1,NA
"03090201701","Cochabamba","Sipesipe","COLLPA CENTRO","5282482209-D","unique",1,NA
"03090201702","Cochabamba","Sipesipe","COLLPA CALA CALA","5293222811-D","unique",1,NA
"03090201703","Cochabamba","Sipesipe","KERAYA CENTRO","5282134162-D","unique",1,NA
"03090201704","Cochabamba","Sipesipe","KERAYA B","5302994360-D","unique",1,NA
"03090201718","Cochabamba","Sipesipe","TOTORCIENEGA","5184553729-D","unique",1,NA
"03090201719","Cochabamba","Sipesipe","LINKO","5183657732-D","unique",1,NA
"03090201724","Cochabamba","Sipesipe","CAPELLANI","5192985938-D","unique",1,NA
"03090201727","Cochabamba","Sipesipe","VILOMA CALA CALA","5214667902-D","unique",1,NA
"03090201736","Cochabamba","Sipesipe","ARROMIRE","5263508336-D","unique",1,NA
"03090202002","Cochabamba","Sipesipe","CHILTUPAMPA","5112748347-D","unique",1,NA
"03090202007","Cochabamba","Sipesipe","ITAPAYA","5091767115-D","unique",1,NA
"03090202017","Cochabamba","Sipesipe","SINDICATO MUÑANI","5072339834-D","unique",1,NA
"03090202018","Cochabamba","Sipesipe","SINDICATO PALACA","5085167639-D","unique",1,NA
"03090202020","Cochabamba","Sipesipe","THAKORUMA","5029430765-D","unique",1,NA
"03090202049","Cochabamba","Sipesipe","SILLARAYA","5079713029-D","unique",1,NA
"03090202702","Cochabamba","Sipesipe","JANKA TARHUANI","5124214140-D","unique",1,NA
"03090202710","Cochabamba","Sipesipe","TAMACA","5105310011-D","unique",1,NA
"03090202714","Cochabamba","Sipesipe","MALLACABA","5096174271-D","unique",1,NA
"03090202717","Cochabamba","Sipesipe","CHIHUANQUI","5102303054-D","unique",1,NA
"03090202718","Cochabamba","Sipesipe","TUTUPAYA","5012666971-D","unique",1,NA
"03090202720","Cochabamba","Sipesipe","CHOQUENI","5143447343-D","unique",1,NA
"03090202721","Cochabamba","Sipesipe","MILLU KHASA","5101104136-D","unique",1,NA
"03090202722","Cochabamba","Sipesipe","TACO WILLQUE","5086601927-D","unique",1,NA
"03090202723","Cochabamba","Sipesipe","CULTANI","5075149708-D","unique",1,NA
"03090203002","Cochabamba","Sipesipe","COACHACA CHICO","5226301809-D","unique",1,NA
"03090203004","Cochabamba","Sipesipe","MALLCO CHAPI","5216478038-D","unique",1,NA
"03090203005","Cochabamba","Sipesipe","MALLCO RANCHO","5218872715-D","unique",1,NA
"03090203006","Cochabamba","Sipesipe","CARAMARCA OTAVI","5225697334-D","unique",1,NA
"03090203007","Cochabamba","Sipesipe","PAYACOLLO","5208246802-D","unique",1,NA
"03090203011","Cochabamba","Sipesipe","VINTO CHICO","5223237678-D","unique",1,NA
"03090203047","Cochabamba","Sipesipe","CARRAMARCA","5192892856-D","unique",1,NA
"03090301005","Cochabamba","Tiquipaya","CHAPISIRCA","5433044191-D","unique",1,NA
"03090301008","Cochabamba","Tiquipaya","CUATRO ESQUINAS","5393158057-D","unique",1,NA
"03090301027","Cochabamba","Tiquipaya","CRUZANI","5311984152-D","unique",1,NA
"03090301709","Cochabamba","Tiquipaya","TOTOLIMA","5602813264-D","unique",1,NA
"03090301724","Cochabamba","Tiquipaya","TITIRI LA CUMBRE","5370228360-D","unique",1,NA
"03090301725","Cochabamba","Tiquipaya","MONTE HUAICO","5411560194-D","unique",1,NA
"03090301728","Cochabamba","Tiquipaya","MONTECILLO ALTO","5354217313-D","unique",1,NA
"03090301729","Cochabamba","Tiquipaya","MONTECILLO VERDE","5353288628-D","unique",1,NA
"03090301731","Cochabamba","Tiquipaya","RODEO VERDE","5369249340-D","unique",1,NA
"03090301735","Cochabamba","Tiquipaya","CHACHACOMANI","5471689603-D","unique",1,NA
"03090301736","Cochabamba","Tiquipaya","ELENA RANCHO","5421327425-D","unique",1,NA
"03090301737","Cochabamba","Tiquipaya","HUANCARANCHO","5433512229-D","unique",1,NA
"03090401011","Cochabamba","Vinto","HUARACANI","5252210545-D","unique",1,NA
"03090401035","Cochabamba","Vinto","THIOMOGO","5238849651-D","unique",1,NA
"03090401704","Cochabamba","Vinto","VILOMA GRANDE","5222853554-D","unique",1,NA
"03090401708","Cochabamba","Vinto","CHARINCO","5245648341-D","unique",1,NA
"03090401709","Cochabamba","Vinto","CHINCHILLA","5225346057-D","unique",1,NA
"03090401710","Cochabamba","Vinto","COACHACA GRANDE (SUB CENTRAL VINTO)","5229720815-D","unique",1,NA
"03090401714","Cochabamba","Vinto","THIOMOKO","5235034366-D","unique",1,NA
"03090401715","Cochabamba","Vinto","VILOMILLA","5227036846-D","unique",1,NA
"03090401721","Cochabamba","Vinto","JUANTA VECINAL THIOMOKO","5236867191-D","unique",1,NA
"03090402001","Cochabamba","Vinto","COMBUYO","5263258809-D","unique",1,NA
"03090402002","Cochabamba","Vinto","ANOCARAIRE","5257760875-D","unique",1,NA
"03090402703","Cochabamba","Vinto","CHAQUI POTRERO","5284446689-D","unique",1,NA
"03090402704","Cochabamba","Vinto","LLAVE GRANDE","5275039417-D","unique",1,NA
"03090404002","Cochabamba","Vinto","CALATRANCANI (SUB CENTRAL VINTO)","5256416154-D","unique",1,NA
"03090404008","Cochabamba","Vinto","COLLPA POTRERO","5276607182-D","unique",1,NA
"03090404010","Cochabamba","Vinto","CUCHILLANI","5256566037-D","unique",1,NA
"03090404018","Cochabamba","Vinto","PANTI PATA A","5251600822-D","unique",1,NA
"03090404019","Cochabamba","Vinto","PANTI PATA B","5254084800-D","unique",1,NA
"03090404036","Cochabamba","Vinto","IGMANI","5254837812-D","unique",1,NA
"03090501001","Cochabamba","Colcapirhua","COLCAPIRHUA","5245653175-D","unique",1,NA
"03100101002","Cochabamba","Sacaba","SACABA (DISPERSO)","5207749301-D","unique",1,NA
"03100101704","Cochabamba","Sacaba","ICHOCOLLO","5403058254-D","unique",1,NA
"03100101705","Cochabamba","Sacaba","KALUYO CHICO","5380098574-D","unique",1,NA
"03100101706","Cochabamba","Sacaba","KALUYO GRANDE","5374215043-D","unique",1,NA
"03100101709","Cochabamba","Sacaba","LARATI CHICO","5284564483-D","unique",1,NA
"03100101710","Cochabamba","Sacaba","LARATI GRANDE","5293395798-D","unique",1,NA
"03100101711","Cochabamba","Sacaba","SINDICATO AGRARIO RIO BATEON II","5633916984-D","unique",1,NA
"03100101715","Cochabamba","Sacaba","PISLY","5399210507-D","unique",1,NA
"03100101716","Cochabamba","Sacaba","SAPANANI ALTO","5291126426-D","unique",1,NA
"03100101717","Cochabamba","Sacaba","SINDICATO AGRARIO TRES TETILLAS","5235589261-D","unique",1,NA
"03100101722","Cochabamba","Sacaba","YUNGAS SABACA","5586370136-D","unique",1,NA
"03100101725","Cochabamba","Sacaba","PAJCHA WASA","5285125709-D","unique",1,NA
"03100101727","Cochabamba","Sacaba","LENDE MOKO","5401530627-D","unique",1,NA
"03100101728","Cochabamba","Sacaba","CHALLVIRI","5455024641-D","unique",1,NA
"03100101739","Cochabamba","Sacaba","TRANCA CENTRO","5297953573-D","unique",1,NA
"03100101743","Cochabamba","Sacaba","KEHUIÑAL GRANDE","5297107017-D","unique",1,NA
"03100101744","Cochabamba","Sacaba","KEHUIÑAL CHICO","5295975149-D","unique",1,NA
"03100101745","Cochabamba","Sacaba","KEHUIÑAL","5294698861-D","unique",1,NA
"03100101746","Cochabamba","Sacaba","LARATY CENTRO","5289688050-D","unique",1,NA
"03100101754","Cochabamba","Sacaba","LLACHUJMAYU","5297821853-D","unique",1,NA
"03100101756","Cochabamba","Sacaba","WILLKAPUJIO","5264099625-D","unique",1,NA
"03100101759","Cochabamba","Sacaba","CENTRO CENTILINA","5372976550-D","unique",1,NA
"03100101762","Cochabamba","Sacaba","JATUN CKOCHI","5406822451-D","unique",1,NA
"03100101763","Cochabamba","Sacaba","LAGUNA PAMPA","5396265067-D","unique",1,NA
"03100101766","Cochabamba","Sacaba","MAICA MAYU","5221266232-D","unique",1,NA
"03100101767","Cochabamba","Sacaba","MISTEMAYU","5409659638-D","unique",1,NA
"03100101768","Cochabamba","Sacaba","PALCA CHICA","5405088836-D","unique",1,NA
"03100101769","Cochabamba","Sacaba","SAN JUAN PAMPA","5360143013-D","unique",1,NA
"03100101770","Cochabamba","Sacaba","YANA KAKA","5499364653-D","unique",1,NA
"03100101779","Cochabamba","Sacaba","TUTIMAYU (CRUZ LOMA)","5231111717-D","unique",1,NA
"03100101780","Cochabamba","Sacaba","TUTIMAYU (LLOQUE MAYU)","5227274295-D","unique",1,NA
"03100101781","Cochabamba","Sacaba","TUTIMAYU (CESAR LOMA)","5229988975-D","unique",1,NA
"03100101782","Cochabamba","Sacaba","CRUZ LOMA","5229805262-D","unique",1,NA
"03100102702","Cochabamba","Sacaba","AGUIRRE","5270517220-D","unique",1,NA
"03100102713","Cochabamba","Sacaba","SEGUNDA AGUIRRE","5274247730-D","unique",1,NA
"03100103008","Cochabamba","Sacaba","MESA PATA","5253431080-D","unique",1,NA
"03100103009","Cochabamba","Sacaba","MOLINO BLANCO","5245900194-D","unique",1,NA
"03100103010","Cochabamba","Sacaba","SINDICATO PAMPA UNO","5523259623-D","unique",1,NA
"03100103011","Cochabamba","Sacaba","PATATI GRANDE","5253936893-D","unique",1,NA
"03100103013","Cochabamba","Sacaba","PAMPA 1","5521476449-D","unique",1,NA
"03100103703","Cochabamba","Sacaba","KORI HUMA","5202328936-D","unique",1,NA
"03100103711","Cochabamba","Sacaba","QUINSA MAYU QUIROGA ALTA","5255210631-D","unique",1,NA
"03100103713","Cochabamba","Sacaba","JULLU PAMPA","5244404084-D","unique",1,NA
"03100103714","Cochabamba","Sacaba","PATATI ALTO","5251294604-D","unique",1,NA
"03100103716","Cochabamba","Sacaba","CHIÑATA","5242054593-D","unique",1,NA
"03100103719","Cochabamba","Sacaba","ARBITAYOJ","5578241112-D","unique",1,NA
"03100103720","Cochabamba","Sacaba","15 DE SEPTIEMBRE","5183434694-D","unique",1,NA
"03100104022","Cochabamba","Sacaba","BUENA VISTA BAJA","5210454097-D","unique",1,NA
"03100104023","Cochabamba","Sacaba","KORIHUMA II","5202061086-D","unique",1,NA
"03100104024","Cochabamba","Sacaba","LAVA LAVA ALTA","5219378847-D","unique",1,NA
"03100104025","Cochabamba","Sacaba","PIUJILLA","5192644194-D","unique",1,NA
"03100104027","Cochabamba","Sacaba","TUSCAPUJIO ALTO","5220474513-D","unique",1,NA
"03100105702","Cochabamba","Sacaba","PATATI CHICO","5252123835-D","unique",1,NA
"03100105704","Cochabamba","Sacaba","SINDICATO PILANCHO (CENTRAL UCUCHI)","5244707693-D","unique",1,NA
"03100106001","Cochabamba","Sacaba","CHAUPI MELGA","5221162712-D","unique",1,NA
"03100106002","Cochabamba","Sacaba","CONDOR PUÑUNA","5211715766-D","unique",1,NA
"03100106008","Cochabamba","Sacaba","MELGA","5225876652-D","unique",1,NA
"03100106025","Cochabamba","Sacaba","CESAR LOMA","5231513114-D","unique",1,NA
"03100106701","Cochabamba","Sacaba","CHOQUE CHAMPI","5232730021-D","unique",1,NA
"03100106711","Cochabamba","Sacaba","SINDICATO AGRARIOCHICAGO B","5739997154-D","unique",1,NA
"03100106715","Cochabamba","Sacaba","INCA CORRAL","5227858298-D","unique",1,NA
"03100106722","Cochabamba","Sacaba","1 RO DE MAYO LOMA","5234171784-D","unique",1,NA
"03100106723","Cochabamba","Sacaba","TUSCAPUJYO CENTRO","5224576904-D","unique",1,NA
"03100106733","Cochabamba","Sacaba","SAN ISIDORO","5242182180-D","unique",1,NA
"03100106738","Cochabamba","Sacaba","UTURUNQUILLO","5239482227-D","unique",1,NA
"03100106739","Cochabamba","Sacaba","WARACHI","5239209721-D","unique",1,NA
"03100106740","Cochabamba","Sacaba","CHOLLPA CASA GRANDE","5234500608-D","unique",1,NA
"03100106752","Cochabamba","Sacaba","KHOLUYO","5278759789-D","unique",1,NA
"03100106753","Cochabamba","Sacaba","CATACHILLA ALTA","5232168997-D","unique",1,NA
"03100106780","Cochabamba","Sacaba","SUB CENTRAL SANTA RITA RODEO","5232131828-D","unique",1,NA
"03100201003","Cochabamba","Colomi","AFECTADOS SORA SORA","5341821803-D","unique",1,NA
"03100201004","Cochabamba","Colomi","AFECTADOS TUMUYO","5330565904-D","unique",1,NA
