mesa_code,mesa_number,registered,country_code,country_name,dept_code,dept_name,prov_code,prov_name,mun_code,mun_name,localidad_code,localidad_name,recinto_code,recinto_name,AP,LyP_ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,UNIDAD,PDC,valid_votes,blank_votes,null_votes,votes_cast
2080431,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,496,Puerto Rico,2673,Escuela Puerto Rico,36,2,4,26,3,4,8,56,139,13,62,214
2080441,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,496,Puerto Rico,2673,Escuela Puerto Rico,49,1,4,20,0,0,6,50,130,12,79,221
2080451,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,496,Puerto Rico,2673,Escuela Puerto Rico,47,0,6,25,4,1,13,57,153,15,53,221
2080461,4,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,496,Puerto Rico,2673,Escuela Puerto Rico,33,2,2,32,8,4,13,50,144,4,68,216
2080471,5,132,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,496,Puerto Rico,2673,Escuela Puerto Rico,26,0,1,14,2,1,6,25,75,7,35,117
2080481,1,77,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,497,Villa Barrientos,26164,U.E. Villa Barrientos,3,1,0,7,1,3,1,31,47,2,13,62
2080491,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,498,La Calzada,26165,U.E. La Calzada,13,1,5,34,3,2,10,124,192,2,23,217
2080501,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,498,La Calzada,26165,U.E. La Calzada,11,1,4,17,5,4,7,133,182,8,23,213
2080511,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,498,La Calzada,26165,U.E. La Calzada,14,0,6,31,4,1,12,114,182,8,25,215
2080521,4,201,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,498,La Calzada,26165,U.E. La Calzada,8,4,3,23,6,3,6,95,148,3,26,177
2080531,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,499,Chamaca,2676,Esc. Batallon Colorados,20,1,3,20,5,4,14,105,172,6,31,209
2080541,2,231,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,499,Chamaca,2676,Esc. Batallon Colorados,22,3,9,23,6,1,16,79,159,4,29,192
2080551,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,500,Yanamayu,2677,Esc. Yanamayu,63,3,1,9,2,3,13,84,178,6,26,210
2080561,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,500,Yanamayu,2677,Esc. Yanamayu,42,4,3,11,2,4,8,88,162,9,38,209
2080571,3,148,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,500,Yanamayu,2677,Esc. Yanamayu,31,1,0,7,2,6,5,49,101,1,22,124
2080581,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,501,Calizaya,26167,U.E. Callisaya,27,2,2,15,5,3,14,102,170,9,27,206
2080591,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,501,Calizaya,26167,U.E. Callisaya,29,1,5,19,0,3,14,103,174,5,37,216
2080601,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,501,Calizaya,26167,U.E. Callisaya,36,2,4,19,3,8,20,106,198,4,26,228
2080611,4,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,501,Calizaya,26167,U.E. Callisaya,24,2,4,15,6,1,10,124,186,3,23,212
2080621,5,154,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,501,Calizaya,26167,U.E. Callisaya,19,1,6,7,3,5,12,69,122,4,19,145
2080631,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,502,Charia,26168,U.E. Charia,35,2,4,5,5,9,11,71,142,10,68,220
2080641,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,502,Charia,26168,U.E. Charia,47,7,1,6,5,3,14,93,176,7,48,231
2080651,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,502,Charia,26168,U.E. Charia,57,2,4,6,6,6,11,68,160,13,47,220
2080661,4,168,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,502,Charia,26168,U.E. Charia,28,2,3,8,2,0,8,54,105,8,42,155
2080671,1,259,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,503,Pichari,26169,U.E. Mariscal Sucre,31,1,4,53,1,0,19,73,182,7,40,229
2080681,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,504,San José,2680,Casa de Gobierno,24,2,6,26,8,4,22,73,165,11,34,210
2080691,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,504,San José,2680,Casa de Gobierno,38,3,5,15,6,2,30,69,168,13,40,221
2080701,3,27,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,504,San José,2680,Casa de Gobierno,2,1,0,4,1,1,4,8,21,0,3,24
2080711,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,23,0,5,22,5,0,19,94,168,3,42,213
2080721,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,32,7,4,16,0,4,12,72,147,7,63,217
2080731,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,40,2,4,18,1,7,9,74,155,4,47,206
2080741,4,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,29,3,9,26,3,3,9,83,165,6,48,219
2080751,5,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,41,1,9,15,2,2,8,92,170,7,31,208
2080761,6,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,43,3,2,13,3,4,10,88,166,15,34,215
2080771,7,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,34,1,3,23,5,5,5,86,162,3,52,217
2080781,8,76,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,505,Cota Pata,2681,Colegio Pedro Domingo Murillo,9,0,4,1,1,0,2,38,55,2,14,71
2080791,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,507,Colopampa Grande,26166,U.E. Colopampa Grande,32,1,1,4,5,1,6,68,118,11,93,222
2080801,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,507,Colopampa Grande,26166,U.E. Colopampa Grande,32,0,1,2,7,11,5,87,145,15,77,237
2080811,3,142,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,507,Colopampa Grande,26166,U.E. Colopampa Grande,22,2,0,1,5,1,4,53,88,3,49,140
2080821,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3231,16 de Julio,26170,U.E. 10 de Febrero,48,0,2,12,6,1,9,47,125,5,78,208
2080831,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3231,16 de Julio,26170,U.E. 10 de Febrero,66,1,7,9,6,3,7,50,149,5,66,220
2080841,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3231,16 de Julio,26170,U.E. 10 de Febrero,56,1,2,17,4,6,10,50,146,12,61,219
2080851,4,162,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3231,16 de Julio,26170,U.E. 10 de Febrero,48,1,2,11,4,3,3,31,103,3,46,152
2080861,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3418,Copalani,1,Esc. Pedro Domingo Murillo,32,3,4,17,5,4,6,93,164,7,45,216
2080871,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3418,Copalani,1,Esc. Pedro Domingo Murillo,23,3,6,12,6,5,10,82,147,16,49,212
2080881,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3418,Copalani,1,Esc. Pedro Domingo Murillo,41,3,3,11,5,2,9,85,159,8,49,216
2080891,4,141,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3418,Copalani,1,Esc. Pedro Domingo Murillo,23,0,3,2,2,2,7,53,92,2,39,133
2080901,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3462,Nuevos Horizontes,1,Unidad Educativa Nuevos Horizontes,29,5,2,10,4,2,4,55,111,16,98,225
2080911,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3462,Nuevos Horizontes,1,Unidad Educativa Nuevos Horizontes,35,4,5,6,0,2,8,51,111,13,94,218
2080921,3,219,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3462,Nuevos Horizontes,1,Unidad Educativa Nuevos Horizontes,30,0,5,6,2,3,4,51,101,4,92,197
2080931,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,58,2,2,11,4,4,13,53,147,9,60,216
2080941,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,60,0,5,12,2,2,8,37,126,8,73,207
2080951,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,39,0,2,8,0,2,6,55,112,6,86,204
2080961,4,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,57,2,4,6,2,2,9,44,126,8,81,215
2080971,5,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,55,1,1,12,2,2,5,54,132,8,72,212
2080981,6,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,65,3,2,11,5,2,11,57,156,2,46,204
2080991,7,120,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3463,Siguani Grande,1,Unidad Educativa Siguani Grande,19,0,2,6,2,2,5,26,62,8,36,106
2081001,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3832,Santa Rosa,1,U.E. Santa Rosa,22,1,4,4,3,5,3,65,107,12,104,223
2081011,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3832,Santa Rosa,1,U.E. Santa Rosa,21,7,0,3,7,3,2,87,130,10,81,221
2081021,3,69,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,3832,Santa Rosa,1,U.E. Santa Rosa,5,0,0,2,2,2,2,27,40,1,18,59
2081031,1,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,4127,Las Americas,25544,U.E. Luis Ramos,54,0,2,5,3,3,6,52,125,18,77,220
2081041,2,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,4127,Las Americas,25544,U.E. Luis Ramos,62,0,3,9,3,1,9,66,153,15,55,223
2081051,3,240,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,4127,Las Americas,25544,U.E. Luis Ramos,27,2,2,8,0,6,6,96,147,5,65,217
2081061,4,171,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,4127,Las Americas,25544,U.E. Luis Ramos,27,0,1,5,2,1,8,50,94,12,48,154
2081071,1,84,32,BOLIVIA,2,La Paz,11,Sud Yungas,5,La Asunta,4587,Puerto Mejillones,32300,U.E. Puerto Mejillones,18,0,3,10,0,1,9,27,68,4,11,83
2081081,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,22,8,1,6,7,4,7,102,157,15,53,225
2081091,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,15,2,3,5,6,8,11,100,150,12,61,223
2081101,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,28,2,4,6,6,2,8,111,167,7,50,224
2081111,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,25,3,5,6,7,14,13,95,168,12,50,230
2081121,5,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,30,0,4,1,6,4,11,109,165,6,52,223
2081131,6,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,25,5,5,2,2,5,12,92,148,14,59,221
2081141,7,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,23,2,2,8,13,11,8,116,183,5,35,223
2081151,8,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,31,3,6,8,12,2,5,105,172,14,38,224
2081161,9,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,20,2,1,6,7,6,6,93,141,8,71,220
2081171,10,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,27,6,3,2,7,6,5,88,144,14,58,216
2081181,11,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,26,4,2,9,1,5,13,98,158,13,44,215
2081191,12,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,21,4,4,5,6,7,8,108,163,11,53,227
2081201,13,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,17,1,1,7,8,11,8,110,163,10,51,224
2081211,14,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,18,8,2,10,5,7,5,100,155,17,45,217
2081221,15,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,15,4,6,9,4,5,15,97,155,17,51,223
2081231,16,83,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,508,Pucarani,2307,U.E. Franz Tamayo,7,0,1,2,1,5,4,42,62,1,18,81
2081241,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,509,Cohana,2262,Colegio Cohana,44,3,7,3,7,7,4,71,146,13,72,231
2081251,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,509,Cohana,2262,Colegio Cohana,38,2,8,5,7,7,6,74,147,28,57,232
2081261,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,509,Cohana,2262,Colegio Cohana,32,5,4,2,4,5,6,76,134,28,63,225
2081271,4,181,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,509,Cohana,2262,Colegio Cohana,26,2,4,2,3,20,0,60,117,16,39,172
2081281,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,20,3,3,5,7,5,1,91,135,9,79,223
2081291,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,22,2,2,1,5,11,0,92,135,13,77,225
2081301,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,15,4,3,1,10,2,4,101,140,12,73,225
2081311,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,22,1,5,9,5,1,5,88,136,13,74,223
2081321,5,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,18,5,2,1,6,4,9,79,124,15,65,204
2081331,6,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,14,2,2,2,10,1,2,86,119,19,75,213
2081341,7,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,19,4,0,2,2,3,5,99,134,17,71,222
2081351,8,236,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,2320,Colegio San Salvador,24,5,4,5,8,1,9,78,134,15,64,213
2081361,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,32345,U.E. Santa Ana,25,5,1,2,6,4,5,100,148,14,73,235
2081371,2,191,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,510,Patamanta,32345,U.E. Santa Ana,13,1,2,3,1,1,1,95,117,15,55,187
2081381,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,511,Villa Iquiaca,2263,Colegio Mario Gutierrez,30,5,4,5,5,5,4,96,154,16,55,225
2081391,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,511,Villa Iquiaca,2263,Colegio Mario Gutierrez,20,5,3,4,7,1,5,89,134,14,78,226
2081401,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,511,Villa Iquiaca,2263,Colegio Mario Gutierrez,22,2,8,1,5,4,9,105,156,12,59,227
2081411,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,511,Villa Iquiaca,2263,Colegio Mario Gutierrez,30,4,8,5,6,2,7,93,155,17,58,230
2081421,5,68,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,511,Villa Iquiaca,2263,Colegio Mario Gutierrez,11,2,1,1,2,1,3,28,49,4,12,65
2081431,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,512,Chojasivi,2264,Escuela Chojasivi,29,3,4,2,12,7,5,93,155,16,58,229
2081441,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,512,Chojasivi,2264,Escuela Chojasivi,36,1,1,2,7,9,3,102,161,12,57,230
2081451,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,512,Chojasivi,2264,Escuela Chojasivi,41,1,4,5,8,10,3,88,160,8,60,228
2081461,4,231,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,512,Chojasivi,2264,Escuela Chojasivi,20,3,2,4,10,8,4,84,135,8,75,218
2081471,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,513,Lacaya,25738,U.E. Mariscal de Ayacucho,37,5,5,5,4,5,2,71,134,18,78,230
2081481,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,513,Lacaya,25738,U.E. Mariscal de Ayacucho,25,8,2,4,5,2,5,91,142,18,68,228
2081491,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,513,Lacaya,25738,U.E. Mariscal de Ayacucho,22,3,1,2,12,2,5,69,116,23,85,224
2081501,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,513,Lacaya,25738,U.E. Mariscal de Ayacucho,31,6,3,3,8,2,2,63,118,22,89,229
2081511,5,100,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,513,Lacaya,25738,U.E. Mariscal de Ayacucho,7,0,1,2,2,0,0,45,57,11,27,95
2081521,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,514,Villa Pabon de Chiarpata,2265,Colegio Chiarpata,24,2,4,4,3,8,8,101,154,11,65,230
2081531,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,514,Villa Pabon de Chiarpata,2265,Colegio Chiarpata,20,5,4,5,3,9,4,101,151,12,62,225
2081541,3,66,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,514,Villa Pabon de Chiarpata,2265,Colegio Chiarpata,10,1,0,1,1,8,1,22,44,4,16,64
2081551,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,515,Catavi,2266,Escuela Catavi,13,3,3,3,9,5,7,92,135,7,81,223
2081561,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,515,Catavi,2266,Escuela Catavi,15,3,4,2,11,2,9,92,138,15,77,230
2081571,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,515,Catavi,2266,Escuela Catavi,22,2,4,2,5,4,9,78,126,17,84,227
2081581,4,185,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,515,Catavi,2266,Escuela Catavi,9,2,2,3,3,8,11,63,101,8,67,176
2081591,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,516,Ascención Chipamaya,2267,Esc. Central Chipamaya,16,3,1,7,6,6,8,78,125,9,90,224
2081601,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,516,Ascención Chipamaya,2267,Esc. Central Chipamaya,17,1,1,7,3,6,11,85,131,11,81,223
2081611,3,99,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,516,Ascención Chipamaya,2267,Esc. Central Chipamaya,9,1,2,0,2,2,1,38,55,8,29,92
2081621,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,517,Villa Rosario Corapata,25736,U.E. Corapata,23,3,1,1,7,5,4,116,160,21,46,227
2081631,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,517,Villa Rosario Corapata,25736,U.E. Corapata,23,2,1,3,14,9,7,101,160,10,57,227
2081641,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,517,Villa Rosario Corapata,25736,U.E. Corapata,25,5,1,3,4,5,3,115,161,14,47,222
2081651,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,517,Villa Rosario Corapata,25736,U.E. Corapata,21,3,3,4,5,3,2,112,153,19,58,230
2081661,5,228,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,517,Villa Rosario Corapata,25736,U.E. Corapata,12,4,3,4,2,2,3,106,136,17,66,219
2081671,1,44,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,517,Villa Rosario Corapata,32204,U. E. 24 de Junio,5,1,0,1,0,1,0,23,31,1,8,40
2081681,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,518,Chojña Collo,2338,Col. Nal.Chojña Collo,34,2,3,6,10,9,6,95,165,18,56,239
2081691,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,518,Chojña Collo,2338,Col. Nal.Chojña Collo,27,5,4,2,11,6,3,88,146,29,64,239
2081701,3,57,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,518,Chojña Collo,2338,Col. Nal.Chojña Collo,9,2,0,3,2,1,1,21,39,5,13,57
2081711,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,31,2,2,5,6,1,5,76,128,12,94,234
2081721,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,18,7,4,2,11,1,3,68,114,18,94,226
2081731,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,29,2,1,3,9,2,5,77,128,11,89,228
2081741,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,24,2,5,5,10,0,2,52,100,17,115,232
2081751,5,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,30,6,1,4,7,3,1,60,112,16,104,232
2081761,6,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,15,3,0,4,10,1,0,81,114,23,95,232
2081771,7,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,27,3,0,5,4,1,3,78,121,13,99,233
2081781,8,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,25,5,2,3,11,2,5,74,127,9,93,229
2081791,9,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,30,2,1,3,5,1,2,77,121,13,97,231
2081801,10,189,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,520,Villa Vilaque,2269,Escuela Antofagasta,26,4,2,2,8,1,2,50,95,11,76,182
2081811,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,20,3,2,7,4,1,3,69,109,14,96,219
2081821,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,23,3,1,6,3,5,9,79,129,15,80,224
2081831,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,18,2,5,2,3,1,11,72,114,12,101,227
2081841,4,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,16,0,6,4,3,5,3,85,122,12,85,219
2081851,5,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,31,0,5,2,2,4,8,71,123,20,87,230
2081861,6,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,29,1,2,6,7,0,3,65,113,11,101,225
2081871,7,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,26,1,2,1,9,4,6,78,127,11,84,222
2081881,8,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,20,2,1,2,8,6,8,79,126,12,86,224
2081891,9,86,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,533,Huayna Potosi,25737,U.E. Boliviano Japones,10,1,0,0,1,2,0,34,48,1,35,84
2081901,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,544,Aygachi,2260,Esc. Gualberto Villarroel,27,4,7,5,5,7,7,94,156,12,60,228
2081911,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,544,Aygachi,2260,Esc. Gualberto Villarroel,35,1,6,0,2,7,11,62,124,10,94,228
2081921,3,240,32,BOLIVIA,2,La Paz,12,Los Andes,1,Pucarani,544,Aygachi,2260,Esc. Gualberto Villarroel,32,3,3,3,11,11,6,70,139,14,65,218
2081931,1,240,32,BOLIVIA,2,La Paz,12,Los Andes,2,Laja,521,Laja,2316,U. E. Pedro Domingo Murillo,21,3,2,7,4,3,7,91,138,9,75,222
2081941,2,240,32,BOLIVIA,2,La Paz,12,Los Andes,2,Laja,521,Laja,2316,U. E. Pedro Domingo Murillo,28,2,3,2,6,11,5,79,136,9,76,221
