mesa_code,mesa_number,registered,country_code,country_name,dept_code,dept_name,prov_code,prov_name,mun_code,mun_name,localidad_code,localidad_name,recinto_code,recinto_name,PDC,LIBRE,valid_votes,blank_votes,null_votes,votes_cast
2025801,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,123,84,207,1,10,218
2025811,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,82,130,212,1,8,221
2025821,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,88,119,207,1,5,213
2025831,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,129,85,214,0,11,225
2025841,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,110,90,200,1,5,206
2025851,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,147,62,209,2,8,219
2025861,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,83,110,193,2,9,204
2025871,9,102,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,37,53,90,0,1,91
2025881,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,93,108,201,0,10,211
2025891,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,105,104,209,0,8,217
2025901,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,133,78,211,2,10,223
2025911,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,98,110,208,1,4,213
2025921,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,140,70,210,1,7,218
2025931,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,94,111,205,2,6,213
2025941,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,137,81,218,1,3,222
2025951,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,108,95,203,1,8,212
2025961,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,96,114,210,0,4,214
2025971,10,115,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25030,Unidad Educativa Mallasa,43,51,94,1,3,98
2025981,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,54,153,207,4,3,214
2025991,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,53,148,201,2,6,209
2026001,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,73,137,210,2,5,217
2026011,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,77,124,201,2,6,209
2026021,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,106,104,210,0,11,221
2026031,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,65,143,208,4,4,216
2026041,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,95,103,198,3,5,206
2026051,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,91,112,203,2,4,209
2026061,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,70,144,214,1,3,218
2026071,10,239,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25031,Centro de Capacitacion Inti Paxsi,108,99,207,2,6,215
2026081,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,52,161,213,2,4,219
2026091,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,49,157,206,1,10,217
2026101,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,67,145,212,0,7,219
2026111,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,52,155,207,2,6,215
2026121,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,57,160,217,3,6,226
2026131,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,61,151,212,1,8,221
2026141,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,52,161,213,1,5,219
2026151,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,45,159,204,1,6,211
2026161,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,58,159,217,2,4,223
2026171,10,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,52,163,215,2,3,220
2026181,11,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,66,138,204,3,4,211
2026191,12,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,65,149,214,0,9,223
2026201,13,129,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1004,Escuela Superior de Formación de Maestros Simón Bolívar,24,85,109,1,4,114
2026211,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,50,151,201,0,5,206
2026221,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,62,146,208,1,8,217
2026231,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,50,160,210,0,6,216
2026241,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,37,166,203,0,10,213
2026251,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,52,161,213,3,4,220
2026261,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,79,125,204,1,8,213
2026271,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,85,123,208,1,10,219
2026281,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,53,148,201,2,8,211
2026291,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,67,141,208,1,2,211
2026301,10,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,40,178,218,1,4,223
2026311,11,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,64,145,209,0,5,214
2026321,12,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,60,154,214,1,4,219
2026331,13,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,43,171,214,0,6,220
2026341,14,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,50,152,202,1,2,205
2026351,15,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,74,133,207,1,10,218
2026361,16,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,51,161,212,1,5,218
2026371,17,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,62,141,203,0,8,211
2026381,18,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,51,157,208,1,3,212
2026391,19,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,60,150,210,0,10,220
2026401,20,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,87,124,211,2,6,219
2026411,21,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,58,145,203,1,8,212
2026421,22,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,41,171,212,0,5,217
2026431,23,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,35,170,205,0,3,208
2026441,24,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,47,157,204,1,11,216
2026451,25,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,48,157,205,1,8,214
2026461,26,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,63,141,204,1,3,208
2026471,27,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,51,167,218,0,4,222
2026481,28,53,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1010,U.E. 6 de Junio,8,38,46,0,2,48
2026491,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,48,173,221,1,2,224
2026501,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,52,159,211,0,3,214
2026511,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,48,151,199,1,8,208
2026521,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,53,158,211,1,4,216
2026531,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,57,139,196,0,10,206
2026541,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,49,165,214,0,7,221
2026551,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,55,152,207,0,10,217
2026561,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,34,175,209,0,3,212
2026571,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,41,167,208,1,5,214
2026581,10,53,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,25337,U.E. Gran Bretaña A,12,35,47,1,2,50
2026591,1,249,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,32310,U.E. Jesús Divino Maestro,53,179,232,0,6,238
2026601,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,47,160,207,0,12,219
2026611,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,36,171,207,0,5,212
2026621,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,74,141,215,1,6,222
2026631,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,40,162,202,2,8,212
2026641,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,35,174,209,1,6,216
2026651,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,57,136,193,0,6,199
2026661,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,80,133,213,0,4,217
2026671,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,50,158,208,0,1,209
2026681,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,48,162,210,1,9,220
2026691,10,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,62,140,202,2,9,213
2026701,11,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,40,171,211,0,7,218
2026711,12,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,35,168,203,0,7,210
2026721,13,254,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,41,176,217,2,7,226
2026731,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,100,95,195,1,13,209
2026741,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,104,110,214,0,7,221
2026751,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,90,122,212,0,9,221
2026761,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,102,98,200,2,5,207
2026771,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,118,99,217,1,6,224
2026781,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,127,89,216,0,4,220
2026791,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,112,97,209,1,5,215
2026801,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,92,107,199,0,13,212
2026811,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,111,92,203,0,6,209
2026821,10,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,123,85,208,1,5,214
2026831,11,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,110,94,204,2,20,226
2026841,12,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,104,108,212,2,5,219
2026851,13,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,122,88,210,0,9,219
2026861,14,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,98,113,211,0,4,215
2026871,15,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,82,124,206,1,13,220
2026881,16,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,123,88,211,0,8,219
2026891,17,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,117,91,208,3,8,219
2026901,18,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,132,76,208,0,32,240
2026911,19,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,87,109,196,0,9,205
2026921,20,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,100,108,208,0,9,217
2026931,21,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,94,119,213,0,5,218
2026941,22,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,95,120,215,1,2,218
2026951,23,109,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,40,51,91,0,9,100
2026961,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,83,130,213,0,11,224
2026971,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,67,134,201,1,7,209
2026981,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,79,130,209,1,8,218
2026991,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,78,133,211,0,7,218
2027001,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,67,138,205,2,13,220
2027011,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,90,122,212,1,8,221
2027021,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,127,91,218,1,6,225
2027031,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,70,139,209,1,7,217
2027041,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,52,149,201,0,15,216
2027051,10,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,104,104,208,0,7,215
2027061,11,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,50,152,202,2,7,211
2027071,12,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,79,131,210,0,10,220
2027081,13,160,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,26173,Sede Social de Bella Vista Central   II,59,86,145,0,4,149
2027091,1,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,69,129,198,0,10,208
2027101,2,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,54,155,209,2,7,218
2027111,3,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,83,123,206,0,11,217
2027121,4,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,103,106,209,1,7,217
2027131,5,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,82,110,192,0,12,204
2027141,6,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,66,138,204,1,9,214
2027151,7,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,124,91,215,0,7,222
2027161,8,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,98,109,207,0,9,216
2027171,9,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,132,84,216,0,6,222
2027181,10,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,71,133,204,1,9,214
2027191,11,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,60,148,208,0,3,211
2027201,12,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,91,115,206,1,9,216
2027211,13,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,95,103,198,1,7,206
2027221,14,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,50,155,205,3,3,211
2027231,15,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,74,134,208,1,4,213
2027241,16,240,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,46,166,212,1,7,220
2027251,17,61,32,BOLIVIA,2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1101,U. E. Fuerzas Armadas De La Nación,16,40,56,0,1,57
