mesa_code,mesa_number,registered,country_code,country_name,dept_code,dept_name,prov_code,prov_name,mun_code,mun_name,localidad_code,localidad_name,recinto_code,recinto_name,PDC,LIBRE,valid_votes,blank_votes,null_votes,votes_cast
5012351,2,33,32,BOLIVIA,5,Potosí,4,Chayanta,1,Colquechaca,3947,Comunidad Jamachiri Distrito Chairapata,1,U.E. Jaime Mendoza De Jamachiri,27,2,29,1,3,33
5012361,1,135,32,BOLIVIA,5,Potosí,4,Chayanta,1,Colquechaca,4083,Viluyo,25489,U.E. Tomas Katari de Viluyo,114,4,118,3,10,131
5012371,1,244,32,BOLIVIA,5,Potosí,4,Chayanta,1,Colquechaca,4100,Collpacochi,25509,U.E. Juana Azurduy De Padilla De San Lazaro,159,23,182,2,34,218
5012381,1,169,32,BOLIVIA,5,Potosí,4,Chayanta,1,Colquechaca,4569,Turco,32278,U.E. 27 de Mayo de Thurko,130,7,137,0,26,163
5012391,1,139,32,BOLIVIA,5,Potosí,4,Chayanta,1,Colquechaca,4570,Chuarani,32279,U.E. Topater,106,13,119,6,11,136
5012401,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,125,22,147,9,35,191
5012411,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,130,25,155,5,25,185
5012421,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,117,33,150,7,33,190
5012431,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,149,26,175,4,17,196
5012441,5,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,108,36,144,6,29,179
5012451,6,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,130,34,164,7,25,196
5012461,7,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,126,27,153,4,20,177
5012471,8,52,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,29,7,36,0,11,47
5012481,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1579,Pitantora,148,Esc. Pitantora,140,22,162,5,15,182
5012491,2,83,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1579,Pitantora,148,Esc. Pitantora,46,7,53,2,8,63
5012501,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1580,Tomoyo,149,Esc. Tomoyo,140,20,160,15,25,200
5012511,2,65,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1580,Tomoyo,149,Esc. Tomoyo,39,9,48,1,7,56
5012521,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1581,Antora,150,Esc. Antora,94,61,155,13,34,202
5012531,2,43,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1581,Antora,150,Esc. Antora,22,9,31,0,5,36
5012541,1,210,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1583,Huaycoma,152,Esc. Huaycoma,94,13,107,6,29,142
5012551,1,126,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1584,Toroca,153,Toroca,69,4,73,6,30,109
5012561,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1599,Yurubamba,487,Esc. S. Yurubamba,170,17,187,2,15,204
5012571,2,126,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,1599,Yurubamba,487,Esc. S. Yurubamba,83,12,95,1,8,104
5012581,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,2823,Rodeo Huayllas,482,Esc. Central Rodeo Huayllas,139,26,165,5,38,208
5012591,2,98,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,2823,Rodeo Huayllas,482,Esc. Central Rodeo Huayllas,64,8,72,0,7,79
5012601,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,2826,Molle Molle,481,Esc. Seccional Molle Molle,171,9,180,9,23,212
5012611,2,177,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,2826,Molle Molle,481,Esc. Seccional Molle Molle,113,19,132,9,20,161
5012621,1,79,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,2910,Luqui Pampa,500,Esc. Secc. Luqui Pampa,43,7,50,1,8,59
5012631,1,219,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3211,Sasanta Socorro,578,Esc. Sasanta,148,13,161,5,25,191
5012641,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3212,Cuturi Quirpe,579,Esc. Central 1ro. de Mayo,142,19,161,2,27,190
5012651,2,89,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3212,Cuturi Quirpe,579,Esc. Central 1ro. de Mayo,58,4,62,2,7,71
5012661,1,168,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3283,Moko Kotani,1,Esc. Seccional Moko Kotani,90,14,104,2,34,140
5012671,1,133,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3284,Lamphasuni,1,Esc. Lamphasuni,74,5,79,10,21,110
5012681,1,258,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3326,Teja Molino,1,Esc. Secc. Teja Molino,137,13,150,17,32,199
5012691,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3327,Saucy Mayu,1,Esc. Central Saucy Mayu,145,12,157,7,42,206
5012701,2,161,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3327,Saucy Mayu,1,Esc. Central Saucy Mayu,97,8,105,4,35,144
5012711,1,239,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3352,Lacayani,1,Esc. Lacayani,151,15,166,4,28,198
5012721,1,119,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3728,San Luis de Chipirina,2,Esc. Chipirina,66,8,74,1,17,92
5012731,1,236,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3729,Sorocoto,2,Col. Jose Alonso De Ibañez,144,17,161,4,41,206
5012741,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3949,Janina,1,U.E. Janina,150,14,164,9,25,198
5012751,2,60,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3949,Janina,1,U.E. Janina,44,3,47,0,6,53
5012761,1,122,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3950,Challuma,1,Esc. Challuma,73,10,83,4,12,99
5012771,1,156,32,BOLIVIA,5,Potosí,4,Chayanta,2,Ravelo,3951,Moroto,1,Esc. Moroto,59,16,75,13,37,125
5012781,1,216,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1567,Kapar Rancho,135,Esc. Kaparancho,169,16,185,2,22,209
5012791,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,168,24,192,1,23,216
5012801,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,154,34,188,6,20,214
5012811,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,148,26,174,5,29,208
5012821,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,136,34,170,2,30,202
5012831,5,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,135,40,175,5,27,207
5012841,6,189,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,121,21,142,1,12,155
5012851,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,163,22,185,5,17,207
5012861,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,137,37,174,5,26,205
5012871,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,125,55,180,3,26,209
5012881,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,126,40,166,6,17,189
5012891,5,106,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,64,17,81,2,9,92
5012901,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1586,Jarana,157,U. E. Jarana,174,11,185,4,24,213
5012911,2,193,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1586,Jarana,157,U. E. Jarana,125,11,136,3,37,176
5012921,1,197,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1587,Comunidad Saye,158,U.E. Saye,157,5,162,3,30,195
5012931,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1588,Huancarani,159,U. E. Huancarani,168,18,186,3,16,205
5012941,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1588,Huancarani,159,U. E. Huancarani,115,26,141,2,65,208
5012951,3,159,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1588,Huancarani,159,U. E. Huancarani,96,21,117,6,18,141
5012961,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1589,Vila Vila,160,U. E. Vila Vila,182,9,191,3,35,229
5012971,2,117,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1589,Vila Vila,160,U. E. Vila Vila,104,3,107,1,3,111
5012981,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1590,Collana Tuica,161,U. E. Collana Tuica,187,11,198,1,26,225
5012991,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1590,Collana Tuica,161,U. E. Collana Tuica,174,7,181,1,19,201
5013001,3,22,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1590,Collana Tuica,161,U. E. Collana Tuica,19,0,19,0,3,22
5013011,1,94,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1591,Cenajo,162,U. E. Senajo,49,19,68,4,5,77
5013021,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1593,Comunidad de Sarijchi,164,U.E. Sarijchi,115,25,140,7,50,197
5013031,2,111,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1593,Comunidad de Sarijchi,164,U.E. Sarijchi,70,3,73,2,15,90
5013041,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,187,9,196,5,36,237
5013051,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,171,23,194,1,27,222
5013061,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,199,7,206,0,22,228
5013071,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,199,13,212,0,24,236
5013081,5,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,177,6,183,2,42,227
5013091,6,36,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,34,0,34,0,2,36
5013101,1,132,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1595,San Juan de Arrospata,166,U. E. Arrozpata,98,4,102,1,24,127
5013111,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1596,Quesem Phuco,167,Nucleo Escolar Kesimpucu,172,6,178,13,30,221
5013121,2,196,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,1596,Quesem Phuco,167,Nucleo Escolar Kesimpucu,138,25,163,8,18,189
5013131,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,201,14,215,0,13,228
5013141,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,190,16,206,5,24,235
5013151,3,197,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,132,12,144,2,41,187
5013161,1,119,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,2828,Yahuaco,485,U. E. Yahuaco,70,14,84,4,17,105
5013171,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,2829,Villa Alcarapi,468,U. E. Villa Alcarapi,205,4,209,0,21,230
5013181,2,140,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,2829,Villa Alcarapi,468,U. E. Villa Alcarapi,111,6,117,0,18,135
5013191,1,211,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3037,Tomoyo  B,523,U. E. Tomoyo,137,17,154,4,17,175
5013201,1,91,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3143,Pacotanca,555,U.E. Elizardo Pérez,76,2,78,0,6,84
5013211,1,190,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3213,Jachataco,580,U. E. Jachataco,90,13,103,10,12,125
5013221,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,175,13,188,5,29,222
5013231,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,192,9,201,2,24,227
5013241,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,181,11,192,4,22,218
5013251,4,30,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,22,1,23,2,5,30
5013261,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3390,Collpa Ckasa,1,U. E. Collpa Ckasa,139,17,156,5,31,192
5013271,2,30,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3390,Collpa Ckasa,1,U. E. Collpa Ckasa,19,1,20,0,0,20
5013281,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3501,Achacana,1,U. E. Achacana,183,7,190,7,23,220
5013291,2,203,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3501,Achacana,1,U. E. Achacana,154,10,164,1,26,191
5013301,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3945,Cachuyo,1,U. E. Cachuyo,140,21,161,3,34,198
5013311,2,41,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,3945,Cachuyo,1,U. E. Cachuyo,24,4,28,1,7,36
5013321,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4461,Corojti,26492,U.E.Corojti,170,19,189,4,17,210
5013331,2,22,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4461,Corojti,26492,U.E.Corojti,15,2,17,1,2,20
5013341,1,157,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4508,Vilapampa,32145,U. E. Vilapampa,116,10,126,4,11,141
5013351,1,121,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4563,Yusfaya,32268,U.E.Yusfaya,102,5,107,1,7,115
5013361,1,140,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4573,Totora,32282,U.E. Totora,119,3,122,0,15,137
5013371,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4594,Taracachi,32336,U.E. Taracachi,180,17,197,3,40,240
5013381,2,88,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4594,Taracachi,32336,U.E. Taracachi,71,3,74,3,10,87
5013391,1,207,32,BOLIVIA,5,Potosí,4,Chayanta,3,Pocoata,4615,Chacafuco,32384,U.E. Chacafuco,142,20,162,16,17,195
5013401,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1582,Ckara Ckara,151,Esc. Kara Kara,138,12,150,9,28,187
5013411,2,149,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1582,Ckara Ckara,151,Esc. Kara Kara,74,21,95,15,16,126
5013421,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,131,22,153,1,36,190
5013431,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,150,20,170,4,31,205
5013441,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,142,25,167,7,34,208
5013451,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,143,23,166,5,34,205
5013461,5,123,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,58,16,74,3,22,99
5013471,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,128,27,155,3,44,202
5013481,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,147,19,166,6,28,200
5013491,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,154,19,173,6,29,208
5013501,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,139,12,151,7,25,183
5013511,5,151,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,98,7,105,3,7,115
5013521,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,146,19,165,6,39,210
5013531,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,163,17,180,7,28,215
5013541,3,247,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,150,22,172,3,41,216
5013551,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1600,Marcoma,171,Esc. Seccional Marcoma,126,18,144,8,41,193
5013561,2,140,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,1600,Marcoma,171,Esc. Seccional Marcoma,91,10,101,3,11,115
5013571,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,3085,Yurimata,524,Esc. Yurimata,148,19,167,8,25,200
5013581,2,37,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,3085,Yurimata,524,Esc. Yurimata,24,1,25,0,4,29
5013591,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,3145,Peaña,556,Esc. Simon Bolivar De Peana,149,12,161,4,38,203
5013601,2,72,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,3145,Peaña,556,Esc. Simon Bolivar De Peana,34,2,36,0,28,64
5013611,1,141,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,3948,Roco Roco,1,Esc. Roco Roco,71,19,90,4,29,123
5013621,1,168,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,4056,Chaupiloma,25387,U.E. Chaupi Loma,101,17,118,5,15,138
5013631,1,214,32,BOLIVIA,5,Potosí,4,Chayanta,4,Ocurí,4057,Jatumwasi,25388,U.E. Collpa,123,14,137,9,32,178
5013641,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,125,21,146,9,26,181
5013651,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,139,23,162,8,35,205
5013661,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,126,24,150,20,27,197
5013671,4,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,112,28,140,12,36,188
5013681,5,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,138,18,156,2,29,187
5013691,6,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,125,21,146,7,48,201
5013701,7,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,121,23,144,10,37,191
5013711,8,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,125,16,141,12,34,187
5013721,9,174,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,82,28,110,1,32,143
5013731,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,160,13,173,4,22,199
5013741,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,156,9,165,7,27,199
5013751,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,141,23,164,5,24,193
5013761,4,75,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,55,5,60,1,6,67
5013771,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,192,5,197,1,13,211
5013781,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,154,21,175,11,31,217
5013791,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,160,13,173,11,33,217
5013801,4,73,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,43,3,46,0,16,62
5013811,1,170,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1571,Salinas Baja,138,U. E. Oscar Alfaro De Salinas Baja,126,10,136,3,20,159
5013821,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,137,8,145,6,35,186
5013831,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,129,20,149,6,42,197
5013841,3,67,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,40,11,51,3,8,62
5013851,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,152,24,176,10,27,213
5013861,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,142,21,163,16,31,210
5013871,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,151,17,168,12,37,217
5013881,4,114,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,75,8,83,5,19,107
5013891,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,2822,Tomaycuri,465,U. E. 6 de Junio,137,22,159,5,39,203
5013901,2,218,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,2822,Tomaycuri,465,U. E. 6 de Junio,130,17,147,2,35,184
5013911,1,226,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3144,Comunidad Colcha Pocro,553,U.E. Simón Bolivar de Choquecayara Baja,154,11,165,2,40,207
5013921,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,154,15,169,3,36,208
5013931,2,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,131,21,152,3,38,193
5013941,3,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,148,27,175,5,29,209
5013951,4,140,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,92,8,100,3,21,124
5013961,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3389,Challviri,1,U.E. Gualberto Villarroel de Challviri,131,18,149,20,40,209
5013971,2,223,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3389,Challviri,1,U.E. Gualberto Villarroel de Challviri,118,21,139,12,37,188
5013981,1,226,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,3854,Titiri,1,U. E. Gualberto Villarroel de Titiri,160,11,171,7,21,199
5013991,1,156,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,4055,Milluri,25386,U. E. Avelino Siñani de Milluri,110,25,135,4,15,154
5014001,1,133,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,4082,Qheojo,25488,U.E. 1ro. de Mayo De Qheojo,99,6,105,0,20,125
5014011,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,4564,Yocona Centro,32272,U.E. Potosí de Yocona Centro,186,13,199,7,19,225
5014021,2,64,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,4564,Yocona Centro,32272,U.E. Potosí de Yocona Centro,54,2,56,0,5,61
5014031,1,240,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,4571,Pampa Colorada,32281,U.E. Moto Mendez,184,9,193,4,15,212
5014041,2,26,32,BOLIVIA,5,Potosí,4,Chayanta,5,San Pedro de Macha,4571,Pampa Colorada,32281,U.E. Moto Mendez,24,0,24,0,2,26
5014051,1,240,32,BOLIVIA,5,Potosí,5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,141,37,178,7,14,199
5014061,2,240,32,BOLIVIA,5,Potosí,5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,139,26,165,8,29,202
5014071,3,240,32,BOLIVIA,5,Potosí,5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,160,23,183,6,8,197
5014081,4,240,32,BOLIVIA,5,Potosí,5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,138,23,161,11,21,193
