CodigoMesa,Descripcion,CodigoPais,NombrePais,CodigoDepartamento,NombreDepartamento,CodigoCircunscripcionU,CodigoCircunscripcionE,CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,NumeroMesa,InscritosHabilitados,Voto1,Voto2,Voto3,Voto4,Voto5,Voto6,Voto7,Voto8,Voto9,Voto10,Voto11,Voto12,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
2082591,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,2,Laja,4596,Comunidad Indígena Originaria Capiri,32341,U.E. Capiri,2,52,10,0,2,0,2,1,4,0,0,14,0,0,33,2,13,0,13,48,33,48
2082601,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,2,Laja,4600,Comunidad Indígena Originaria Sequeri,32365,U.E. Sequeri,1,113,10,4,7,0,3,8,2,0,1,34,0,0,69,7,37,0,37,113,69,113
2082611,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,1,240,18,3,1,0,19,3,2,0,6,97,0,0,149,5,72,0,72,226,149,226
2082621,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,2,240,13,1,2,0,10,6,0,0,7,133,0,0,172,6,44,0,44,222,172,222
2082631,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,3,240,11,3,1,0,9,3,6,0,4,107,0,0,144,9,62,0,62,215,144,215
2082641,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,4,240,22,2,2,0,3,5,3,0,4,99,0,0,140,10,62,0,62,212,140,212
2082651,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,5,240,22,1,2,0,6,2,5,0,4,122,0,0,164,9,55,0,55,228,164,228
2082661,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,6,240,8,1,2,0,9,1,5,0,9,128,0,0,163,6,53,0,53,222,163,222
2082671,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,7,240,10,2,1,0,7,3,10,0,12,104,0,0,149,9,71,0,71,229,149,229
2082681,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,8,240,23,4,0,0,13,5,2,0,3,113,0,0,163,7,50,0,50,220,163,220
2082691,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,9,240,10,4,2,0,6,4,7,0,6,123,0,0,162,7,40,0,40,209,162,209
2082701,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,10,240,18,5,2,0,5,3,5,0,5,105,0,0,148,11,65,0,65,224,148,224
2082711,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,11,240,5,2,3,0,6,2,4,0,8,139,0,0,169,5,44,0,44,218,169,218
2082721,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,12,240,13,2,1,0,6,8,4,0,5,128,0,0,167,11,51,0,51,229,167,229
2082731,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,13,240,21,4,6,0,2,2,6,0,3,92,0,0,136,9,78,0,78,223,136,223
2082741,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,14,240,15,1,5,0,2,3,2,0,4,90,0,0,122,22,73,0,73,217,122,217
2082751,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,15,240,13,5,2,0,4,3,2,0,10,96,0,0,135,13,66,0,66,214,135,214
2082761,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,529,Batallas,2253,Escuela Genoveva Rios,16,55,4,0,0,0,0,0,3,0,0,27,0,0,34,2,17,0,17,53,34,53
2082771,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,530,Asunción de Caluyo,25740,U.E. Villa Asunción De Caluyo,1,234,13,3,3,0,2,9,6,0,2,129,0,0,167,4,52,0,52,223,167,223
2082781,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,531,Carhuiza,2274,Col. Fiscal Boliviano Cubano,1,240,15,3,4,0,7,2,4,0,5,128,0,0,168,10,41,0,41,219,168,219
2082791,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,531,Carhuiza,2274,Col. Fiscal Boliviano Cubano,2,240,19,3,3,0,5,3,16,0,5,111,0,0,165,8,56,0,56,229,165,229
2082801,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,531,Carhuiza,2274,Col. Fiscal Boliviano Cubano,3,240,23,2,7,0,14,5,10,0,4,114,0,0,179,8,39,0,39,226,179,226
2082811,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,531,Carhuiza,2274,Col. Fiscal Boliviano Cubano,4,126,8,0,0,0,1,0,1,0,3,78,0,0,91,6,18,0,18,115,91,115
2082821,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,532,Villa Remedios de Calazaya,25739,U.E. Calasaya,1,240,28,5,0,0,4,3,12,0,6,102,0,0,160,12,52,0,52,224,160,224
2082831,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,532,Villa Remedios de Calazaya,25739,U.E. Calasaya,2,240,34,4,5,0,5,2,11,0,11,89,0,0,161,12,53,0,53,226,161,226
2082841,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,532,Villa Remedios de Calazaya,25739,U.E. Calasaya,3,217,25,2,3,0,9,4,4,0,2,95,0,0,144,12,49,0,49,205,144,205
2082851,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,534,Yaurichambi,2336,Colegio Don Bosco,1,240,12,3,2,0,3,2,8,0,11,116,0,0,157,8,62,0,62,227,157,227
2082861,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,534,Yaurichambi,2336,Colegio Don Bosco,2,240,24,2,2,0,6,7,4,0,5,75,0,0,125,13,84,0,84,222,125,222
2082871,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,534,Yaurichambi,2336,Colegio Don Bosco,3,240,25,1,3,0,6,0,8,0,8,84,0,0,135,14,69,0,69,218,135,218
2082881,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,534,Yaurichambi,2336,Colegio Don Bosco,4,254,29,4,2,0,5,4,5,0,15,104,0,0,168,13,54,0,54,235,168,235
2082891,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,535,Huancane (Los Andes),25744,U.E. Huancane,1,240,13,3,4,0,15,3,4,0,7,94,0,0,143,12,61,0,61,216,143,216
2082901,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,535,Huancane (Los Andes),25744,U.E. Huancane,2,31,4,0,0,0,1,1,1,0,0,8,0,0,15,2,13,0,13,30,15,30
2082911,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,536,Peñas,25745,U.E. Julián Túpac Katari,1,240,28,4,4,0,3,4,7,0,4,64,0,0,118,8,94,0,94,220,118,220
2082921,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,536,Peñas,25745,U.E. Julián Túpac Katari,2,240,24,0,3,0,1,3,3,0,6,95,0,0,135,12,61,0,61,208,135,208
2082931,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,536,Peñas,25745,U.E. Julián Túpac Katari,3,240,23,1,2,0,3,1,18,0,9,63,0,0,120,14,67,0,67,201,120,201
2082941,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,536,Peñas,25745,U.E. Julián Túpac Katari,4,48,7,0,0,0,2,1,2,0,2,22,0,0,36,1,9,0,9,46,36,46
2082951,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,537,Kerani,2258,Col. Pedro Domingo Murillo,1,240,25,8,2,0,3,6,5,0,3,85,0,0,137,14,67,0,67,218,137,218
2082961,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,537,Kerani,2258,Col. Pedro Domingo Murillo,2,240,36,1,2,0,1,4,8,0,7,81,0,0,140,10,49,1,50,200,140,200
2082971,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,537,Kerani,2258,Col. Pedro Domingo Murillo,3,169,14,3,1,0,2,4,3,0,1,90,0,0,118,8,21,1,22,148,118,148
2082981,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,538,Villa Ascención Tuquia,25742,U.E. Fray Jose Antonio  Zampa,1,240,47,0,2,0,4,3,1,0,9,88,0,0,154,12,58,1,59,225,154,225
2082991,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,538,Villa Ascención Tuquia,25742,U.E. Fray Jose Antonio  Zampa,2,240,37,0,3,0,8,12,6,0,5,71,0,0,142,20,60,2,62,224,142,224
2083001,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,538,Villa Ascención Tuquia,25742,U.E. Fray Jose Antonio  Zampa,3,240,28,1,1,0,6,6,10,0,3,121,0,0,176,10,44,0,44,230,176,230
2083011,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,538,Villa Ascención Tuquia,25742,U.E. Fray Jose Antonio  Zampa,4,167,26,4,1,0,1,0,5,0,1,62,0,0,100,19,40,0,40,159,100,159
2083021,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,539,V. S. Juan de Chachacomani,25743,U.E. Franz Tamayo de Chachacomani,1,240,29,4,8,0,6,3,6,0,6,77,0,0,139,20,59,0,59,218,139,218
2083031,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,539,V. S. Juan de Chachacomani,25743,U.E. Franz Tamayo de Chachacomani,2,240,21,5,5,0,4,6,2,0,6,89,0,0,138,20,64,0,64,222,138,222
2083041,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,539,V. S. Juan de Chachacomani,25743,U.E. Franz Tamayo de Chachacomani,3,240,25,3,2,0,7,6,2,0,7,71,0,0,123,14,79,0,79,216,123,216
2083051,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,539,V. S. Juan de Chachacomani,25743,U.E. Franz Tamayo de Chachacomani,4,58,5,0,1,0,3,4,0,0,1,18,0,0,32,3,20,0,20,55,32,55
2083061,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3090,Los Rosarios de Suriquiña,25741,U.E. Libertador Simón Bolívar,1,240,19,1,7,0,3,4,5,0,6,77,0,0,122,15,78,1,79,216,122,216
2083071,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3090,Los Rosarios de Suriquiña,25741,U.E. Libertador Simón Bolívar,2,240,27,3,2,0,8,10,7,0,3,76,0,0,136,8,82,1,83,227,136,227
2083081,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3090,Los Rosarios de Suriquiña,25741,U.E. Libertador Simón Bolívar,3,240,16,2,3,0,7,9,6,0,6,77,0,0,126,13,74,2,76,215,126,215
2083091,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3090,Los Rosarios de Suriquiña,25741,U.E. Libertador Simón Bolívar,4,202,20,0,1,0,3,4,4,0,2,59,0,0,93,16,63,1,64,173,93,173
2083101,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3631,Chirapaca,1,Colegio Técnico Humanístico Chirapaca,1,240,20,6,0,0,7,7,4,0,14,117,0,0,175,7,42,0,42,224,175,224
2083111,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3631,Chirapaca,1,Colegio Técnico Humanístico Chirapaca,2,240,17,3,1,0,8,3,6,0,8,142,0,0,188,3,36,0,36,227,188,227
2083121,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,3,Batallas,3631,Chirapaca,1,Colegio Técnico Humanístico Chirapaca,3,142,14,0,2,0,3,4,2,0,4,70,0,0,99,5,22,0,22,126,99,126
2083131,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,540,Puerto Pérez,2255,Escuela Puerto Perez,1,240,28,2,4,0,4,2,4,0,4,130,0,0,178,5,49,0,49,232,178,232
2083141,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,540,Puerto Pérez,2255,Escuela Puerto Perez,2,240,15,2,2,0,3,8,3,0,4,137,0,0,174,9,47,0,47,230,174,230
2083151,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,540,Puerto Pérez,2255,Escuela Puerto Perez,3,240,16,3,2,0,3,3,4,0,6,148,0,0,185,5,48,0,48,238,185,238
2083161,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,540,Puerto Pérez,2255,Escuela Puerto Perez,4,240,16,4,2,0,8,1,6,0,5,124,0,0,166,18,39,0,39,223,166,223
2083171,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,540,Puerto Pérez,2255,Escuela Puerto Perez,5,240,22,2,1,0,3,8,6,0,4,122,0,0,168,9,48,0,48,225,168,225
2083181,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,540,Puerto Pérez,2255,Escuela Puerto Perez,6,85,3,1,1,0,3,1,6,0,1,39,0,0,55,2,23,0,23,80,55,80
2083191,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,541,Isla Suriqui,2333,Esc. Mixto 16 De Julio,1,240,25,1,1,0,0,5,2,0,6,51,0,0,91,16,123,0,123,230,91,230
2083201,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,541,Isla Suriqui,2333,Esc. Mixto 16 De Julio,2,240,30,3,3,0,1,6,5,0,2,65,0,0,115,6,111,1,112,233,115,233
2083211,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,541,Isla Suriqui,2333,Esc. Mixto 16 De Julio,3,240,26,3,3,0,2,5,7,0,4,66,0,0,116,16,101,1,102,234,116,234
2083221,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,541,Isla Suriqui,2333,Esc. Mixto 16 De Julio,4,240,24,2,8,0,4,13,5,0,4,70,0,0,130,18,84,2,86,234,130,234
2083231,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,541,Isla Suriqui,2333,Esc. Mixto 16 De Julio,5,121,13,1,5,0,2,6,9,0,2,31,0,0,69,12,34,0,34,115,69,115
2083241,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,546,Cascachi,2261,Escuela Central Cascachi,1,240,22,5,6,0,6,9,1,0,5,70,0,0,124,30,72,0,72,226,124,226
2083251,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,546,Cascachi,2261,Escuela Central Cascachi,2,240,40,3,8,0,6,13,4,0,7,57,0,0,138,18,68,0,68,224,138,224
2083261,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,546,Cascachi,2261,Escuela Central Cascachi,3,140,20,0,6,0,3,7,1,0,3,44,0,0,84,8,38,0,38,130,84,130
2083271,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,3311,Karapata Alta,1,Escuelas Populares Don Bosco,1,240,18,4,3,0,3,10,8,0,1,78,0,0,125,17,74,1,75,217,125,217
2083281,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,3311,Karapata Alta,1,Escuelas Populares Don Bosco,2,150,10,1,1,0,2,9,7,0,1,47,0,0,78,7,57,0,57,142,78,142
2083291,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,3464,Cumana,1,Unidad Educativa Cumana,1,240,24,5,5,0,4,7,7,0,6,79,0,0,137,14,80,0,80,231,137,231
2083301,PRESIDENTE,32,BOLIVIA,2,La Paz,19,0,12,Los Andes                               ,4,Puerto Pérez,3464,Cumana,1,Unidad Educativa Cumana,2,67,4,1,1,0,3,3,1,0,1,21,0,0,35,5,21,0,21,61,35,61
2083311,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,1,240,23,3,1,0,11,6,5,0,10,116,0,0,175,11,31,0,31,217,175,217
2083321,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,2,240,18,2,5,0,20,6,8,0,12,83,0,0,154,13,50,0,50,217,154,217
2083331,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,3,240,14,4,2,0,3,7,1,0,5,88,0,0,124,13,82,0,82,219,124,219
2083341,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,4,240,16,7,9,0,10,4,0,0,7,93,0,0,146,0,79,0,79,225,146,225
2083351,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,5,240,17,6,12,0,7,7,3,0,5,82,0,0,139,10,70,0,70,219,139,219
2083361,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,6,240,15,0,4,0,9,2,10,0,12,76,0,0,128,12,61,0,61,201,128,201
2083371,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,547,Sica Sica,2809,Col. Nal. Sica Sica,7,172,6,0,8,0,12,1,4,0,8,72,0,0,111,5,38,0,38,154,111,154
2083381,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,548,Ayamaya,25793,U.E Integral Ayamaya,1,240,25,4,1,0,3,4,2,0,4,85,0,0,128,9,60,0,60,197,128,197
2083391,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,548,Ayamaya,25793,U.E Integral Ayamaya,2,161,21,1,0,0,2,1,4,0,3,63,0,0,95,13,32,1,33,141,95,141
2083401,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,549,Chijmuni,2811,Casa de Gobierno,1,240,31,3,7,0,4,13,5,0,11,97,0,0,171,17,44,0,44,232,171,232
2083411,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,549,Chijmuni,2811,Casa de Gobierno,2,135,17,4,2,0,1,5,3,0,6,41,0,0,79,19,24,0,24,122,79,122
2083421,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,550,Santiago de Laurani,25792,U.E. Santiago de Laurani,1,226,33,2,2,0,2,12,4,0,2,66,0,0,123,7,83,0,83,213,123,213
2083431,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,1,240,14,3,0,0,6,8,5,0,7,85,0,0,128,11,79,0,79,218,128,218
2083441,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,2,240,30,3,3,0,3,12,5,0,5,76,0,0,137,9,72,0,72,218,137,218
2083451,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,3,240,15,3,2,0,4,8,0,0,3,69,0,0,104,9,100,0,100,213,104,213
2083461,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,4,240,22,1,4,0,6,10,3,0,5,77,0,0,128,8,78,0,78,214,128,214
2083471,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,5,240,18,3,1,0,4,18,2,0,3,47,0,0,96,12,105,0,105,213,96,213
2083481,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,6,240,23,2,1,0,1,8,2,0,0,73,0,0,110,11,96,0,96,217,110,217
2083491,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,7,240,24,1,1,0,3,10,4,0,3,76,0,0,122,4,87,0,87,213,122,213
2083501,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,8,240,19,4,3,0,3,9,4,0,7,62,0,0,111,14,103,0,103,228,111,228
2083511,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,9,240,16,5,3,0,4,10,4,0,3,73,0,0,118,9,81,0,81,208,118,208
2083521,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,10,240,23,1,2,0,1,9,2,0,1,74,0,0,113,9,90,0,90,212,113,212
2083531,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,11,240,22,1,3,0,1,24,5,0,3,74,0,0,133,1,85,0,85,219,133,219
2083541,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,12,240,27,0,2,0,9,12,2,0,4,59,0,0,115,10,87,0,87,212,115,212
2083551,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,13,240,19,5,1,0,5,12,4,0,5,64,0,0,115,9,93,0,93,217,115,217
2083561,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,551,Pujravi (Lahuachaca),2813,Escuela Eden,14,237,39,4,5,0,3,4,1,0,2,72,0,0,130,4,77,0,77,211,130,211
2083571,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,552,Esteban Arce,2814,Colegio Tawantinsuyo,1,240,22,1,4,0,6,16,8,0,3,63,0,0,123,23,75,0,75,221,123,221
2083581,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,552,Esteban Arce,2814,Colegio Tawantinsuyo,2,216,30,2,7,0,6,11,1,0,3,65,0,0,125,5,74,0,74,204,125,204
2083591,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,553,Colpapucho Belén,2815,Escuela Simon Bolivar,1,240,24,2,5,0,1,11,3,0,10,50,0,0,106,9,102,0,102,217,106,217
2083601,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,553,Colpapucho Belén,2815,Escuela Simon Bolivar,2,240,39,1,2,0,0,18,4,0,7,31,0,0,102,20,96,0,96,218,102,218
2083611,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,553,Colpapucho Belén,2815,Escuela Simon Bolivar,3,65,15,1,0,0,2,2,1,0,1,12,0,0,34,3,24,0,24,61,34,61
2083621,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,554,German Busch (Conani),2816,Unidad Educativa Conani,1,240,19,2,4,0,2,8,8,0,0,81,0,0,124,17,80,0,80,221,124,221
2083631,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,554,German Busch (Conani),2816,Unidad Educativa Conani,2,240,28,1,0,0,4,4,7,0,3,70,0,0,117,14,89,0,89,220,117,220
2083641,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,554,German Busch (Conani),2816,Unidad Educativa Conani,3,240,40,0,1,0,3,3,6,0,4,61,0,0,118,13,92,0,92,223,118,223
2083651,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,554,German Busch (Conani),2816,Unidad Educativa Conani,4,240,36,3,1,0,1,5,13,0,6,72,0,0,137,6,76,0,76,219,137,219
2083661,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,554,German Busch (Conani),2816,Unidad Educativa Conani,5,240,24,2,3,0,0,3,6,0,3,58,0,0,99,11,111,0,111,221,99,221
2083671,PRESIDENTE,32,BOLIVIA,2,La Paz,17,0,13,Aroma                                   ,1,Sicasica,554,German Busch (Conani),2816,Unidad Educativa Conani,6,240,35,4,1,0,5,6,7,0,2,53,0,0,113,14,97,0,97,224,113,224
