CodigoMesa,Descripcion,CodigoPais,NombrePais,CodigoDepartamento,NombreDepartamento,CodigoCircunscripcionU,CodigoCircunscripcionE,CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,NumeroMesa,InscritosHabilitados,Voto1,Voto2,Voto3,Voto4,Voto5,Voto6,Voto7,Voto8,Voto9,Voto10,Voto11,Voto12,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
3016501,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,2,240,16,3,24,0,13,2,5,0,2,45,0,0,110,37,70,0,70,217,110,217
3016511,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,3,240,21,3,21,0,9,4,1,0,3,55,0,0,117,36,62,0,62,215,117,215
3016521,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,4,240,22,6,22,0,5,4,6,0,3,47,0,0,115,35,73,0,73,223,115,223
3016531,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,5,240,21,1,18,0,5,3,6,0,4,51,0,0,109,41,66,0,66,216,109,216
3016541,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,6,240,18,1,25,0,14,2,8,0,5,38,0,0,111,30,75,0,75,216,111,216
3016551,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,7,240,26,1,27,0,15,0,4,0,8,41,0,0,122,38,61,0,61,221,122,221
3016561,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,8,240,22,2,18,0,6,3,7,0,5,44,0,0,107,33,70,0,70,210,107,210
3016571,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,9,240,19,2,25,0,12,5,3,0,8,45,0,0,119,37,64,0,64,220,119,220
3016581,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,10,240,27,2,17,0,11,2,5,0,4,38,0,0,106,21,88,0,88,215,106,215
3016591,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,11,240,18,0,29,0,12,1,2,0,7,40,0,0,109,36,77,0,77,222,109,222
3016601,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,12,240,17,3,23,0,11,4,4,0,7,38,0,0,107,35,64,0,64,206,107,206
3016611,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,13,240,12,1,31,0,14,2,4,0,7,45,0,0,116,39,68,0,68,223,116,223
3016621,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,14,240,17,1,30,0,6,2,5,0,4,55,0,0,120,31,57,0,57,208,120,208
3016631,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,15,240,20,1,26,0,10,1,8,0,7,45,0,0,118,31,66,2,68,217,118,217
3016641,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,193,Escuela Eusebio Tudela,16,74,7,0,9,0,3,1,0,0,2,7,0,0,29,15,23,0,23,67,29,67
3016651,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,32411,U.E. Alto Florida,1,240,18,3,7,0,6,1,5,0,2,28,0,0,70,48,115,0,115,233,70,233
3016661,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,32411,U.E. Alto Florida,2,153,15,1,11,0,5,1,3,0,4,17,0,0,57,21,72,0,72,150,57,150
3016671,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,1,240,19,5,11,0,8,3,3,0,6,35,0,0,90,27,98,0,98,215,90,215
3016681,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,2,240,29,2,12,0,11,0,6,0,5,26,0,0,91,36,79,0,79,206,91,206
3016691,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,3,240,16,1,14,0,10,3,0,0,4,29,0,0,77,31,105,0,105,213,77,213
3016701,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,4,240,10,2,5,0,3,0,0,0,2,43,0,0,65,53,99,0,99,217,65,217
3016711,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,5,240,14,3,10,0,7,1,3,0,6,42,0,0,86,37,93,0,93,216,86,216
3016721,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,6,240,17,1,4,0,8,0,1,0,0,37,0,0,68,34,110,0,110,212,68,212
3016731,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,7,240,22,3,7,0,7,3,0,0,4,41,0,0,87,9,120,0,120,216,87,216
3016741,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,8,240,16,8,10,0,9,0,4,0,2,38,0,0,87,46,76,0,76,209,87,209
3016751,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,9,240,16,3,12,0,12,1,7,0,2,30,0,0,83,30,102,0,102,215,83,215
3016761,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,10,240,19,1,10,0,4,1,0,0,2,42,0,0,79,38,95,1,96,213,79,213
3016771,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,11,240,13,2,11,0,9,1,0,0,4,31,0,0,71,30,119,0,119,220,71,220
3016781,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,12,240,17,3,7,0,3,3,2,0,8,41,0,0,84,41,93,0,93,218,84,218
3016791,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,13,240,12,4,9,0,5,3,1,0,3,42,0,0,79,37,100,0,100,216,79,216
3016801,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,14,240,16,5,10,0,7,1,2,0,8,43,0,0,92,30,101,0,101,223,92,223
3016811,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,15,240,24,1,12,0,5,0,1,0,5,35,0,0,83,25,100,0,100,208,83,208
3016821,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,16,240,20,4,11,0,5,0,2,0,4,37,0,0,83,31,91,1,92,206,83,206
3016831,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,17,240,28,0,6,0,15,0,1,0,1,33,0,0,84,45,83,0,83,212,84,212
3016841,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,18,240,24,2,11,0,8,0,4,0,4,28,0,0,81,51,85,0,85,217,81,217
3016851,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,19,240,25,2,13,0,14,1,4,0,3,31,0,0,93,28,99,0,99,220,93,220
3016861,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,20,240,19,2,12,0,9,1,1,0,1,34,0,0,79,39,99,0,99,217,79,217
3016871,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,25886,U. E. Juancito Pinto B,21,20,2,1,1,0,1,0,2,0,2,1,0,0,10,6,3,0,3,19,10,19
3016881,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,1,240,16,0,19,0,8,0,2,0,5,44,0,0,94,39,84,0,84,217,94,217
3016891,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,2,240,25,0,13,0,15,1,4,0,7,45,0,0,110,35,67,0,67,212,110,212
3016901,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3,240,19,2,15,0,7,1,3,0,6,46,0,0,99,41,76,0,76,216,99,216
3016911,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,4,240,13,2,18,0,26,1,6,0,5,43,0,0,114,29,69,0,69,212,114,212
3016921,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,5,240,16,1,18,0,10,1,3,0,8,43,0,0,100,43,71,0,71,214,100,214
3016931,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,6,240,11,2,18,0,11,3,4,0,3,27,0,0,79,40,85,0,85,204,79,204
3016941,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,7,240,28,3,14,0,13,2,5,0,2,32,0,0,99,25,93,0,93,217,99,217
3016951,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,8,240,18,4,10,0,8,1,4,0,5,29,0,0,79,40,95,2,97,216,79,216
3016961,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,9,240,21,4,12,0,12,1,1,0,3,35,0,0,89,33,93,0,93,215,89,215
3016971,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,10,240,18,2,10,0,12,1,2,0,5,34,0,0,84,34,101,0,101,219,84,219
3016981,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,11,240,18,3,15,0,22,3,3,0,8,28,0,0,100,42,73,0,73,215,100,215
3016991,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,12,240,26,2,15,0,13,4,4,0,2,32,0,0,98,45,70,0,70,213,98,213
3017001,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,13,240,11,2,13,0,15,2,2,0,9,37,0,0,91,32,84,0,84,207,91,207
3017011,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,14,240,23,2,19,0,16,2,4,0,7,34,0,0,107,26,87,0,87,220,107,220
3017021,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,15,240,17,1,15,0,9,1,6,0,4,34,0,0,87,32,91,0,91,210,87,210
3017031,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,16,240,10,3,13,0,20,5,6,0,5,36,0,0,98,29,82,0,82,209,98,209
3017041,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,17,240,16,2,9,0,12,1,3,0,3,36,0,0,82,30,106,0,106,218,82,218
3017051,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,18,240,19,1,16,0,11,5,6,0,3,40,0,0,101,40,82,0,82,223,101,223
3017061,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,19,240,25,2,18,0,7,3,5,0,6,36,0,0,102,34,77,0,77,213,102,213
3017071,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,20,240,17,3,15,0,11,2,5,0,8,23,0,0,84,44,88,0,88,216,84,216
3017081,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,21,240,18,1,16,0,12,6,3,0,5,39,0,0,100,43,79,0,79,222,100,222
3017091,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,22,240,15,3,10,0,16,3,5,0,1,40,0,0,93,37,80,0,80,210,93,210
3017101,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,23,240,13,1,11,0,13,1,3,0,10,46,0,0,98,27,76,0,76,201,98,201
3017111,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,24,240,12,1,17,0,17,0,8,0,10,39,0,0,104,27,75,0,75,206,104,206
3017121,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,25,240,14,3,20,0,15,3,4,0,9,36,0,0,104,32,79,0,79,215,104,215
3017131,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,26,240,13,1,11,0,20,2,3,0,4,39,0,0,93,39,74,0,74,206,93,206
3017141,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,27,240,26,5,24,0,19,4,1,0,6,41,0,0,126,21,79,0,79,226,126,226
3017151,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,28,240,19,2,14,0,22,2,4,0,10,33,0,0,106,30,83,0,83,219,106,219
3017161,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,29,240,21,2,17,0,23,1,3,0,8,25,0,0,100,25,87,0,87,212,100,212
3017171,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,30,240,28,4,19,0,16,3,6,0,13,32,0,0,121,32,58,0,58,211,121,211
3017181,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,31,240,20,1,18,0,16,5,7,0,7,36,0,0,110,16,84,0,84,210,110,210
3017191,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,32,240,22,2,15,0,11,4,0,0,3,28,0,0,85,34,98,0,98,217,85,217
3017201,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,33,240,16,2,19,0,13,1,5,0,4,39,0,0,99,36,76,0,76,211,99,211
3017211,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,34,240,20,1,16,0,12,2,5,0,8,36,0,0,100,45,71,0,71,216,100,216
3017221,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,35,183,12,0,16,0,13,1,3,0,8,29,0,0,82,26,47,0,47,155,82,155
3017231,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,1,240,15,2,8,0,3,0,3,0,7,49,0,0,87,31,95,0,95,213,87,213
3017241,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,2,240,19,1,13,0,9,5,2,0,3,39,0,0,91,30,89,1,90,211,91,211
3017251,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,3,240,19,2,8,0,9,2,4,0,2,48,0,0,94,22,88,0,88,204,94,204
3017261,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,4,240,12,2,5,0,6,3,2,0,4,37,0,0,71,35,111,0,111,217,71,217
3017271,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,5,240,20,3,15,0,7,0,3,0,1,38,0,0,87,37,90,0,90,214,87,214
3017281,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,6,240,16,2,5,0,4,0,2,0,4,26,0,0,59,30,121,1,122,211,59,211
3017291,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,7,240,21,5,2,0,2,3,4,0,2,28,0,0,67,35,120,0,120,222,67,222
3017301,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,8,240,20,1,7,0,5,1,1,0,5,19,0,0,59,37,113,0,113,209,59,209
3017311,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,9,240,19,2,11,0,8,1,4,0,8,30,0,0,83,36,97,0,97,216,83,216
3017321,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,10,240,16,3,8,0,8,2,1,0,1,41,0,0,80,29,105,0,105,214,80,214
3017331,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,11,240,12,1,15,0,7,0,1,0,2,38,0,0,76,34,100,0,100,210,76,210
3017341,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,12,240,18,1,13,0,4,2,1,0,2,38,0,0,79,29,101,0,101,209,79,209
3017351,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,13,240,20,3,11,0,11,2,3,0,3,38,0,0,91,33,92,0,92,216,91,216
3017361,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,14,240,20,0,12,0,4,1,4,0,4,41,0,0,86,26,104,0,104,216,86,216
3017371,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,15,240,18,0,8,0,2,4,2,0,3,22,0,0,59,35,117,0,117,211,59,211
3017381,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,16,240,19,5,11,0,5,2,6,0,1,31,0,0,80,35,100,0,100,215,80,215
3017391,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,17,240,21,2,10,0,3,1,4,0,4,29,0,0,74,43,93,0,93,210,74,210
3017401,DIPUTADO CIRCUNSCRIPCIÓN UNINOMINAL,32,BOLIVIA,3,Cochabamba,22,0,1,Cercado                                 ,1,Cochabamba,821,Cochabamba,227,Unidad Educativa Dionisio Morales Choque,18,240,17,1,9,0,11,1,6,0,5,36,0,0,86,23,97,0,97,206,86,206
